id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
16136,True,187,FC Rostov,ROS,190,Dinamo Moscow,DIN,0,2,0.711845,1.87879,2021-07-23 19:00:00,0.1021,0.2013,0.6966
16137,True,257,Khimki,KHI,189,Zenit St. Petersburg,ZEN,1,3,1.66051,3.12122,2021-07-24 16:30:00,0.1175,0.1698,0.7127
16138,True,192,Lokomotiv Moscow,LOK,200,Arsenal Tula,ARS,3,1,1.53727,0.421828,2021-07-24 19:00:00,0.6973,0.2273,0.0754
16139,True,186,Rubin Kazan,RUB,183,Spartak Moscow,SPA,1,0,0.457284,1.04628,2021-07-24 19:00:00,0.1459,0.3428,0.5113
16140,True,198,Ural,URA,196,FC Krasnodar,KRA,0,3,1.18057,2.21674,2021-07-25 14:30:00,0.1257,0.2198,0.6545
16141,True,194,Krylya Sovetov Samara,KSS,188,FK Akhmat,AKH,1,2,1.31554,2.25003,2021-07-25 16:00:00,0.1562,0.2152,0.6286
16142,True,185,CSKA Moscow,CSK,184,FC Ufa,UFA,1,0,1.91086,1.39992,2021-07-25 17:00:00,0.4963,0.2522,0.2515
16143,True,263,Nizhny Novgorod,NIN,236,PFC Sochi,SOC,1,0,0.462043,0.568304,2021-07-26 16:00:00,0.2414,0.4522,0.3064
16144,True,194,Krylya Sovetov Samara,KSS,183,Spartak Moscow,SPA,0,1,0.276455,2.58536,2021-07-30 16:00:00,0.0124,0.065,0.9226
16145,True,200,Arsenal Tula,ARS,186,Rubin Kazan,RUB,0,3,1.0823,2.04604,2021-07-30 16:00:00,0.1584,0.2168,0.6248
16146,True,184,FC Ufa,UFA,190,Dinamo Moscow,DIN,2,3,0.816605,2.80847,2021-07-31 14:30:00,0.0344,0.1079,0.8577
16147,True,185,CSKA Moscow,CSK,192,Lokomotiv Moscow,LOK,1,2,0.644634,1.42145,2021-07-31 17:00:00,0.143,0.2584,0.5986
16148,True,198,Ural,URA,263,Nizhny Novgorod,NIN,1,1,1.08859,1.00805,2021-08-01 14:30:00,0.3475,0.3459,0.3066
16149,True,187,FC Rostov,ROS,189,Zenit St. Petersburg,ZEN,2,4,2.26563,2.85415,2021-08-01 17:00:00,0.2515,0.2368,0.5117
16150,True,196,FC Krasnodar,KRA,257,Khimki,KHI,0,1,2.2873,1.10117,2021-08-01 17:00:00,0.6932,0.1873,0.1195
16151,True,188,FK Akhmat,AKH,236,PFC Sochi,SOC,1,2,0.864762,1.71507,2021-08-02 17:00:00,0.1306,0.2386,0.6308
16152,True,184,FC Ufa,UFA,192,Lokomotiv Moscow,LOK,1,1,1.45741,0.449925,2021-08-06 14:00:00,0.685,0.2391,0.0759
16153,True,189,Zenit St. Petersburg,ZEN,196,FC Krasnodar,KRA,3,2,0.996821,1.70759,2021-08-07 14:00:00,0.1668,0.2595,0.5737
16154,True,200,Arsenal Tula,ARS,194,Krylya Sovetov Samara,KSS,2,1,0.820357,1.9831,2021-08-07 14:30:00,0.1099,0.2052,0.6849
16155,True,183,Spartak Moscow,SPA,263,Nizhny Novgorod,NIN,1,2,1.31048,0.903656,2021-08-07 17:00:00,0.4457,0.3179,0.2364
