id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
17516,True,130,Borussia M.Gladbach,BMG,117,Bayern Munich,BAY,1,1,1.98777,2.91794,2021-08-13 18:30:00,0.2013,0.2047,0.594
17517,True,262,Arminia Bielefeld,ARM,135,Freiburg,FRE,0,0,0.575032,1.63663,2021-08-14 13:30:00,0.0951,0.2311,0.6738
17518,True,121,Augsburg,AUG,120,Hoffenheim,HOF,0,4,0.734658,3.44423,2021-08-14 13:30:00,0.013,0.0473,0.9397
17519,True,133,VfB Stuttgart,STU,267,Greuther Fuerth,GRE,5,1,4.25968,1.31466,2021-08-14 13:30:00,0.9015,0.0702,0.0283
17520,True,240,Union Berlin,UNI,119,Bayer Leverkusen,LEV,1,1,0.443841,0.7943,2021-08-14 13:30:00,0.1935,0.3974,0.4091
17521,True,131,Wolfsburg,WOL,268,Bochum,BOC,1,0,2.78774,0.297792,2021-08-14 13:30:00,0.9314,0.0571,0.0115
17522,True,129,Borussia Dortmund,DOR,132,Eintracht Frankfurt,EIN,5,2,2.83799,1.36709,2021-08-14 16:30:00,0.7174,0.1696,0.113
17523,True,125,Mainz 05,MAI,136,RasenBallsport Leipzig,RBL,1,0,1.27109,0.841814,2021-08-15 13:30:00,0.5059,0.3185,0.1756
17524,True,134,FC Cologne,COL,122,Hertha Berlin,HER,3,1,1.62567,2.1078,2021-08-15 15:30:00,0.2301,0.2611,0.5088
17525,True,136,RasenBallsport Leipzig,RBL,133,VfB Stuttgart,STU,4,0,2.86627,0.958579,2021-08-20 18:30:00,0.8235,0.1257,0.0508
17526,True,267,Greuther Fuerth,GRE,262,Arminia Bielefeld,ARM,1,1,2.57735,0.763691,2021-08-21 13:30:00,0.8178,0.1317,0.0505
17527,True,268,Bochum,BOC,125,Mainz 05,MAI,2,0,1.05301,0.817413,2021-08-21 13:30:00,0.4048,0.34,0.2552
17528,True,122,Hertha Berlin,HER,131,Wolfsburg,WOL,1,2,1.17401,0.558009,2021-08-21 13:30:00,0.5709,0.2922,0.1369
17529,True,135,Freiburg,FRE,129,Borussia Dortmund,DOR,2,1,1.58418,1.49634,2021-08-21 13:30:00,0.3877,0.2803,0.332
17530,True,132,Eintracht Frankfurt,EIN,121,Augsburg,AUG,0,0,1.3297,0.16593,2021-08-21 13:30:00,0.6943,0.2611,0.0446
17531,True,119,Bayer Leverkusen,LEV,130,Borussia M.Gladbach,BMG,4,0,1.94592,1.66054,2021-08-21 16:30:00,0.4285,0.2744,0.2971
17532,True,120,Hoffenheim,HOF,240,Union Berlin,UNI,2,2,0.967015,2.35122,2021-08-22 13:30:00,0.085,0.1699,0.7451
17533,True,117,Bayern Munich,BAY,134,FC Cologne,COL,3,2,3.08002,0.957893,2021-08-22 15:30:00,0.856,0.1043,0.0397
17534,True,129,Borussia Dortmund,DOR,120,Hoffenheim,HOF,3,2,3.40779,2.42487,2021-08-27 18:30:00,0.5924,0.2025,0.2051
17535,True,134,FC Cologne,COL,268,Bochum,BOC,2,1,2.91135,0.721445,2021-08-28 13:30:00,0.8744,0.0908,0.0348
17536,True,262,Arminia Bielefeld,ARM,132,Eintracht Frankfurt,EIN,1,1,0.626534,1.78556,2021-08-28 13:30:00,0.0952,0.2085,0.6963
17537,True,121,Augsburg,AUG,119,Bayer Leverkusen,LEV,1,4,1.6937,2.1207,2021-08-28 13:30:00,0.28,0.2478,0.4722
17538,True,125,Mainz 05,MAI,267,Greuther Fuerth,GRE,3,0,2.79493,0.304223,2021-08-28 13:30:00,0.9296,0.0561,0.0143
17539,True,133,VfB Stuttgart,STU,135,Freiburg,FRE,2,3,2.28063,1.36171,2021-08-28 13:30:00,0.6116,0.2209,0.1675
17540,True,117,Bayern Munich,BAY,122,Hertha Berlin,HER,5,0,4.25513,0.575566,2021-08-28 16:30:00,0.977,0.0191,0.0039
17541,True,240,Union Berlin,UNI,130,Borussia M.Gladbach,BMG,2,1,1.56256,1.52841,2021-08-29 13:30:00,0.372,0.2852,0.3428
17542,True,131,Wolfsburg,WOL,136,RasenBallsport Leipzig,RBL,1,0,1.11229,1.43914,2021-08-29 15:30:00,0.2354,0.3131,0.4515
17543,True,267,Greuther Fuerth,GRE,131,Wolfsburg,WOL,0,2,0.392561,1.44282,2021-09-11 13:30:00,0.0631,0.2186,0.7183
17544,True,120,Hoffenheim,HOF,125,Mainz 05,MAI,0,2,0.509713,0.933476,2021-09-11 13:30:00,0.1895,0.3608,0.4497
17545,True,135,Freiburg,FRE,134,FC Cologne,COL,1,1,0.871642,1.50213,2021-09-11 13:30:00,0.1798,0.2835,0.5367
17546,True,240,Union Berlin,UNI,121,Augsburg,AUG,0,0,1.71533,0.831722,2021-09-11 13:30:00,0.6292,0.2363,0.1345
17547,True,119,Bayer Leverkusen,LEV,129,Borussia Dortmund,DOR,3,4,0.471066,2.2922,2021-09-11 13:30:00,0.0353,0.1154,0.8493
17548,True,136,RasenBallsport Leipzig,RBL,117,Bayern Munich,BAY,1,4,0.347898,4.30091,2021-09-11 16:30:00,0.0008,0.0054,0.9938
17549,True,132,Eintracht Frankfurt,EIN,133,VfB Stuttgart,STU,1,1,1.46763,1.2361,2021-09-12 13:30:00,0.4184,0.2874,0.2942
17550,True,268,Bochum,BOC,122,Hertha Berlin,HER,1,3,1.02687,0.605231,2021-09-12 15:30:00,0.4567,0.363,0.1803
17551,True,130,Borussia M.Gladbach,BMG,262,Arminia Bielefeld,ARM,3,1,2.12932,1.53189,2021-09-12 17:30:00,0.5152,0.2384,0.2464
17552,True,122,Hertha Berlin,HER,267,Greuther Fuerth,GRE,2,1,1.59085,1.55279,2021-09-17 18:30:00,0.351,0.2892,0.3598
17553,True,121,Augsburg,AUG,130,Borussia M.Gladbach,BMG,1,0,0.494801,0.74574,2021-09-18 13:30:00,0.2131,0.408,0.3789
17554,True,125,Mainz 05,MAI,135,Freiburg,FRE,0,0,1.26167,0.364252,2021-09-18 13:30:00,0.6233,0.2823,0.0944
17555,True,262,Arminia Bielefeld,ARM,120,Hoffenheim,HOF,0,0,1.00534,1.54136,2021-09-18 13:30:00,0.2246,0.2679,0.5075
17556,True,117,Bayern Munich,BAY,268,Bochum,BOC,7,0,6.88189,1.23312,2021-09-18 13:30:00,0.9992,0.0008,0
17557,True,134,FC Cologne,COL,136,RasenBallsport Leipzig,RBL,1,1,1.68932,2.03702,2021-09-18 16:30:00,0.2784,0.2764,0.4452
17558,True,133,VfB Stuttgart,STU,119,Bayer Leverkusen,LEV,1,3,1.41677,1.59332,2021-09-19 13:30:00,0.2828,0.3154,0.4018
17559,True,129,Borussia Dortmund,DOR,240,Union Berlin,UNI,4,2,1.09855,1.7321,2021-09-19 15:30:00,0.1915,0.2634,0.5451
17560,True,131,Wolfsburg,WOL,132,Eintracht Frankfurt,EIN,1,1,1.84989,0.280625,2021-09-19 17:30:00,0.8299,0.1406,0.0295
17561,True,267,Greuther Fuerth,GRE,117,Bayern Munich,BAY,1,3,0.655908,0.677915,2021-09-24 18:30:00,0.3057,0.3945,0.2998
17562,True,240,Union Berlin,UNI,262,Arminia Bielefeld,ARM,1,0,1.25321,0.435528,2021-09-25 13:30:00,0.6013,0.2866,0.1121
17563,True,119,Bayer Leverkusen,LEV,125,Mainz 05,MAI,1,0,1.45034,0.930118,2021-09-25 13:30:00,0.4944,0.281,0.2246
17564,True,132,Eintracht Frankfurt,EIN,134,FC Cologne,COL,1,1,0.950916,1.10981,2021-09-25 13:30:00,0.2868,0.3166,0.3966
17565,True,136,RasenBallsport Leipzig,RBL,122,Hertha Berlin,HER,6,0,4.25065,0.341267,2021-09-25 13:30:00,0.9874,0.0111,0.0015
17566,True,120,Hoffenheim,HOF,131,Wolfsburg,WOL,3,1,1.78602,0.504541,2021-09-25 13:30:00,0.7476,0.1856,0.0668
17567,True,130,Borussia M.Gladbach,BMG,129,Borussia Dortmund,DOR,1,0,1.65529,0.568652,2021-09-25 16:30:00,0.6704,0.2267,0.1029
17568,True,268,Bochum,BOC,133,VfB Stuttgart,STU,0,0,0.925854,0.29441,2021-09-26 13:30:00,0.5203,0.3691,0.1106
17569,True,135,Freiburg,FRE,121,Augsburg,AUG,3,0,3.97075,0.191653,2021-09-26 15:30:00,0.9953,0.0045,0.0002
17570,True,134,FC Cologne,COL,267,Greuther Fuerth,GRE,3,1,2.8694,0.984368,2021-10-01 18:30:00,0.8461,0.1149,0.039
17572,True,122,Hertha Berlin,HER,135,Freiburg,FRE,1,2,0.913547,0.861008,2021-10-02 13:30:00,0.3532,0.3421,0.3047
17574,True,133,VfB Stuttgart,STU,120,Hoffenheim,HOF,3,1,0.76705,0.978235,2021-10-02 13:30:00,0.262,0.3363,0.4017
