id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
17822,True,171,Monaco,MON,168,Nantes,NAN,1,1,1.76899,0.239715,2021-08-06 19:00:00,0.8014,0.1659,0.0327
17823,True,178,Lyon,LYO,241,Brest,BRE,1,1,1.17521,1.01966,2021-08-07 15:00:00,0.3956,0.2935,0.3109
17824,True,172,Troyes,TRO,161,Paris Saint Germain,PSG,1,2,0.618173,1.48651,2021-08-07 19:00:00,0.1288,0.2542,0.617
17825,True,163,Rennes,REN,210,Lens,LEN,1,1,0.598423,2.13637,2021-08-08 11:00:00,0.0559,0.1452,0.7989
17826,True,175,Saint-Etienne,SEN,179,Lorient,LOR,1,1,1.85797,0.835981,2021-08-08 13:00:00,0.6619,0.2176,0.1205
17827,True,225,Strasbourg,STR,167,Angers,ANG,0,2,0.267011,1.41617,2021-08-08 13:00:00,0.0469,0.2003,0.7528
17828,True,176,Bordeaux,BOR,270,Clermont Foot,CLE,0,2,0.510543,2.95652,2021-08-08 13:00:00,0.0174,0.0744,0.9082
17829,True,170,Nice,NIC,177,Reims,REI,0,0,1.09947,0.158446,2021-08-08 13:00:00,0.6513,0.3056,0.0431
17830,True,180,Metz,MET,160,Lille,LIL,3,3,1.02062,1.62245,2021-08-08 15:00:00,0.2153,0.2631,0.5216
17831,True,166,Montpellier,MPL,164,Marseille,MAR,2,3,0.764726,2.15797,2021-08-08 18:45:00,0.0913,0.1896,0.7191
17832,True,179,Lorient,LOR,171,Monaco,MON,1,0,0.779459,0.86536,2021-08-13 19:00:00,0.2985,0.4075,0.294
17833,True,160,Lille,LIL,170,Nice,NIC,0,4,0.768573,2.33694,2021-08-14 15:00:00,0.0548,0.1454,0.7998
17834,True,161,Paris Saint Germain,PSG,225,Strasbourg,STR,4,2,2.90032,0.570058,2021-08-14 19:00:00,0.9305,0.0567,0.0128
17835,True,167,Angers,ANG,178,Lyon,LYO,3,0,1.6418,0.977124,2021-08-15 11:00:00,0.5436,0.2855,0.1709
17836,True,241,Brest,BRE,163,Rennes,REN,1,1,2.2991,1.32152,2021-08-15 13:00:00,0.6364,0.2162,0.1474
17837,True,270,Clermont Foot,CLE,172,Troyes,TRO,2,0,1.44309,0.696005,2021-08-15 13:00:00,0.5519,0.2885,0.1596
17838,True,168,Nantes,NAN,180,Metz,MET,2,0,1.7221,0.885265,2021-08-15 13:00:00,0.6049,0.2525,0.1426
17839,True,177,Reims,REI,166,Montpellier,MPL,3,3,1.30758,1.9999,2021-08-15 13:00:00,0.1885,0.2427,0.5688
17840,True,210,Lens,LEN,175,Saint-Etienne,SEN,2,2,1.1447,0.85171,2021-08-15 15:00:00,0.4129,0.315,0.2721
17841,True,164,Marseille,MAR,176,Bordeaux,BOR,2,2,1.05273,0.318288,2021-08-15 18:45:00,0.5893,0.3127,0.098
17842,True,241,Brest,BRE,161,Paris Saint Germain,PSG,2,4,1.24868,1.51499,2021-08-20 19:00:00,0.2902,0.2769,0.4329
17843,True,171,Monaco,MON,210,Lens,LEN,0,2,0.241985,0.598613,2021-08-21 15:00:00,0.1099,0.4638,0.4263
17844,True,175,Saint-Etienne,SEN,160,Lille,LIL,1,1,0.476794,1.1966,2021-08-21 19:00:00,0.1245,0.2969,0.5786
17845,True,178,Lyon,LYO,270,Clermont Foot,CLE,3,3,3.31864,1.82093,2021-08-22 11:00:00,0.7091,0.156,0.1349
17846,True,180,Metz,MET,177,Reims,REI,1,1,0.670048,1.18358,2021-08-22 13:00:00,0.1973,0.3116,0.4911
17847,True,176,Bordeaux,BOR,167,Angers,ANG,1,1,0.603119,1.01295,2021-08-22 13:00:00,0.19,0.3287,0.4813
17848,True,225,Strasbourg,STR,172,Troyes,TRO,1,1,2.95463,1.14502,2021-08-22 13:00:00,0.7995,0.1313,0.0692
17849,True,166,Montpellier,MPL,179,Lorient,LOR,3,1,3.64876,0.462326,2021-08-22 13:00:00,0.9575,0.0341,0.0084
