Dátum,Meccs-Id,Fő-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Ellenfél-PR,Meccs-Előtti-PR,Meccs-Utáni-PR,Vendég-xgPR,Meccs-Előtti-xgPR,Meccs-Utáni-xgPR,Vendég-Mixed_PR,Meccs-Előtti-Mixed_PR,Meccs-Utáni-Mixed_PR
2014-08-16 15:00:00,4752,(H) Stoke,(V) Aston Villa,0,1,0.909774,0.423368,10.000,10.000,10.375,10.000,10.000,10.247,10.000,10.000,10.253
2014-08-23 12:45:00,4759,(H) Aston Villa,(V) Newcastle United,0,0,0.507525,0.699295,9.375,10.375,10.000,9.746,10.247,9.949,9.504,10.253,9.989
2014-08-31 13:30:00,4776,(H) Aston Villa,(V) Hull,2,1,0.639316,0.28888,10.063,10.000,10.141,9.575,9.949,9.818,10.425,9.989,10.135
2014-09-13 17:30:00,4726,(H) Liverpool,(V) Aston Villa,0,1,0.701676,0.728097,11.047,10.141,10.743,10.692,9.818,10.155,10.511,10.135,10.611
2014-09-20 15:00:00,4731,(H) Aston Villa,(V) Arsenal,0,3,0.649013,1.36224,10.117,10.743,9.712,10.385,10.155,9.909,9.709,10.611,9.689
2014-09-27 15:00:00,4742,(H) Chelsea,(V) Aston Villa,3,0,0.228896,3.14218,11.489,9.712,9.531,11.040,9.909,9.588,10.500,9.689,9.995
2014-10-04 17:30:00,4694,(H) Aston Villa,(V) Manchester City,0,2,0.690283,2.30634,10.968,9.531,9.265,10.543,9.588,9.298,10.483,9.995,9.896
2014-10-18 15:00:00,4700,(H) Everton,(V) Aston Villa,3,0,0.37205,1.67016,9.720,9.265,8.754,10.127,9.298,9.306,9.751,9.896,9.559
2014-10-27 20:00:00,4718,(H) Queens Park Rangers,(V) Aston Villa,2,0,1.18709,0.81667,8.975,8.754,8.434,9.841,9.306,9.657,9.126,9.559,8.983
2014-11-02 16:00:00,4657,(H) Aston Villa,(V) Tottenham,1,2,0.872267,2.54173,9.427,8.434,8.307,10.126,9.657,9.232,9.257,8.983,9.094
2014-11-08 15:00:00,4662,(H) West Ham,(V) Aston Villa,0,0,0.560875,1.47873,10.905,8.307,9.081,9.961,9.232,9.310,11.070,9.094,9.942
2014-11-24 20:00:00,4678,(H) Aston Villa,(V) Southampton,1,1,1.13228,0.863156,11.400,9.081,9.536,10.592,9.310,9.573,10.668,9.942,9.931
2014-11-29 15:00:00,4685,(H) Burnley,(V) Aston Villa,1,1,1.0873,2.3058,9.693,9.536,9.700,9.441,9.573,9.360,10.311,9.931,10.456
2014-12-02 20:00:00,4593,(H) Crystal Palace,(V) Aston Villa,0,1,0.192439,0.801741,10.042,9.700,10.161,9.916,9.360,9.472,10.178,10.456,10.914
2014-12-07 16:00:00,4607,(H) Aston Villa,(V) Leicester,2,1,1.97697,1.0083,8.690,10.161,9.918,9.495,9.472,9.595,9.120,10.914,10.348
2014-12-13 15:00:00,4612,(H) West Bromwich Albion,(V) Aston Villa,1,0,0.266303,1.4373,9.297,9.918,9.638,9.552,9.595,9.417,9.755,10.348,10.367
2014-12-20 15:00:00,4624,(H) Aston Villa,(V) Manchester United,1,1,0.575806,1.06851,11.235,9.638,9.912,9.828,9.417,9.272,11.257,10.367,10.588
2014-12-26 15:00:00,4631,(H) Swansea,(V) Aston Villa,1,0,1.41578,0.601468,9.834,9.912,9.767,10.032,9.272,9.791,9.850,10.588,10.075
2014-12-28 15:00:00,4644,(H) Aston Villa,(V) Sunderland,0,0,0.650993,0.845626,9.268,9.767,9.517,10.177,9.791,9.714,8.985,10.075,9.726
2015-01-01 15:00:00,4557,(H) Aston Villa,(V) Crystal Palace,0,0,1.38709,0.575995,9.379,9.517,9.358,10.067,9.714,9.880,9.409,9.726,9.319
2015-01-10 15:00:00,4567,(H) Leicester,(V) Aston Villa,1,0,0.606149,2.36522,9.991,9.358,9.391,9.395,9.880,9.444,10.764,9.319,9.995
2015-01-17 15:00:00,4571,(H) Aston Villa,(V) Liverpool,0,2,0.845309,1.54424,10.486,9.391,9.040,10.826,9.444,9.490,9.687,9.995,9.468
2015-02-01 13:30:00,4513,(H) Arsenal,(V) Aston Villa,5,0,0.714521,2.35805,11.494,9.040,8.529,11.193,9.490,9.630,10.410,9.468,8.989
2015-02-07 15:00:00,4516,(H) Aston Villa,(V) Chelsea,1,2,0.707847,1.11662,11.237,8.529,8.831,10.932,9.630,9.728,10.219,8.989,9.024
2015-02-10 19:45:00,4527,(H) Hull,(V) Aston Villa,2,0,0.423817,0.985975,8.915,8.831,8.477,9.980,9.728,9.775,9.067,9.024,8.800
2015-02-21 15:00:00,4535,(H) Aston Villa,(V) Stoke,1,2,0.234004,1.11955,9.356,8.477,8.322,9.464,9.775,9.351,9.841,8.800,8.907
2015-02-28 15:00:00,4548,(H) Newcastle United,(V) Aston Villa,1,0,0.773437,0.93198,9.263,8.322,8.432,9.490,9.351,9.471,9.999,8.907,9.095
2015-03-03 19:45:00,4482,(H) Aston Villa,(V) West Bromwich Albion,2,1,1.9201,0.905628,9.768,8.432,8.891,9.845,9.471,9.693,9.768,9.095,9.135
2015-03-14 15:00:00,4497,(H) Sunderland,(V) Aston Villa,0,4,1.50195,0.472898,9.220,8.891,10.098,9.399,9.693,10.002,9.938,9.135,10.203
2015-03-21 15:00:00,4504,(H) Aston Villa,(V) Swansea,0,1,0.762371,1.90437,10.048,10.098,9.710,9.380,10.002,9.436,10.622,10.203,10.218
2015-04-04 15:00:00,4443,(H) Manchester United,(V) Aston Villa,3,1,0.311787,1.9836,11.593,9.710,9.806,10.869,9.436,9.501,10.782,10.218,10.402
