Dátum,Meccs-Id,Hazai-Csapat,Vendég-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Ellenfél-PR,Meccs-Előtti-PR,Meccs-Utáni-PR,Vendég-xgPR,Meccs-Előtti-xgPR,Meccs-Utáni-xgPR,Vendég-Mixed_PR,Meccs-Előtti-Mixed_PR,Meccs-Utáni-Mixed_PR
2014-08-04 17:00:00,6424,(H) FK Akhmat,(V) Amkar,4,0,0.325138,2.1776,10.000,10.000,9.125,10.000,10.000,9.662,10.000,10.000,9.588
2014-08-08 15:00:00,6425,(H) Amkar,(V) FC Ufa,0,1,0.360411,0.190173,9.625,9.125,8.875,9.623,9.662,9.570,10.127,9.588,9.305
2014-08-12 17:00:00,6433,(H) Torpedo Moscow,(V) Amkar,1,1,0.617434,0.954046,8.187,8.875,8.828,8.800,9.570,9.418,9.637,9.305,9.597
2014-08-18 18:00:00,6448,(H) Kuban Krasnodar,(V) Amkar,1,0,0.316348,1.15919,10.094,8.828,9.020,10.363,9.418,9.569,9.700,9.597,9.708
2014-08-23 14:00:00,6451,(H) Zenit St. Petersburg,(V) Amkar,2,0,0.197221,1.55724,11.493,9.020,9.263,11.141,9.569,9.747,10.290,9.708,9.819
2014-08-30 14:00:00,6459,(H) Amkar,(V) Spartak Moscow,2,0,1.4545,0.848683,10.941,9.263,10.058,10.850,9.747,10.049,10.498,9.819,10.212
2014-09-15 14:00:00,6399,(H) Amkar,(V) Ural,2,1,2.41613,0.264105,9.004,10.058,9.919,9.018,10.049,10.204,9.705,10.212,9.672
2014-09-22 14:00:00,6407,(H) Amkar,(V) FC Krasnodar,1,2,1.03792,1.72432,10.047,9.919,9.576,10.391,10.204,9.954,9.626,9.672,9.457
2014-09-28 13:00:00,6413,(H) Lokomotiv Moscow,(V) Amkar,3,1,0.242173,2.01062,9.830,9.576,9.264,10.222,9.954,9.704,9.535,9.457,9.544
2014-10-25 11:00:00,6385,(H) Amkar,(V) FC Rostov,2,0,1.56669,0.7988,8.505,9.264,9.449,9.495,9.704,9.719,9.089,9.544,9.613
2014-11-03 13:30:00,6351,(H) Rubin Kazan,(V) Amkar,1,1,0.333673,0.970351,11.415,9.449,10.065,10.937,9.719,9.989,10.537,9.613,10.128
2014-11-08 10:00:00,6354,(H) Amkar,(V) Mordovya,0,1,0.525769,1.38045,8.818,10.065,9.378,9.298,9.989,9.478,9.489,10.128,9.807
2014-11-23 13:00:00,6366,(H) Arsenal Tula,(V) Amkar,4,0,0.349176,1.80643,9.115,9.378,8.437,9.260,9.478,9.184,10.144,9.807,9.381
2014-11-28 16:00:00,6369,(H) FC Rostov,(V) Amkar,1,1,1.41546,1.67511,9.092,8.437,8.726,9.258,9.184,9.263,9.993,9.381,9.724
2014-12-02 16:00:00,6331,(H) CSKA Moscow,(V) Amkar,2,1,0.433426,1.2634,11.662,8.726,9.335,10.765,9.263,9.556,10.863,9.724,10.091
2014-12-07 13:00:00,6341,(H) Dinamo Moscow,(V) Amkar,5,0,0.298553,1.57249,11.220,9.335,8.681,10.345,9.556,9.560,11.006,10.091,9.513
2015-03-09 10:00:00,6311,(H) Amkar,(V) Torpedo Moscow,0,0,0.371689,0.108806,9.770,8.681,8.828,9.846,9.560,9.572,9.951,9.513,9.432
2015-03-14 10:00:00,6315,(H) FC Ufa,(V) Amkar,1,1,0.957562,0.848365,9.927,8.828,9.228,9.660,9.572,9.746,10.653,9.432,9.835
2015-03-21 09:00:00,6323,(H) Ural,(V) Amkar,1,0,0.145041,0.706421,9.692,9.228,9.219,9.707,9.746,9.721,10.352,9.835,9.980
2015-04-04 10:00:00,6265,(H) Amkar,(V) Rubin Kazan,0,3,1.03,2.02876,10.351,9.219,8.627,10.483,9.721,9.537,9.406,9.980,9.211
2015-04-07 15:45:00,6273,(H) Mordovya,(V) Amkar,1,0,0.710213,0.980735,8.670,8.627,8.513,8.833,9.537,9.418,9.944,9.211,9.337
2015-04-13 15:15:00,6286,(H) Amkar,(V) CSKA Moscow,1,0,1.08825,0.940992,11.116,8.513,9.289,10.352,9.418,9.563,10.799,9.337,9.791
