Dátum,Meccs-Id,Fő-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Ellenfél-PR,Meccs-Előtti-PR,Meccs-Utáni-PR,Vendég-xgPR,Meccs-Előtti-xgPR,Meccs-Utáni-xgPR,Vendég-Mixed_PR,Meccs-Előtti-Mixed_PR,Meccs-Utáni-Mixed_PR
2014-08-09 20:00:00,6192,(H) Nice,(V) Toulouse,3,2,2.21481,1.56361,10.000,10.000,10.125,10.000,10.000,10.038,10.000,10.000,9.962
2014-08-16 19:00:00,6200,(H) Lorient,(V) Nice,0,0,0.326763,1.03357,10.375,10.125,10.313,10.008,10.038,9.979,10.492,9.962,10.396
2014-08-23 19:00:00,6208,(H) Nice,(V) Bordeaux,1,3,0.830133,1.39097,10.813,10.313,9.813,10.714,9.979,9.898,10.036,10.396,9.821
2014-08-29 19:30:00,6215,(H) Marseille,(V) Nice,4,0,0.699986,4.68663,9.875,9.813,8.953,10.026,9.898,9.058,9.944,9.821,9.973
2014-09-13 19:00:00,6150,(H) Nice,(V) Metz,1,0,0.787783,0.509534,9.805,8.953,9.291,9.707,9.058,9.165,10.020,9.973,10.040
2014-09-20 19:00:00,6159,(H) Nantes,(V) Nice,2,1,0.0802175,1.9684,9.792,9.291,9.291,10.167,9.165,9.068,9.628,10.040,10.284
2014-09-24 18:00:00,6171,(H) Nice,(V) Lille,1,0,0.86697,0.220894,10.660,9.291,9.758,9.985,9.068,9.334,10.448,10.284,10.288
2014-09-27 13:00:00,6175,(H) Monaco,(V) Nice,0,1,0.392234,0.582276,10.349,9.758,10.281,10.289,9.334,9.650,10.156,10.288,10.678
2014-10-04 19:00:00,6116,(H) Nice,(V) Montpellier,1,1,1.13335,0.520645,9.963,10.281,10.076,9.835,9.650,9.724,9.891,10.678,10.203
2014-10-18 19:00:00,6130,(H) Nice,(V) SC Bastia,0,1,0.814842,0.15312,8.675,10.076,9.351,9.320,9.724,9.663,9.240,10.203,9.422
2014-10-26 16:00:00,6142,(H) Guingamp,(V) Nice,2,7,3.68156,2.11355,9.581,9.351,10.783,9.729,9.663,10.197,9.887,9.422,10.521
2014-11-01 19:00:00,6081,(H) Nice,(V) Lyon,1,3,1.39284,1.8591,12.037,10.783,10.472,10.430,10.197,10.014,11.318,10.521,10.212
2014-11-08 19:00:00,6090,(H) Evian Thonon Gaillard,(V) Nice,1,0,1.13378,1.37071,9.094,10.472,10.002,9.112,10.014,9.854,10.094,10.212,10.117
2014-11-22 19:00:00,6099,(H) Nice,(V) Reims,0,0,1.3235,0.813343,10.286,10.002,9.948,10.104,9.854,9.919,10.110,10.117,9.863
2014-11-29 16:00:00,6105,(H) Paris Saint Germain,(V) Nice,1,0,0.367226,1.77541,11.298,9.948,10.160,11.044,9.919,9.973,10.393,9.863,10.223
2014-12-03 18:00:00,6040,(H) Nice,(V) Rennes,1,2,0.8181,0.596867,10.629,10.160,9.902,10.565,9.973,10.051,9.950,10.223,9.724
2014-12-06 19:00:00,6051,(H) Caen,(V) Nice,2,3,2.42286,1.73894,8.606,9.902,9.953,9.290,10.051,10.157,9.377,9.724,9.841
