Dátum,Meccs-Id,Fő-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Ellenfél-PR,Meccs-Előtti-PR,Meccs-Utáni-PR,Vendég-xgPR,Meccs-Előtti-xgPR,Meccs-Utáni-xgPR,Vendég-Mixed_PR,Meccs-Előtti-Mixed_PR,Meccs-Utáni-Mixed_PR
2014-08-09 20:00:00,6186,(H) SC Bastia,(V) Marseille,3,3,1.31751,1.39689,10.000,10.000,10.125,10.000,10.000,10.105,10.000,10.000,10.145
2014-08-17 16:00:00,6202,(H) Marseille,(V) Montpellier,0,2,1.10223,1.55953,9.625,10.125,9.375,9.942,10.105,9.825,9.558,10.145,9.488
2014-08-23 16:00:00,6206,(H) Guingamp,(V) Marseille,0,1,0.708459,0.452052,9.875,9.375,9.875,9.871,9.825,10.026,10.067,9.488,9.944
2014-08-29 19:30:00,6215,(H) Marseille,(V) Nice,4,0,4.68663,0.699986,9.813,9.875,10.735,9.898,10.026,10.866,9.821,9.944,9.792
2014-09-14 20:00:00,6154,(H) Evian Thonon Gaillard,(V) Marseille,1,3,1.12115,0.912171,8.914,10.735,10.905,9.949,10.866,10.814,9.043,9.792,10.178
2014-09-20 16:00:00,6156,(H) Marseille,(V) Rennes,3,0,1.4979,1.37752,10.963,10.905,11.544,9.877,10.814,10.485,11.082,10.178,10.999
2014-09-23 18:00:00,6165,(H) Reims,(V) Marseille,0,5,3.62665,0.383029,10.151,11.544,12.571,9.566,10.485,11.191,10.664,10.999,11.479
2014-09-28 20:00:00,6184,(H) Marseille,(V) Saint-Etienne,2,1,1.12373,0.348437,10.023,12.571,12.059,10.397,11.191,11.061,9.517,11.479,10.920
2014-10-04 16:00:00,6115,(H) Caen,(V) Marseille,1,2,2.73148,0.496129,9.604,12.059,11.820,9.503,11.061,11.355,10.263,10.920,10.572
2014-10-19 13:00:00,6131,(H) Marseille,(V) Toulouse,2,0,1.15665,0.242119,10.857,11.820,11.954,10.586,11.355,11.266,10.418,10.572,10.680
2014-10-26 20:00:00,6143,(H) Lyon,(V) Marseille,1,0,1.13587,0.780099,11.898,11.954,11.815,10.436,11.266,11.272,11.245,10.680,10.607
2014-11-02 20:00:00,6084,(H) Marseille,(V) Lens,2,1,1.5579,1.10067,9.873,11.815,11.454,9.879,11.272,10.913,10.160,10.607,10.506
2014-11-09 20:00:00,6094,(H) Paris Saint Germain,(V) Marseille,2,0,0.757773,2.92373,11.055,11.454,10.979,10.700,10.913,10.443,10.502,10.506,10.671
2014-11-23 20:00:00,6103,(H) Marseille,(V) Bordeaux,3,1,3.01008,0.961541,10.020,10.979,11.114,10.125,10.443,10.751,10.076,10.671,10.385
2014-11-28 19:30:00,6104,(H) Marseille,(V) Nantes,2,0,0.769279,0.749454,10.277,11.114,11.280,10.148,10.751,10.480,10.045,10.385,10.670
2014-12-02 18:00:00,6036,(H) Lorient,(V) Marseille,1,1,1.93231,1.01955,9.981,11.280,11.080,9.970,10.480,10.706,10.154,10.670,10.438
2014-12-07 20:00:00,6055,(H) Marseille,(V) Metz,3,1,1.84578,0.938293,9.071,11.080,10.953,10.003,10.706,10.632,9.082,10.438,10.247
2014-12-14 20:00:00,6065,(H) Monaco,(V) Marseille,1,0,1.47031,1.03529,10.719,10.953,10.770,10.647,10.632,10.870,10.186,10.247,9.998
2014-12-21 13:00:00,6073,(H) Marseille,(V) Lille,2,1,1.30672,0.743826,10.141,10.770,10.738,9.889,10.870,10.640,10.268,9.998,10.050
2015-01-09 19:30:00,5999,(H) Montpellier,(V) Marseille,2,1,0.221183,0.160071,10.596,10.738,10.578,10.557,10.640,10.760,10.150,10.050,9.935
2015-01-18 20:00:00,6018,(H) Marseille,(V) Guingamp,2,1,1.12799,1.32457,10.600,10.578,10.709,10.329,10.760,10.478,10.174,9.935,10.169
2015-01-23 19:30:00,6019,(H) Nice,(V) Marseille,2,1,1.59013,2.00165,10.254,10.709,10.470,10.453,10.478,10.494,9.888,10.169,10.077
2015-01-31 15:30:00,6030,(H) Marseille,(V) Evian Thonon Gaillard,1,0,2.36677,0.0877751,9.168,10.470,10.269,8.774,10.494,10.509,10.354,10.077,9.702
2015-02-07 15:00:00,5964,(H) Rennes,(V) Marseille,1,1,0.347751,0.533668,9.086,10.269,10.098,9.723,10.509,10.391,9.346,9.702,9.784
2015-02-13 19:30:00,5973,(H) Marseille,(V) Reims,2,2,2.10567,1.42842,8.710,10.098,9.626,9.370,10.391,10.180,9.211,9.784,9.346
2015-02-22 20:00:00,5990,(H) Saint-Etienne,(V) Marseille,2,2,1.5275,1.7567,9.868,9.626,9.812,9.773,10.180,10.146,10.188,9.346,9.739
2015-02-27 19:30:00,5991,(H) Marseille,(V) Caen,2,3,3.28904,1.91638,11.044,9.812,9.745,10.244,10.146,10.389,10.618,9.739,9.241
2015-03-06 19:30:00,5930,(H) Toulouse,(V) Marseille,1,6,1.8118,1.46982,9.281,9.745,11.004,9.575,10.389,10.396,9.546,9.241,10.607
2015-03-15 20:00:00,5949,(H) Marseille,(V) Lyon,0,0,0.315525,0.573691,11.668,11.004,11.045,10.928,10.396,10.339,10.948,10.607,10.632
2015-03-22 20:00:00,5959,(H) Lens,(V) Marseille,0,4,0.383233,0.345633,8.538,11.045,11.543,9.200,10.339,10.189,9.166,10.632,11.381
2015-04-05 20:00:00,5894,(H) Marseille,(V) Paris Saint Germain,2,3,0.634944,0.396874,10.897,11.543,11.007,11.725,10.189,10.508,9.045,11.381,10.362
2015-04-12 20:00:00,5903,(H) Bordeaux,(V) Marseille,1,0,0.804363,0.441498,9.516,11.007,10.509,10.206,10.508,10.648,9.127,10.362,9.838
2015-04-17 19:30:00,5905,(H) Nantes,(V) Marseille,1,0,1.03163,0.78163,9.609,10.509,10.159,9.730,10.648,10.606,9.967,9.838,9.683
2015-04-24 19:30:00,5915,(H) Marseille,(V) Lorient,3,5,3.1251,1.72403,8.621,10.159,9.149,9.305,10.606,10.506,9.195,9.683,8.586
2015-05-01 19:30:00,5845,(H) Metz,(V) Marseille,0,2,1.33877,0.716553,10.077,9.149,10.006,10.682,10.506,10.831,9.453,8.586,9.272
2015-05-10 20:00:00,5864,(H) Marseille,(V) Monaco,2,1,1.24252,1.32282,11.481,10.006,10.500,10.499,10.831,10.603,10.830,9.272,9.807
2015-05-16 20:00:00,5869,(H) Lille,(V) Marseille,0,4,3.43302,1.08859,9.675,10.500,11.419,10.153,10.603,11.202,9.569,9.807,10.286
2015-05-23 20:00:00,5880,(H) Marseille,(V) SC Bastia,3,0,1.07865,0.216127,10.404,11.419,11.790,9.171,11.202,10.785,11.217,10.286,10.928
2015-08-08 23:00:00,1871,(H) Marseille,(V) Caen,0,1,2.17995,0.945659,10.330,11.790,11.050,9.707,10.785,10.699,10.560,10.928,10.152
2015-08-16 16:00:00,1886,(H) Reims,(V) Marseille,1,0,0.398183,0.941285,10.794,11.050,10.861,10.947,10.699,10.750,10.079,10.152,10.145
2015-08-23 23:00:00,1898,(H) Marseille,(V) Troyes,6,0,3.2103,0.267975,9.615,10.861,11.924,9.321,10.750,11.003,10.064,10.145,10.764
2015-08-28 22:30:00,1899,(H) Guingamp,(V) Marseille,2,0,0.910693,1.78623,8.956,11.924,10.807,9.895,11.003,10.632,9.236,10.764,10.226
2015-09-13 23:00:00,1918,(H) Marseille,(V) SC Bastia,4,1,1.62468,0.490543,10.462,10.807,11.346,9.509,10.632,10.510,11.063,10.226,10.777
2015-09-20 23:00:00,1928,(H) Marseille,(V) Lyon,1,1,1.04752,2.16016,10.704,11.346,11.061,10.180,10.510,10.024,10.441,10.777,10.846
