Dátum,Meccs-Id,Fő-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Ellenfél-PR,Meccs-Előtti-PR,Meccs-Utáni-PR,Vendég-xgPR,Meccs-Előtti-xgPR,Meccs-Utáni-xgPR,Vendég-Mixed_PR,Meccs-Előtti-Mixed_PR,Meccs-Utáni-Mixed_PR
2016-08-21 22:45:00,937,(H) Bologna,(V) Crotone,1,0,0.38438,1.73535,9.452,10.000,9.738,9.833,10.000,9.746,9.709,10.000,10.140
2016-08-28 22:45:00,949,(H) Crotone,(V) Genoa,1,3,1.02444,2.39624,10.315,9.738,9.257,10.057,9.746,9.356,10.047,10.140,9.835
2016-09-12 22:45:00,959,(H) Empoli,(V) Crotone,2,1,0.521587,0.636904,8.747,9.257,9.005,9.229,9.356,9.420,9.526,9.835,9.662
2016-09-18 17:00:00,967,(H) Crotone,(V) Palermo,1,1,1.13821,0.612635,9.485,9.005,9.000,9.292,9.420,9.394,10.049,9.662,9.502
2016-09-21 22:45:00,977,(H) Roma,(V) Crotone,4,0,1.20964,2.21659,10.944,9.000,8.611,11.474,9.394,9.787,9.505,9.502,8.879
2016-09-26 21:00:00,988,(H) Crotone,(V) Atalanta,1,3,0.659193,2.1441,8.987,8.611,8.080,9.984,9.787,9.340,8.960,8.879,8.645
2016-10-02 17:00:00,996,(H) Cagliari,(V) Crotone,2,1,1.25433,0.586739,9.677,8.080,8.354,9.419,9.340,9.652,10.205,8.645,8.743
2016-10-16 17:00:00,1007,(H) Sassuolo,(V) Crotone,2,1,0.634162,2.05142,10.612,8.354,8.794,10.244,9.652,9.571,10.384,8.743,9.383
2016-10-23 17:00:00,1015,(H) Crotone,(V) Napoli,1,2,1.78468,2.32041,10.303,8.794,8.796,10.490,9.571,9.542,9.719,9.383,9.226
2016-10-26 22:45:00,3286,(H) Fiorentina,(V) Crotone,1,1,0.725924,1.41393,10.869,8.796,9.439,10.468,9.542,9.726,10.395,9.226,9.815
2016-10-30 18:00:00,3295,(H) Crotone,(V) Chievo,2,0,1.72351,0.659158,10.098,9.439,9.979,10.140,9.726,9.971,9.894,9.815,9.944
2016-11-06 21:00:00,2753,(H) Inter,(V) Crotone,3,0,0.248518,2.49682,9.951,9.979,9.347,10.770,9.971,9.734,9.235,9.944,9.704
2016-11-20 18:00:00,2761,(H) Crotone,(V) Torino,0,2,1.36886,1.0138,11.240,9.347,9.195,9.904,9.734,9.740,11.281,9.704,9.384
2016-11-27 18:00:00,2770,(H) Crotone,(V) Sampdoria,1,1,0.573257,1.42112,10.100,9.195,9.296,10.040,9.740,9.478,9.954,9.384,9.613
2016-12-04 15:30:00,3068,(H) AC Milan,(V) Crotone,2,1,0.765682,1.58497,10.923,9.296,9.578,9.661,9.478,9.444,11.286,9.613,10.111
2016-12-10 21:00:00,3076,(H) Crotone,(V) Pescara,2,1,1.27078,1.0284,8.981,9.578,9.554,9.772,9.444,9.462,9.214,10.111,9.951
2016-12-18 18:00:00,3091,(H) Udinese,(V) Crotone,2,0,1.00404,2.19719,10.771,9.554,9.483,9.368,9.462,9.265,11.476,9.951,10.256
2017-01-08 18:00:00,3525,(H) Lazio,(V) Crotone,1,0,0.484413,2.08654,10.416,9.483,9.591,10.949,9.265,9.410,9.525,10.256,10.349
2017-01-14 21:00:00,3530,(H) Crotone,(V) Bologna,0,1,0.977165,1.04914,9.808,9.591,9.270,10.039,9.410,9.424,9.911,10.349,9.882
2017-01-22 17:00:00,3544,(H) Genoa,(V) Crotone,2,2,1.55254,2.48976,8.939,9.270,9.312,9.564,9.424,9.350,9.396,9.882,10.120
2017-01-29 14:00:00,3555,(H) Crotone,(V) Empoli,4,1,2.47879,0.208541,10.089,9.312,10.131,8.935,9.350,9.689,11.030,10.120,10.405
2017-02-05 17:00:00,3567,(H) Palermo,(V) Crotone,1,0,0.384211,0.765782,9.637,10.131,9.883,9.439,9.689,9.656,10.287,10.405,10.346
2017-02-08 20:00:00,3570,(H) Crotone,(V) Juventus,0,2,0.124749,1.84465,11.864,9.883,9.753,11.197,9.656,9.486,10.519,10.346,10.194
2017-02-12 11:30:00,3574,(H) Crotone,(V) Roma,0,2,0.45353,2.34892,11.668,9.753,9.607,11.160,9.486,9.306,10.460,10.194,10.109
2017-02-18 17:00:00,3583,(H) Atalanta,(V) Crotone,1,0,0.178478,1.87331,11.240,9.607,9.890,10.993,9.306,9.429,10.318,10.109,10.460
2017-02-26 14:00:00,3594,(H) Crotone,(V) Cagliari,1,2,1.07246,0.814299,10.116,9.890,9.571,9.888,9.429,9.483,10.291,10.460,9.978
2017-03-05 14:00:00,3611,(H) Crotone,(V) Sassuolo,0,0,1.25058,0.848716,9.688,9.571,9.475,9.283,9.483,9.408,10.313,9.978,9.836
2017-03-12 14:00:00,3615,(H) Napoli,(V) Crotone,3,0,0.247221,3.48367,11.871,9.475,9.449,11.168,9.408,9.164,10.749,9.836,10.248
2017-03-19 14:00:00,3623,(H) Crotone,(V) Fiorentina,0,1,0.747159,2.82105,10.418,9.449,9.316,10.082,9.164,8.750,10.309,10.248,10.407
2017-04-02 14:00:00,3635,(H) Chievo,(V) Crotone,1,2,0.815658,1.02274,9.682,9.316,9.782,9.303,8.750,8.961,10.373,10.407,10.825
2017-04-09 14:00:00,3645,(H) Crotone,(V) Inter,2,1,2.01501,1.90585,11.433,9.782,10.320,10.828,8.961,9.330,10.516,10.825,10.845
2017-04-15 14:00:00,3655,(H) Torino,(V) Crotone,1,1,0.471117,2.66452,10.730,10.320,10.548,10.403,9.330,9.175,10.341,10.845,11.392
2017-04-23 14:00:00,3664,(H) Sampdoria,(V) Crotone,1,2,1.47185,1.65401,10.568,10.548,10.928,10.207,9.175,9.512,10.423,11.392,11.570
2017-04-30 14:00:00,3676,(H) Crotone,(V) AC Milan,1,1,0.522385,2.17357,10.164,10.928,10.612,10.588,9.512,9.243,9.507,11.570,11.342
2017-05-07 14:00:00,3685,(H) Pescara,(V) Crotone,0,1,0.468848,0.723682,9.031,10.612,10.592,9.426,9.243,9.350,9.551,11.342,11.333
2017-05-14 14:00:00,3701,(H) Crotone,(V) Udinese,1,0,0.905799,1.30692,9.716,10.592,10.498,10.140,9.350,9.322,9.455,11.333,11.089
