id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
2349,True,183,Spartak Moscow,SPA,184,FC Ufa,UFA,2,2,3.11719,0.867226,2015-07-17 20:00:00,0.8939,0.0849,0.0212
2350,True,185,CSKA Moscow,CSK,186,Rubin Kazan,RUB,1,0,1.82454,0.122652,2015-07-18 19:30:00,0.8458,0.138,0.0162
2351,True,187,FC Rostov,ROS,188,FK Akhmat,AKH,1,1,0.826853,0.814127,2015-07-18 22:00:00,0.3095,0.3557,0.3348
2352,True,189,Zenit St. Petersburg,ZEN,190,Dinamo Moscow,DIN,2,1,2.40228,0.836301,2015-07-19 14:30:00,0.7796,0.1597,0.0607
2353,True,191,Mordovya,MOR,192,Lokomotiv Moscow,LOK,0,1,1.12248,1.18282,2015-07-19 19:00:00,0.3125,0.3135,0.374
2354,True,193,Anzhi Makhachkala,ANZ,194,Krylya Sovetov Samara,KSS,0,1,2.06919,0.797897,2015-07-19 22:00:00,0.7056,0.1983,0.0961
2355,True,195,Amkar,AMK,196,FC Krasnodar,KRA,0,1,0.132366,0.839486,2015-07-20 18:00:00,0.0533,0.4092,0.5375
2356,True,197,Kuban Krasnodar,KUB,198,Ural,URA,0,2,0.43496,2.27953,2015-07-20 21:00:00,0.0322,0.1177,0.8501
2357,True,194,Krylya Sovetov Samara,KSS,185,CSKA Moscow,CSK,0,2,0.385422,2.08305,2015-07-24 20:00:00,0.0321,0.131,0.8369
2358,True,184,FC Ufa,UFA,187,FC Rostov,ROS,1,2,0.995154,1.0611,2015-07-25 17:00:00,0.3222,0.3139,0.3639
2359,True,190,Dinamo Moscow,DIN,191,Mordovya,MOR,2,2,1.93743,1.77153,2015-07-25 19:30:00,0.3934,0.288,0.3186
2360,True,188,FK Akhmat,AKH,197,Kuban Krasnodar,KUB,1,1,1.05145,0.130666,2015-07-25 22:00:00,0.6312,0.3281,0.0407
2361,True,198,Ural,URA,189,Zenit St. Petersburg,ZEN,1,4,1.25307,2.33464,2015-07-26 14:30:00,0.13,0.2121,0.6579
2362,True,186,Rubin Kazan,RUB,195,Amkar,AMK,0,2,0.942313,1.9802,2015-07-26 18:00:00,0.1077,0.2094,0.6829
2363,True,196,FC Krasnodar,KRA,183,Spartak Moscow,SPA,0,1,0.544814,1.11679,2015-07-26 21:00:00,0.165,0.3137,0.5213
2364,True,193,Anzhi Makhachkala,ANZ,192,Lokomotiv Moscow,LOK,1,3,0.854646,1.10953,2015-07-27 21:00:00,0.2546,0.3591,0.3863
2365,True,197,Kuban Krasnodar,KUB,184,FC Ufa,UFA,1,1,0.660127,0.749518,2015-07-31 21:00:00,0.2633,0.3928,0.3439
2366,True,195,Amkar,AMK,194,Krylya Sovetov Samara,KSS,1,0,0.889031,0.387141,2015-08-01 15:00:00,0.5022,0.3627,0.1351
2367,True,189,Zenit St. Petersburg,ZEN,188,FK Akhmat,AKH,3,0,3.28239,0.477496,2015-08-01 18:00:00,0.9507,0.0405,0.0088
2368,True,185,CSKA Moscow,CSK,193,Anzhi Makhachkala,ANZ,1,0,1.88274,1.00708,2015-08-01 20:30:00,0.6038,0.2295,0.1667
2369,True,192,Lokomotiv Moscow,LOK,190,Dinamo Moscow,DIN,1,1,1.14234,0.802003,2015-08-02 14:30:00,0.4506,0.3192,0.2302
2370,True,191,Mordovya,MOR,198,Ural,URA,1,1,0.389458,1.56182,2015-08-02 18:00:00,0.0753,0.2151,0.7096
2371,True,187,FC Rostov,ROS,196,FC Krasnodar,KRA,0,0,1.05419,1.07707,2015-08-02 21:00:00,0.3378,0.3133,0.3489
2372,True,183,Spartak Moscow,SPA,186,Rubin Kazan,RUB,1,0,2.82556,0.955019,2015-08-03 20:00:00,0.8077,0.1256,0.0667
2373,True,188,FK Akhmat,AKH,191,Mordovya,MOR,0,0,1.09587,0.416573,2015-08-07 20:00:00,0.5348,0.3277,0.1375
2374,True,198,Ural,URA,192,Lokomotiv Moscow,LOK,1,3,0.718559,2.56424,2015-08-08 18:00:00,0.0487,0.1357,0.8156
2375,True,193,Anzhi Makhachkala,ANZ,190,Dinamo Moscow,DIN,2,3,1.70111,1.30867,2015-08-08 21:00:00,0.4545,0.3134,0.2321
2376,True,185,CSKA Moscow,CSK,195,Amkar,AMK,2,0,1.64321,0.240928,2015-08-09 14:30:00,0.8092,0.1583,0.0325
2377,True,184,FC Ufa,UFA,189,Zenit St. Petersburg,ZEN,0,1,0.353812,2.85495,2015-08-09 17:00:00,0.0152,0.065,0.9198
2378,True,194,Krylya Sovetov Samara,KSS,183,Spartak Moscow,SPA,0,2,0.685259,0.964013,2015-08-09 20:00:00,0.234,0.3513,0.4147
2379,True,186,Rubin Kazan,RUB,187,FC Rostov,ROS,0,3,0.374575,3.97379,2015-08-10 19:00:00,0.0022,0.0101,0.9877
2380,True,196,FC Krasnodar,KRA,197,Kuban Krasnodar,KUB,1,1,0.838512,0.524728,2015-08-10 21:15:00,0.4391,0.3668,0.1941
2381,True,195,Amkar,AMK,193,Anzhi Makhachkala,ANZ,1,1,0.412044,1.5378,2015-08-14 18:00:00,0.0721,0.2247,0.7032
2382,True,183,Spartak Moscow,SPA,185,CSKA Moscow,CSK,1,2,2.36242,1.92167,2015-08-14 22:30:00,0.4781,0.2451,0.2768
2383,True,189,Zenit St. Petersburg,ZEN,196,FC Krasnodar,KRA,0,2,0.56666,0.719358,2015-08-15 17:30:00,0.2392,0.3973,0.3635
2384,True,197,Kuban Krasnodar,KUB,186,Rubin Kazan,RUB,0,1,1.09512,2.53373,2015-08-15 22:30:00,0.1041,0.1689,0.727
2385,True,192,Lokomotiv Moscow,LOK,188,FK Akhmat,AKH,0,0,0.579886,0.607677,2015-08-16 14:30:00,0.2736,0.4176,0.3088
2386,True,190,Dinamo Moscow,DIN,198,Ural,URA,1,0,0.662058,1.03033,2015-08-16 18:00:00,0.2276,0.3361,0.4363
2387,True,187,FC Rostov,ROS,194,Krylya Sovetov Samara,KSS,1,1,1.29575,1.48296,2015-08-16 21:00:00,0.2891,0.3099,0.401
2388,True,191,Mordovya,MOR,184,FC Ufa,UFA,0,1,1.38137,0.677223,2015-08-17 20:00:00,0.5758,0.2906,0.1336
2389,True,188,FK Akhmat,AKH,190,Dinamo Moscow,DIN,1,1,0.485241,1.14736,2015-08-21 21:00:00,0.0835,0.2777,0.6388
2390,True,195,Amkar,AMK,183,Spartak Moscow,SPA,1,3,0.564029,1.81343,2015-08-22 16:00:00,0.0716,0.1957,0.7327
2391,True,185,CSKA Moscow,CSK,187,FC Rostov,ROS,2,1,1.49005,0.662159,2015-08-22 19:00:00,0.601,0.2649,0.1341
2392,True,193,Anzhi Makhachkala,ANZ,198,Ural,URA,1,1,1.9344,0.778051,2015-08-22 21:30:00,0.6908,0.2088,0.1004
2393,True,184,FC Ufa,UFA,192,Lokomotiv Moscow,LOK,0,3,0.181509,1.63277,2015-08-23 14:30:00,0.0251,0.1562,0.8187
2394,True,196,FC Krasnodar,KRA,191,Mordovya,MOR,0,0,1.55153,0.337717,2015-08-23 21:00:00,0.6948,0.2368,0.0684
2395,True,186,Rubin Kazan,RUB,189,Zenit St. Petersburg,ZEN,1,3,0.773428,1.60971,2015-08-24 20:00:00,0.1584,0.2556,0.586
2396,True,194,Krylya Sovetov Samara,KSS,197,Kuban Krasnodar,KUB,3,0,2.15899,0.528926,2015-08-24 20:00:00,0.8483,0.1243,0.0274
2397,True,198,Ural,URA,188,FK Akhmat,AKH,3,3,1.92437,1.60035,2015-08-28 18:00:00,0.4543,0.2463,0.2994
2398,True,187,FC Rostov,ROS,195,Amkar,AMK,1,0,1.92461,0.110455,2015-08-28 21:00:00,0.872,0.1169,0.0111
2399,True,190,Dinamo Moscow,DIN,184,FC Ufa,UFA,2,0,1.9579,0.477545,2015-08-29 15:00:00,0.7897,0.1607,0.0496
2400,True,189,Zenit St. Petersburg,ZEN,194,Krylya Sovetov Samara,KSS,1,3,1.83406,1.15201,2015-08-29 18:00:00,0.5531,0.2678,0.1791
2401,True,183,Spartak Moscow,SPA,193,Anzhi Makhachkala,ANZ,1,2,2.51455,0.939741,2015-08-29 20:30:00,0.7724,0.1514,0.0762
2402,True,192,Lokomotiv Moscow,LOK,196,FC Krasnodar,KRA,2,1,1.2514,0.445379,2015-08-30 14:30:00,0.6264,0.2724,0.1012
2403,True,191,Mordovya,MOR,186,Rubin Kazan,RUB,2,1,3.16189,0.529749,2015-08-30 18:00:00,0.9229,0.0608,0.0163
2404,True,197,Kuban Krasnodar,KUB,185,CSKA Moscow,CSK,0,1,1.2331,1.61607,2015-08-30 21:00:00,0.2111,0.3195,0.4694
2405,True,185,CSKA Moscow,CSK,189,Zenit St. Petersburg,ZEN,2,2,1.66696,1.24357,2015-09-12 15:00:00,0.469,0.322,0.209
2406,True,195,Amkar,AMK,197,Kuban Krasnodar,KUB,1,1,0.693941,1.04268,2015-09-12 17:30:00,0.2043,0.3316,0.4641
2407,True,186,Rubin Kazan,RUB,192,Lokomotiv Moscow,LOK,3,1,2.35226,0.283042,2015-09-12 20:00:00,0.882,0.0977,0.0203
2408,True,183,Spartak Moscow,SPA,187,FC Rostov,ROS,1,0,0.584594,0.582656,2015-09-13 14:30:00,0.2862,0.4248,0.289
