Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2017-04-08 19:45:00,4028,137,Malaga,148,Barcelona,2,0,,,1.26059,1.18346
2017-04-15 12:00:00,4040,137,Malaga,139,Deportivo La Coruna,0,2,,,0.284772,0.97862
2017-04-22 12:00:00,4050,137,Malaga,146,Valencia,2,0,,,1.05969,1.36814
2017-04-25 19:30:00,4056,137,Malaga,155,Granada,2,0,,,1.24601,0.0912526
2017-05-01 20:00:00,4066,137,Malaga,138,Sevilla,4,2,,,1.44919,1.55824
2017-05-07 19:45:00,4084,137,Malaga,152,Celta Vigo,3,0,,,2.20858,0.582102
2017-05-14 19:00:00,4094,137,Malaga,140,Real Sociedad,2,2,,,1.08273,1.85706
2017-05-21 19:00:00,4099,137,Malaga,150,Real Madrid,0,2,,,1.16006,2.55304
2017-08-21 21:00:00,7888,137,Malaga,156,Eibar,0,1,,,0.913442,1.4766
2017-08-26 19:15:00,7895,137,Malaga,223,Girona,0,1,,,0.325871,1.66954
2017-09-11 20:00:00,7907,137,Malaga,144,Las Palmas,1,3,,,0.904978,1.89906
2017-09-16 19:45:00,7918,137,Malaga,143,Atletico Madrid,0,1,,,0.438352,1.54645
2017-09-19 19:00:00,7928,137,Malaga,146,Valencia,0,5,,,0.817228,3.40858
2017-09-23 17:30:00,7938,137,Malaga,147,Athletic Club,3,3,,,2.36068,1.93264
2017-09-30 15:15:00,7947,137,Malaga,138,Sevilla,0,2,,,0.429422,2.50129
2017-10-15 17:30:00,7958,137,Malaga,159,Leganes,0,2,,,1.13838,1.93807
2017-10-21 19:45:00,7966,137,Malaga,148,Barcelona,0,2,,,0.629202,2.19062
2017-10-29 19:45:00,7976,137,Malaga,152,Celta Vigo,2,1,,,2.03731,1.07069
2017-11-05 17:30:00,7985,137,Malaga,154,Villarreal,0,2,,,0.594488,1.19462
2017-11-19 11:00:00,7995,137,Malaga,139,Deportivo La Coruna,3,2,,,1.7392,1.29498
2017-11-25 15:15:00,8004,137,Malaga,150,Real Madrid,2,3,,,0.540736,3.0172
2017-12-01 20:00:00,8014,137,Malaga,151,Levante,0,0,,,0.863467,0.444647
2017-12-10 11:00:00,8023,137,Malaga,140,Real Sociedad,2,0,,,1.85567,1.71766
2017-12-18 20:00:00,8029,137,Malaga,153,Real Betis,0,2,,,1.07205,1.97464
