id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
8945,True,198,Ural,URA,193,Anzhi Makhachkala,ANZ,0,1,1.0408,0.0551835,2018-07-28 16:30:00,0.6758,0.3076,0.0166
8946,True,183,Spartak Moscow,SPA,199,FC Orenburg,ORE,1,0,0.78611,0.195363,2018-07-28 19:00:00,0.4856,0.4276,0.0868
8947,True,187,FC Rostov,ROS,188,FK Akhmat,AKH,1,0,0.978791,0.0282554,2018-07-28 21:30:00,0.6428,0.3485,0.0087
8948,True,226,FC Yenisey Krasnoyarsk,YEN,189,Zenit St. Petersburg,ZEN,0,2,0.2504,1.21626,2018-07-29 14:00:00,0.0645,0.2717,0.6638
8949,True,200,Arsenal Tula,ARS,190,Dinamo Moscow,DIN,0,0,0.530811,0.419816,2018-07-29 16:30:00,0.3076,0.4729,0.2195
8950,True,186,Rubin Kazan,RUB,196,FC Krasnodar,KRA,2,1,1.59642,0.775284,2018-07-29 19:00:00,0.6055,0.2484,0.1461
8951,True,184,FC Ufa,UFA,192,Lokomotiv Moscow,LOK,0,0,1.95799,1.04565,2018-07-30 18:00:00,0.617,0.2377,0.1453
8952,True,194,Krylya Sovetov Samara,KSS,185,CSKA Moscow,CSK,0,0,0.358334,1.39546,2018-07-31 19:00:00,0.0861,0.2512,0.6627
8953,True,190,Dinamo Moscow,DIN,186,Rubin Kazan,RUB,1,1,0.728525,0.460211,2018-08-03 19:30:00,0.3818,0.4212,0.197
8954,True,198,Ural,URA,196,FC Krasnodar,KRA,1,2,1.25048,0.974015,2018-08-04 14:00:00,0.4275,0.3113,0.2612
8955,True,189,Zenit St. Petersburg,ZEN,200,Arsenal Tula,ARS,1,0,1.57608,0.136088,2018-08-04 16:30:00,0.8378,0.1463,0.0159
8956,True,192,Lokomotiv Moscow,LOK,183,Spartak Moscow,SPA,0,0,0.533667,1.47596,2018-08-04 19:00:00,0.1123,0.2616,0.6261
8957,True,194,Krylya Sovetov Samara,KSS,199,FC Orenburg,ORE,0,3,1.41184,1.36694,2018-08-05 16:30:00,0.3405,0.3503,0.3092
8958,True,185,CSKA Moscow,CSK,187,FC Rostov,ROS,0,1,0.825341,0.461691,2018-08-05 19:00:00,0.4311,0.3959,0.173
8959,True,188,FK Akhmat,AKH,226,FC Yenisey Krasnoyarsk,YEN,1,0,1.87773,0.761499,2018-08-05 21:30:00,0.6876,0.2148,0.0976
8960,True,184,FC Ufa,UFA,193,Anzhi Makhachkala,ANZ,3,0,1.10699,0.0666186,2018-08-06 17:30:00,0.6973,0.2848,0.0179
8961,True,198,Ural,URA,190,Dinamo Moscow,DIN,1,1,0.985309,1.15631,2018-08-10 17:30:00,0.2893,0.3118,0.3989
8962,True,226,FC Yenisey Krasnoyarsk,YEN,185,CSKA Moscow,CSK,1,1,0.843862,1.06383,2018-08-11 16:30:00,0.2314,0.3586,0.41
8963,True,183,Spartak Moscow,SPA,193,Anzhi Makhachkala,ANZ,1,0,1.77821,0.0220797,2018-08-11 19:00:00,0.8616,0.1357,0.0027
8964,True,187,FC Rostov,ROS,194,Krylya Sovetov Samara,KSS,0,1,0.355563,0.340346,2018-08-11 21:30:00,0.2219,0.5513,0.2268
8965,True,199,FC Orenburg,ORE,192,Lokomotiv Moscow,LOK,1,0,0.183598,0.681723,2018-08-12 14:00:00,0.0838,0.4727,0.4435
8966,True,200,Arsenal Tula,ARS,188,FK Akhmat,AKH,3,1,1.03474,0.739078,2018-08-12 16:30:00,0.4133,0.3418,0.2449
8968,True,184,FC Ufa,UFA,196,FC Krasnodar,KRA,0,1,0.703006,0.69905,2018-08-13 17:30:00,0.3138,0.3743,0.3119
8967,True,186,Rubin Kazan,RUB,189,Zenit St. Petersburg,ZEN,0,1,0.479135,1.12799,2018-08-13 20:00:00,0.1238,0.297,0.5792
8969,True,193,Anzhi Makhachkala,ANZ,199,FC Orenburg,ORE,1,3,0.886545,1.22131,2018-08-17 19:30:00,0.1778,0.425,0.3972
8970,True,185,CSKA Moscow,CSK,200,Arsenal Tula,ARS,3,0,1.98044,0.226771,2018-08-18 16:30:00,0.8386,0.1356,0.0258
8971,True,196,FC Krasnodar,KRA,183,Spartak Moscow,SPA,0,1,1.0754,0.339471,2018-08-18 19:00:00,0.5582,0.3304,0.1114
8972,True,188,FK Akhmat,AKH,186,Rubin Kazan,RUB,1,1,1.1334,0.45152,2018-08-18 21:30:00,0.5504,0.3145,0.1351
8973,True,194,Krylya Sovetov Samara,KSS,192,Lokomotiv Moscow,LOK,0,1,0.478626,1.23643,2018-08-19 16:30:00,0.0763,0.2655,0.6582
8974,True,189,Zenit St. Petersburg,ZEN,198,Ural,URA,4,1,2.77597,1.03114,2018-08-19 19:00:00,0.7946,0.1415,0.0639
8975,True,187,FC Rostov,ROS,226,FC Yenisey Krasnoyarsk,YEN,4,0,2.07961,0.600401,2018-08-19 21:30:00,0.8139,0.1405,0.0456
8976,True,190,Dinamo Moscow,DIN,184,FC Ufa,UFA,3,0,0.958973,0.145577,2018-08-20 19:30:00,0.5795,0.3641,0.0564
8977,True,200,Arsenal Tula,ARS,187,FC Rostov,ROS,0,1,0.304714,1.42864,2018-08-24 19:30:00,0.0453,0.1944,0.7603
8978,True,198,Ural,URA,188,FK Akhmat,AKH,2,1,0.822457,0.73399,2018-08-25 14:00:00,0.3374,0.3723,0.2903
8979,True,186,Rubin Kazan,RUB,185,CSKA Moscow,CSK,1,1,1.28939,0.749459,2018-08-25 16:30:00,0.5144,0.2979,0.1877
8980,True,183,Spartak Moscow,SPA,190,Dinamo Moscow,DIN,2,1,2.22604,0.36489,2018-08-25 19:00:00,0.8628,0.1096,0.0276
8981,True,199,FC Orenburg,ORE,196,FC Krasnodar,KRA,1,1,2.27389,2.10526,2018-08-26 14:00:00,0.4143,0.2725,0.3132
8982,True,184,FC Ufa,UFA,189,Zenit St. Petersburg,ZEN,0,2,0.500344,2.05277,2018-08-26 16:30:00,0.045,0.1505,0.8045
8983,True,192,Lokomotiv Moscow,LOK,193,Anzhi Makhachkala,ANZ,2,1,0.71144,0.86284,2018-08-26 19:00:00,0.2207,0.3947,0.3846
8984,True,226,FC Yenisey Krasnoyarsk,YEN,194,Krylya Sovetov Samara,KSS,1,0,2.67243,0.389572,2018-08-27 17:30:00,0.9455,0.0463,0.0082
8985,True,187,FC Rostov,ROS,186,Rubin Kazan,RUB,1,1,1.61902,0.230705,2018-08-31 19:30:00,0.8484,0.1316,0.02
8986,True,194,Krylya Sovetov Samara,KSS,193,Anzhi Makhachkala,ANZ,1,0,0.979388,0.482191,2018-09-01 11:00:00,0.478,0.35,0.172
8987,True,185,CSKA Moscow,CSK,198,Ural,URA,4,0,2.814,1.40163,2018-09-01 13:30:00,0.7031,0.1771,0.1198
8988,True,196,FC Krasnodar,KRA,192,Lokomotiv Moscow,LOK,2,1,1.30048,1.57872,2018-09-01 16:00:00,0.2696,0.2783,0.4521
8989,True,226,FC Yenisey Krasnoyarsk,YEN,200,Arsenal Tula,ARS,0,0,0.219556,0.354815,2018-09-02 11:00:00,0.1387,0.6057,0.2556
8990,True,190,Dinamo Moscow,DIN,199,FC Orenburg,ORE,2,0,1.12944,0.173048,2018-09-02 13:30:00,0.6341,0.312,0.0539
8991,True,189,Zenit St. Petersburg,ZEN,183,Spartak Moscow,SPA,0,0,0.845865,0.512206,2018-09-02 16:00:00,0.42,0.3775,0.2025
8992,True,188,FK Akhmat,AKH,184,FC Ufa,UFA,2,1,1.11595,0.271311,2018-09-02 18:30:00,0.6159,0.3076,0.0765
9000,True,192,Lokomotiv Moscow,LOK,190,Dinamo Moscow,DIN,1,1,1.84517,1.56513,2018-09-14 16:30:00,0.4478,0.2604,0.2918
8996,True,186,Rubin Kazan,RUB,226,FC Yenisey Krasnoyarsk,YEN,1,0,1.16286,0.406202,2018-09-15 11:00:00,0.5979,0.2953,0.1068
8997,True,184,FC Ufa,UFA,185,CSKA Moscow,CSK,0,3,0.46627,1.34593,2018-09-15 13:30:00,0.1132,0.2665,0.6203
8994,True,200,Arsenal Tula,ARS,194,Krylya Sovetov Samara,KSS,4,0,2.42762,0.429981,2018-09-15 16:00:00,0.9165,0.07,0.0135
8999,True,199,FC Orenburg,ORE,189,Zenit St. Petersburg,ZEN,1,2,0.511651,1.07246,2018-09-16 11:00:00,0.1628,0.3264,0.5108
8993,True,193,Anzhi Makhachkala,ANZ,196,FC Krasnodar,KRA,0,4,0.50198,1.82009,2018-09-16 13:30:00,0.0873,0.2019,0.7108
8998,True,183,Spartak Moscow,SPA,188,FK Akhmat,AKH,1,2,0.750654,1.60606,2018-09-16 16:00:00,0.1167,0.2324,0.6509
8995,True,198,Ural,URA,187,FC Rostov,ROS,1,1,0.340441,0.510062,2018-09-17 14:30:00,0.1898,0.5,0.3102
9004,True,226,FC Yenisey Krasnoyarsk,YEN,198,Ural,URA,1,2,1.34967,0.382784,2018-09-22 08:30:00,0.6632,0.2606,0.0762
9008,True,190,Dinamo Moscow,DIN,193,Anzhi Makhachkala,ANZ,0,1,2.57615,0.23284,2018-09-22 11:00:00,0.9351,0.0546,0.0103
9003,True,200,Arsenal Tula,ARS,186,Rubin Kazan,RUB,2,2,2.18691,1.54017,2018-09-22 13:30:00,0.5401,0.2382,0.2217
9002,True,187,FC Rostov,ROS,184,FC Ufa,UFA,0,0,0.422243,0.232151,2018-09-22 16:00:00,0.2803,0.5737,0.146
9005,True,188,FK Akhmat,AKH,199,FC Orenburg,ORE,1,1,0.401264,0.376319,2018-09-22 16:00:00,0.2418,0.5279,0.2303
9007,True,189,Zenit St. Petersburg,ZEN,192,Lokomotiv Moscow,LOK,5,3,2.79425,0.580973,2018-09-23 13:30:00,0.8897,0.0831,0.0272
9006,True,185,CSKA Moscow,CSK,183,Spartak Moscow,SPA,1,1,0.823241,0.797273,2018-09-23 16:00:00,0.3149,0.3587,0.3264
9001,True,194,Krylya Sovetov Samara,KSS,196,FC Krasnodar,KRA,0,3,0.408,0.675708,2018-09-24 15:30:00,0.1888,0.4341,0.3771
9012,True,199,FC Orenburg,ORE,185,CSKA Moscow,CSK,0,1,0.727684,1.91319,2018-09-28 14:30:00,0.0872,0.2026,0.7102
9013,True,198,Ural,URA,200,Arsenal Tula,ARS,2,1,2.07423,1.59227,2018-09-29 08:30:00,0.4926,0.2455,0.2619
9014,True,184,FC Ufa,UFA,226,FC Yenisey Krasnoyarsk,YEN,2,1,1.45755,0.210637,2018-09-29 13:30:00,0.746,0.2127,0.0413
9011,True,192,Lokomotiv Moscow,LOK,188,FK Akhmat,AKH,2,0,1.64623,0.244911,2018-09-29 16:00:00,0.7751,0.1852,0.0397
9010,True,193,Anzhi Makhachkala,ANZ,189,Zenit St. Petersburg,ZEN,2,1,0.935851,1.11558,2018-09-30 11:00:00,0.2773,0.3568,0.3659
9009,True,196,FC Krasnodar,KRA,190,Dinamo Moscow,DIN,3,0,0.950003,0.379643,2018-09-30 13:30:00,0.5186,0.3536,0.1278
9015,True,183,Spartak Moscow,SPA,187,FC Rostov,ROS,0,1,0.557661,1.20486,2018-09-30 16:00:00,0.0816,0.3161,0.6023
