id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
13997,True,257,Khimki,KHI,185,CSKA Moscow,CSK,0,2,0.598929,1.96692,2020-08-08 13:00:00,0.0766,0.1761,0.7473
13998,True,237,FC Tambov,TAM,187,FC Rostov,ROS,0,1,0.299492,0.773392,2020-08-08 15:30:00,0.118,0.397,0.485
13999,True,184,FC Ufa,UFA,196,FC Krasnodar,KRA,0,3,0.322065,2.14749,2020-08-09 14:00:00,0.0194,0.0998,0.8808
14000,True,200,Arsenal Tula,ARS,188,FK Akhmat,AKH,0,0,0.810915,0.445878,2020-08-09 16:00:00,0.4474,0.3894,0.1632
14001,True,183,Spartak Moscow,SPA,236,PFC Sochi,SOC,2,2,1.46113,2.12941,2020-08-09 17:00:00,0.2078,0.2374,0.5548
14002,True,198,Ural,URA,190,Dinamo Moscow,DIN,0,2,0.961505,1.86852,2020-08-10 14:00:00,0.1497,0.2341,0.6162
14003,True,258,FC Rotor Volgograd,ROT,189,Zenit St. Petersburg,ZEN,0,2,0.291351,1.98716,2020-08-11 15:00:00,0.0237,0.1141,0.8622
14004,True,186,Rubin Kazan,RUB,192,Lokomotiv Moscow,LOK,0,2,1.53148,1.17224,2020-08-11 17:00:00,0.4562,0.3074,0.2364
14005,True,200,Arsenal Tula,ARS,184,FC Ufa,UFA,2,3,0.697373,1.38681,2020-08-14 15:00:00,0.1401,0.2755,0.5844
14006,True,236,PFC Sochi,SOC,257,Khimki,KHI,1,1,1.08232,1.23537,2020-08-14 16:00:00,0.297,0.2975,0.4055
14007,True,183,Spartak Moscow,SPA,188,FK Akhmat,AKH,2,0,2.59424,0.350143,2020-08-14 17:00:00,0.9269,0.0588,0.0143
14008,True,186,Rubin Kazan,RUB,198,Ural,URA,1,1,2.13983,1.41725,2020-08-15 12:30:00,0.5581,0.2499,0.192
14009,True,190,Dinamo Moscow,DIN,258,FC Rotor Volgograd,ROT,0,0,1.48952,0.131569,2020-08-15 12:30:00,0.7929,0.1864,0.0207
14010,True,185,CSKA Moscow,CSK,237,FC Tambov,TAM,2,1,1.15259,0.906852,2020-08-15 15:00:00,0.422,0.3144,0.2636
14011,True,192,Lokomotiv Moscow,LOK,196,FC Krasnodar,KRA,1,0,1.53065,1.45114,2020-08-15 16:00:00,0.3786,0.2628,0.3586
14012,True,187,FC Rostov,ROS,189,Zenit St. Petersburg,ZEN,0,2,0.604044,1.68169,2020-08-15 17:00:00,0.0734,0.2091,0.7175
