id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
14116,True,110,Fiorentina,FIO,113,Torino,TOR,1,0,2.35462,0.617878,2020-09-19 16:00:00,0.8292,0.1321,0.0387
14117,True,94,Verona,VER,95,Roma,ROM,0,0,0.910773,1.77959,2020-09-19 18:45:00,0.1573,0.2477,0.595
14118,True,230,Parma Calcio 1913,PAR,105,Napoli,NAP,0,2,0.160985,1.54079,2020-09-20 10:30:00,0.013,0.1221,0.8649
14119,True,101,Genoa,GEN,115,Crotone,CRO,4,1,2.23283,1.32278,2020-09-20 13:00:00,0.6079,0.2131,0.179
14120,True,104,Sassuolo,SAS,116,Cagliari,CAG,1,1,2.0285,0.95973,2020-09-20 16:00:00,0.6318,0.2302,0.138
14121,True,98,Juventus,JUV,102,Sampdoria,SAM,3,0,2.14288,0.606523,2020-09-20 18:45:00,0.8007,0.1501,0.0492
14122,True,111,AC Milan,MIL,97,Bologna,BOL,2,0,2.94224,0.825483,2020-09-21 18:45:00,0.8582,0.1002,0.0416
14123,True,113,Torino,TOR,107,Atalanta,ATA,2,4,0.773914,2.47087,2020-09-26 13:00:00,0.0674,0.152,0.7806
14124,True,116,Cagliari,CAG,96,Lazio,LAZ,0,2,0.91566,1.99417,2020-09-26 16:00:00,0.1028,0.223,0.6742
14125,True,102,Sampdoria,SAM,222,Benevento,BEN,2,3,1.36058,1.27481,2020-09-26 16:00:00,0.3697,0.3209,0.3094
14126,True,106,Inter,INT,110,Fiorentina,FIO,4,3,1.69563,2.25332,2020-09-26 18:45:00,0.2558,0.2232,0.521
14127,True,260,Spezia,SPE,104,Sassuolo,SAS,1,4,1.29116,2.6497,2020-09-27 10:30:00,0.1167,0.1836,0.6997
14129,True,94,Verona,VER,99,Udinese,UDI,1,0,1.35384,2.14756,2020-09-27 13:00:00,0.197,0.2283,0.5747
14128,True,105,Napoli,NAP,101,Genoa,GEN,6,0,2.34102,0.265594,2020-09-27 16:00:00,0.8783,0.103,0.0187
14130,True,115,Crotone,CRO,111,AC Milan,MIL,0,2,0.107055,2.43073,2020-09-27 16:00:00,0.0028,0.0404,0.9568
14131,True,95,Roma,ROM,98,Juventus,JUV,2,2,2.81817,1.90728,2020-09-27 18:45:00,0.6087,0.2204,0.1709
14132,True,97,Bologna,BOL,230,Parma Calcio 1913,PAR,4,1,2.04715,1.2448,2020-09-28 18:45:00,0.5758,0.231,0.1932
14133,True,222,Benevento,BEN,106,Inter,INT,2,5,1.2507,4.53244,2020-09-30 16:00:00,0.0095,0.0348,0.9557
14134,True,99,Udinese,UDI,260,Spezia,SPE,0,2,1.86648,0.812849,2020-09-30 16:00:00,0.6609,0.2297,0.1094
14135,True,96,Lazio,LAZ,107,Atalanta,ATA,1,4,1.80375,1.89667,2020-09-30 18:45:00,0.354,0.2486,0.3974
15446,True,110,Fiorentina,FIO,102,Sampdoria,SAM,1,2,2.02799,2.18148,2020-10-02 18:45:00,0.3459,0.239,0.4151
