id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
6465,True,198,Ural,URA,187,FC Rostov,ROS,1,1,0.996804,0.490273,2017-07-15 13:00:00,0.5316,0.3468,0.1216
6466,True,217,Tosno,TOS,184,FC Ufa,UFA,0,1,0.893547,0.722418,2017-07-15 15:30:00,0.3618,0.3702,0.268
6467,True,193,Anzhi Makhachkala,ANZ,185,CSKA Moscow,CSK,1,3,0.977467,1.90184,2017-07-15 18:00:00,0.1403,0.2299,0.6298
6468,True,218,SKA-Khabarovsk,SKA,189,Zenit St. Petersburg,ZEN,0,2,0.687438,1.38915,2017-07-16 09:00:00,0.1446,0.2767,0.5787
6469,True,186,Rubin Kazan,RUB,196,FC Krasnodar,KRA,1,2,0.617985,1.32449,2017-07-16 15:30:00,0.1551,0.2786,0.5663
6470,True,188,FK Akhmat,AKH,195,Amkar,AMK,1,0,1.44262,0.15904,2017-07-16 19:30:00,0.8912,0.1024,0.0064
6472,True,192,Lokomotiv Moscow,LOK,200,Arsenal Tula,ARS,1,0,0.795425,1.43059,2017-07-18 17:30:00,0.1864,0.2761,0.5375
6708,True,190,Dinamo Moscow,DIN,183,Spartak Moscow,SPA,2,2,1.90496,1.58082,2017-07-18 17:30:00,0.449,0.2721,0.2789
6473,True,193,Anzhi Makhachkala,ANZ,195,Amkar,AMK,1,0,1.42786,0.421445,2017-07-21 17:30:00,0.6618,0.2485,0.0897
6474,True,185,CSKA Moscow,CSK,192,Lokomotiv Moscow,LOK,1,3,1.13727,1.81275,2017-07-21 17:30:00,0.1765,0.2459,0.5776
6475,True,189,Zenit St. Petersburg,ZEN,186,Rubin Kazan,RUB,2,1,1.21907,0.582228,2017-07-22 15:30:00,0.5752,0.2918,0.133
6476,True,196,FC Krasnodar,KRA,217,Tosno,TOS,2,0,1.34268,0.365131,2017-07-22 18:00:00,0.6332,0.2691,0.0977
6477,True,184,FC Ufa,UFA,183,Spartak Moscow,SPA,0,0,0.674356,1.45904,2017-07-23 13:00:00,0.1559,0.2748,0.5693
6478,True,190,Dinamo Moscow,DIN,198,Ural,URA,0,1,0.568819,0.758768,2017-07-23 15:30:00,0.2328,0.3876,0.3796
6479,True,187,FC Rostov,ROS,188,FK Akhmat,AKH,0,1,0.62607,0.341481,2017-07-23 18:00:00,0.3709,0.4651,0.164
6484,True,200,Arsenal Tula,ARS,218,SKA-Khabarovsk,SKA,1,0,1.33248,0.240787,2017-07-24 17:30:00,0.7147,0.2352,0.0501
6485,True,185,CSKA Moscow,CSK,218,SKA-Khabarovsk,SKA,2,0,3.01512,0.119905,2017-07-29 13:00:00,0.9692,0.0288,0.002
6486,True,198,Ural,URA,184,FC Ufa,UFA,1,1,1.22864,1.64066,2017-07-29 13:00:00,0.2492,0.2647,0.4861
6487,True,186,Rubin Kazan,RUB,200,Arsenal Tula,ARS,2,1,1.70019,0.816105,2017-07-29 15:30:00,0.6249,0.2596,0.1155
6488,True,188,FK Akhmat,AKH,190,Dinamo Moscow,DIN,2,0,1.37949,0.762292,2017-07-29 18:00:00,0.5557,0.2885,0.1558
6489,True,195,Amkar,AMK,187,FC Rostov,ROS,0,1,0.228147,1.03484,2017-07-30 13:00:00,0.074,0.3363,0.5897
6490,True,192,Lokomotiv Moscow,LOK,193,Anzhi Makhachkala,ANZ,1,0,2.14578,0.474898,2017-07-30 15:30:00,0.8154,0.1377,0.0469
6491,True,217,Tosno,TOS,189,Zenit St. Petersburg,ZEN,0,1,0.466301,1.29915,2017-07-30 18:00:00,0.1128,0.2774,0.6098
6492,True,183,Spartak Moscow,SPA,196,FC Krasnodar,KRA,2,0,2.34331,0.998596,2017-07-31 17:30:00,0.7123,0.1857,0.102
6493,True,193,Anzhi Makhachkala,ANZ,187,FC Rostov,ROS,0,1,0.651772,1.1303,2017-08-04 18:00:00,0.188,0.3139,0.4981
6494,True,184,FC Ufa,UFA,188,FK Akhmat,AKH,3,2,0.499663,0.916858,2017-08-05 13:00:00,0.1711,0.3659,0.463
6495,True,190,Dinamo Moscow,DIN,195,Amkar,AMK,3,0,0.627498,0.631298,2017-08-05 15:30:00,0.3001,0.4096,0.2903
6496,True,192,Lokomotiv Moscow,LOK,218,SKA-Khabarovsk,SKA,1,0,2.22768,0.195413,2017-08-05 18:00:00,0.8802,0.1026,0.0172
6497,True,200,Arsenal Tula,ARS,217,Tosno,TOS,1,2,1.2689,1.42324,2017-08-06 13:00:00,0.2978,0.3219,0.3803
6498,True,185,CSKA Moscow,CSK,186,Rubin Kazan,RUB,1,2,1.01213,1.30047,2017-08-06 15:30:00,0.2602,0.2971,0.4427
6499,True,189,Zenit St. Petersburg,ZEN,183,Spartak Moscow,SPA,5,1,1.88397,1.4037,2017-08-06 18:00:00,0.4902,0.2743,0.2355
6500,True,196,FC Krasnodar,KRA,198,Ural,URA,1,1,1.56365,0.675931,2017-08-06 18:00:00,0.6312,0.2513,0.1175
6501,True,218,SKA-Khabarovsk,SKA,193,Anzhi Makhachkala,ANZ,2,0,1.02721,1.33058,2017-08-08 09:00:00,0.2591,0.3264,0.4145
6502,True,195,Amkar,AMK,184,FC Ufa,UFA,0,0,1.64976,0.164788,2017-08-08 15:30:00,0.8497,0.1336,0.0167
6503,True,198,Ural,URA,189,Zenit St. Petersburg,ZEN,1,1,0.853844,1.71772,2017-08-09 15:30:00,0.165,0.2408,0.5942
6504,True,183,Spartak Moscow,SPA,200,Arsenal Tula,ARS,2,0,2.19247,0.230477,2017-08-09 17:30:00,0.8665,0.1117,0.0218
6505,True,187,FC Rostov,ROS,190,Dinamo Moscow,DIN,1,0,1.54773,0.464208,2017-08-09 18:00:00,0.7075,0.2158,0.0767
6506,True,186,Rubin Kazan,RUB,192,Lokomotiv Moscow,LOK,1,1,1.16512,0.669892,2017-08-09 18:00:00,0.5125,0.3406,0.1469
6507,True,217,Tosno,TOS,185,CSKA Moscow,CSK,1,2,0.426888,2.92209,2017-08-09 18:00:00,0.0143,0.0532,0.9325
6508,True,188,FK Akhmat,AKH,196,FC Krasnodar,KRA,2,3,0.857354,1.21736,2017-08-10 18:00:00,0.2465,0.2986,0.4549
6509,True,184,FC Ufa,UFA,187,FC Rostov,ROS,1,4,0.208331,1.83025,2017-08-12 13:00:00,0.015,0.1205,0.8645
6510,True,185,CSKA Moscow,CSK,183,Spartak Moscow,SPA,2,1,1.33478,0.53619,2017-08-12 15:30:00,0.6475,0.2531,0.0994
6511,True,193,Anzhi Makhachkala,ANZ,190,Dinamo Moscow,DIN,1,3,0.993959,1.57319,2017-08-12 18:00:00,0.175,0.296,0.529
6512,True,218,SKA-Khabarovsk,SKA,186,Rubin Kazan,RUB,1,1,0.265854,0.817477,2017-08-13 09:00:00,0.1107,0.3931,0.4962
6513,True,192,Lokomotiv Moscow,LOK,217,Tosno,TOS,0,2,0.627448,0.763116,2017-08-13 15:30:00,0.2462,0.3864,0.3674
6514,True,189,Zenit St. Petersburg,ZEN,188,FK Akhmat,AKH,4,0,2.78292,0.371865,2017-08-13 18:00:00,0.9312,0.0571,0.0117
6515,True,196,FC Krasnodar,KRA,195,Amkar,AMK,1,1,0.718666,1.40838,2017-08-13 18:00:00,0.1769,0.2723,0.5508
6516,True,200,Arsenal Tula,ARS,198,Ural,URA,2,2,1.71234,1.11956,2017-08-14 17:30:00,0.5276,0.266,0.2064
6517,True,217,Tosno,TOS,218,SKA-Khabarovsk,SKA,0,0,0.783145,0.135992,2017-08-18 17:30:00,0.5168,0.4286,0.0546
6518,True,198,Ural,URA,185,CSKA Moscow,CSK,0,0,0.278574,0.324718,2017-08-19 13:00:00,0.1857,0.5912,0.2231
6519,True,183,Spartak Moscow,SPA,192,Lokomotiv Moscow,LOK,3,4,1.26535,1.77424,2017-08-19 15:30:00,0.2317,0.2589,0.5094
