,,,,,,,,,,,,,,,,,,,,,,,,,41%,,,48%,48%,42%,45%,45%,42%,43%,34%,38%,33%,38%,32%,34%,30%,38%,30%,23%,31%,38%,35%,23%,19%,23%,27%,25%,37%,23%,20%,19%,26%,23%,24%,21%,23%,18%,18%,19%,11%,23%,20%,19%,,,13%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,42%,,,49%,48%,43%,45%,45%,43%,43%,35%,39%,33%,38%,33%,33%,30%,38%,30%,23%,32%,39%,35%,23%,19%,22%,27%,25%,37%,22%,19%,19%,26%,22%,24%,21%,23%,18%,18%,19%,11%,22%,20%,19%,,,13%,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,42%,,,49%,48%,42%,45%,45%,42%,43%,35%,38%,33%,38%,33%,33%,30%,38%,31%,23%,32%,39%,35%,24%,19%,23%,27%,25%,37%,23%,19%,18%,25%,22%,24%,21%,23%,18%,18%,18%,12%,22%,20%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,43%,,,49%,48%,43%,46%,45%,42%,43%,34%,39%,34%,38%,34%,34%,31%,38%,31%,23%,31%,40%,35%,24%,19%,23%,27%,25%,37%,23%,19%,19%,25%,22%,24%,21%,23%,18%,18%,18%,11%,23%,20%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,43%,46%,45%,42%,42%,35%,39%,34%,38%,33%,33%,31%,38%,30%,23%,31%,39%,36%,23%,19%,23%,27%,26%,37%,23%,19%,19%,26%,22%,23%,20%,23%,17%,17%,18%,11%,23%,20%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,49%,43%,47%,44%,42%,42%,35%,39%,34%,38%,33%,34%,31%,38%,31%,23%,31%,40%,36%,24%,19%,23%,27%,26%,37%,23%,20%,20%,26%,23%,24%,20%,23%,17%,17%,18%,11%,23%,20%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,49%,43%,46%,45%,42%,42%,34%,40%,34%,38%,34%,34%,31%,38%,31%,22%,31%,40%,37%,24%,19%,22%,27%,25%,37%,23%,20%,19%,25%,22%,25%,20%,22%,17%,17%,18%,11%,22%,19%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,42%,47%,45%,42%,42%,34%,39%,33%,39%,33%,34%,30%,38%,31%,23%,31%,39%,36%,24%,19%,22%,27%,25%,36%,24%,20%,19%,25%,22%,24%,20%,22%,17%,17%,19%,11%,22%,19%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,42%,47%,45%,42%,42%,35%,39%,34%,39%,34%,34%,31%,38%,31%,24%,32%,40%,36%,24%,18%,22%,27%,25%,37%,24%,21%,19%,25%,22%,24%,20%,23%,17%,17%,19%,11%,22%,20%,18%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,48%,42%,47%,45%,42%,42%,35%,39%,34%,39%,34%,34%,31%,38%,31%,24%,31%,40%,36%,23%,18%,22%,27%,25%,37%,24%,20%,19%,26%,22%,24%,20%,23%,17%,17%,19%,11%,22%,20%,19%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,42%,48%,45%,41%,43%,35%,38%,33%,39%,33%,33%,30%,38%,30%,24%,31%,41%,36%,23%,18%,22%,27%,25%,37%,25%,20%,19%,25%,22%,24%,20%,22%,17%,17%,19%,11%,22%,20%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,47%,42%,47%,45%,41%,43%,35%,39%,33%,39%,33%,33%,30%,37%,30%,24%,31%,40%,37%,23%,19%,22%,27%,25%,37%,24%,20%,19%,25%,22%,24%,19%,22%,17%,17%,19%,11%,22%,19%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,47%,42%,48%,45%,41%,43%,34%,39%,33%,39%,33%,33%,30%,37%,31%,24%,31%,40%,36%,24%,19%,21%,26%,25%,37%,25%,20%,19%,26%,21%,24%,19%,22%,16%,16%,19%,11%,21%,19%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,47%,43%,48%,45%,41%,43%,34%,39%,33%,38%,33%,33%,30%,37%,30%,24%,30%,40%,36%,24%,19%,21%,26%,25%,37%,26%,20%,18%,26%,21%,23%,19%,22%,16%,16%,18%,11%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,47%,43%,48%,45%,41%,43%,35%,39%,33%,39%,34%,33%,30%,37%,30%,24%,30%,40%,36%,24%,19%,21%,27%,25%,37%,25%,20%,18%,25%,21%,23%,19%,23%,16%,16%,18%,11%,22%,19%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,48%,43%,48%,45%,41%,43%,34%,39%,34%,38%,34%,34%,29%,36%,31%,24%,31%,41%,36%,24%,19%,21%,27%,24%,36%,25%,20%,18%,25%,21%,24%,19%,22%,16%,16%,18%,11%,22%,19%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,48%,43%,49%,44%,41%,43%,34%,40%,33%,38%,33%,34%,30%,37%,31%,24%,31%,40%,36%,24%,19%,21%,26%,24%,36%,25%,19%,18%,25%,21%,24%,19%,22%,16%,16%,18%,11%,22%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,48%,43%,48%,44%,41%,43%,34%,40%,33%,39%,33%,34%,30%,37%,32%,25%,31%,41%,37%,23%,19%,21%,26%,25%,37%,25%,19%,18%,25%,21%,23%,19%,22%,16%,16%,18%,11%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,47%,42%,48%,44%,40%,43%,34%,40%,34%,39%,34%,34%,29%,37%,32%,25%,32%,41%,37%,23%,18%,21%,27%,25%,36%,25%,19%,18%,25%,21%,23%,19%,22%,16%,16%,18%,12%,21%,18%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,47%,42%,48%,44%,40%,43%,34%,40%,34%,39%,33%,34%,30%,37%,32%,24%,32%,41%,37%,24%,18%,20%,27%,24%,36%,24%,19%,18%,25%,20%,23%,19%,22%,16%,16%,18%,12%,21%,18%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,47%,42%,48%,44%,41%,43%,34%,41%,34%,40%,34%,34%,30%,37%,32%,24%,32%,42%,37%,24%,18%,20%,26%,24%,36%,24%,19%,18%,25%,21%,23%,19%,22%,16%,16%,18%,12%,21%,18%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,42%,48%,44%,40%,44%,34%,40%,34%,40%,34%,34%,30%,38%,32%,24%,32%,42%,37%,23%,18%,21%,27%,24%,37%,24%,19%,18%,26%,21%,23%,19%,23%,15%,16%,18%,13%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,41%,48%,44%,41%,44%,35%,41%,34%,40%,33%,34%,30%,37%,31%,24%,32%,42%,37%,24%,18%,21%,27%,24%,37%,24%,19%,18%,25%,21%,23%,19%,23%,15%,16%,18%,13%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,48%,42%,48%,44%,40%,44%,34%,40%,34%,40%,34%,34%,30%,38%,32%,25%,32%,42%,36%,25%,18%,21%,26%,24%,36%,24%,19%,18%,25%,21%,23%,19%,23%,15%,16%,18%,13%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,47%,42%,48%,44%,40%,43%,35%,40%,34%,40%,34%,34%,30%,38%,32%,24%,33%,41%,36%,24%,18%,20%,26%,24%,37%,24%,18%,18%,25%,20%,23%,19%,23%,15%,16%,18%,13%,20%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,48%,42%,48%,44%,40%,43%,35%,40%,35%,41%,34%,35%,29%,38%,31%,24%,33%,41%,37%,24%,18%,20%,26%,25%,37%,24%,18%,18%,25%,21%,24%,19%,23%,15%,16%,18%,13%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,48%,42%,48%,45%,40%,44%,34%,40%,34%,41%,34%,35%,30%,38%,32%,25%,33%,41%,36%,24%,18%,20%,26%,25%,38%,23%,19%,18%,25%,21%,24%,19%,23%,15%,16%,18%,13%,21%,19%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,48%,41%,48%,45%,39%,43%,34%,40%,34%,41%,35%,35%,30%,39%,32%,25%,33%,41%,36%,25%,19%,20%,26%,25%,37%,23%,19%,17%,25%,21%,24%,19%,23%,15%,15%,17%,13%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,49%,41%,47%,44%,39%,43%,35%,40%,35%,41%,35%,35%,30%,38%,33%,25%,33%,40%,37%,24%,19%,20%,26%,26%,38%,23%,19%,17%,25%,21%,24%,19%,22%,15%,16%,17%,13%,21%,19%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,48%,41%,,45%,39%,43%,34%,39%,34%,41%,36%,35%,31%,38%,32%,25%,33%,40%,36%,24%,19%,20%,26%,26%,38%,23%,18%,18%,25%,20%,24%,18%,23%,15%,17%,17%,13%,22%,20%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,49%,41%,,45%,40%,43%,34%,40%,34%,41%,35%,35%,31%,38%,32%,25%,34%,40%,36%,24%,20%,20%,26%,27%,37%,23%,18%,18%,25%,20%,24%,18%,23%,15%,16%,18%,13%,22%,20%,22%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,41%,,45%,40%,43%,34%,40%,34%,41%,35%,35%,31%,38%,32%,25%,33%,40%,36%,24%,20%,19%,26%,27%,37%,23%,18%,18%,25%,20%,24%,18%,24%,15%,17%,18%,,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,49%,41%,,45%,40%,43%,34%,40%,34%,41%,36%,34%,31%,38%,32%,25%,34%,39%,36%,24%,20%,19%,26%,27%,38%,22%,18%,18%,25%,20%,24%,18%,24%,15%,17%,18%,,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,48%,42%,,45%,40%,43%,34%,40%,34%,40%,35%,34%,30%,37%,32%,25%,34%,39%,35%,24%,20%,19%,26%,27%,37%,22%,18%,18%,25%,20%,24%,18%,24%,15%,17%,18%,,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,49%,42%,,45%,40%,44%,34%,40%,34%,40%,35%,34%,31%,37%,32%,25%,34%,39%,35%,24%,20%,20%,26%,27%,37%,22%,18%,18%,25%,20%,23%,18%,24%,15%,17%,18%,,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,49%,42%,,45%,39%,44%,34%,40%,34%,40%,35%,34%,31%,37%,32%,25%,34%,39%,36%,25%,20%,20%,26%,27%,37%,22%,18%,18%,25%,20%,23%,18%,24%,15%,17%,18%,,21%,20%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,49%,43%,,45%,39%,44%,35%,40%,35%,40%,35%,34%,31%,37%,32%,24%,34%,38%,36%,24%,20%,20%,26%,27%,37%,22%,18%,18%,25%,20%,23%,18%,24%,15%,17%,18%,,21%,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,50%,43%,,45%,39%,44%,35%,40%,35%,41%,35%,35%,31%,36%,32%,25%,34%,38%,36%,24%,20%,20%,25%,27%,36%,22%,18%,18%,25%,20%,23%,18%,24%,15%,17%,19%,,21%,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,49%,43%,,45%,39%,43%,36%,40%,35%,41%,34%,34%,31%,36%,32%,25%,34%,38%,36%,25%,20%,20%,25%,28%,36%,22%,17%,18%,25%,20%,23%,18%,25%,14%,17%,19%,,21%,20%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,50%,43%,,45%,39%,44%,35%,41%,35%,41%,34%,35%,31%,36%,32%,25%,34%,38%,35%,25%,20%,20%,26%,28%,37%,22%,17%,18%,26%,20%,23%,18%,25%,14%,17%,19%,,21%,21%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,50%,43%,,45%,39%,44%,35%,40%,35%,40%,34%,35%,30%,36%,32%,24%,34%,38%,35%,25%,20%,20%,26%,27%,36%,21%,17%,18%,26%,20%,23%,18%,24%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,43%,,45%,39%,44%,36%,41%,35%,40%,34%,34%,30%,36%,33%,24%,34%,37%,36%,25%,20%,20%,26%,27%,36%,22%,17%,18%,25%,20%,22%,18%,24%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,45%,39%,44%,35%,41%,35%,41%,34%,34%,30%,36%,32%,25%,34%,37%,35%,26%,21%,20%,26%,27%,36%,22%,18%,18%,25%,19%,22%,18%,24%,14%,16%,19%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,44%,40%,44%,36%,40%,35%,40%,35%,34%,30%,36%,33%,25%,34%,37%,35%,26%,20%,20%,26%,27%,36%,22%,18%,18%,25%,19%,22%,18%,25%,14%,17%,19%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51%,44%,,44%,40%,44%,36%,41%,35%,40%,34%,34%,31%,36%,33%,24%,34%,38%,35%,26%,20%,20%,26%,27%,36%,22%,17%,18%,25%,19%,22%,17%,24%,14%,17%,19%,,22%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,43%,,44%,40%,44%,36%,40%,35%,40%,35%,34%,31%,36%,33%,24%,34%,38%,35%,25%,20%,20%,26%,27%,36%,22%,18%,18%,25%,19%,22%,18%,24%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51%,44%,,44%,40%,44%,36%,41%,35%,41%,34%,33%,30%,36%,33%,24%,34%,38%,35%,25%,21%,20%,26%,27%,36%,22%,18%,18%,25%,19%,22%,18%,25%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,44%,40%,44%,35%,41%,35%,41%,35%,33%,30%,37%,33%,24%,34%,38%,35%,25%,21%,20%,26%,27%,35%,22%,18%,18%,25%,19%,22%,18%,25%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,44%,40%,44%,36%,41%,35%,40%,35%,33%,31%,36%,34%,24%,34%,39%,35%,25%,21%,20%,26%,27%,35%,22%,18%,18%,24%,19%,22%,18%,24%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,44%,40%,44%,36%,41%,34%,40%,35%,33%,31%,37%,33%,24%,34%,38%,36%,25%,21%,20%,26%,28%,35%,21%,18%,18%,24%,19%,22%,18%,25%,14%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,44%,40%,44%,36%,42%,34%,40%,35%,33%,31%,37%,33%,24%,34%,38%,36%,25%,21%,20%,26%,28%,35%,21%,17%,17%,24%,19%,22%,18%,25%,13%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,44%,,44%,40%,44%,36%,42%,35%,40%,35%,33%,31%,37%,34%,23%,34%,38%,36%,25%,21%,21%,26%,27%,35%,22%,17%,18%,24%,19%,22%,18%,25%,13%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,44%,,44%,39%,43%,36%,42%,34%,40%,34%,33%,31%,37%,33%,23%,34%,38%,36%,24%,21%,21%,26%,27%,34%,22%,17%,18%,24%,19%,22%,18%,24%,13%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,45%,,44%,39%,43%,35%,42%,34%,40%,34%,33%,30%,36%,33%,23%,34%,38%,36%,24%,22%,20%,26%,27%,34%,22%,17%,18%,24%,19%,22%,18%,24%,13%,17%,18%,,21%,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,45%,,44%,39%,43%,35%,42%,34%,40%,34%,32%,31%,36%,34%,24%,35%,38%,36%,24%,21%,20%,26%,27%,34%,21%,17%,18%,24%,20%,22%,18%,24%,13%,16%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,45%,,44%,39%,43%,35%,42%,34%,39%,34%,33%,31%,37%,33%,24%,34%,38%,36%,25%,21%,21%,26%,27%,34%,22%,17%,18%,24%,20%,22%,17%,24%,13%,17%,18%,,21%,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,39%,43%,35%,42%,35%,39%,34%,33%,32%,36%,33%,24%,34%,38%,36%,24%,21%,21%,26%,27%,34%,22%,17%,18%,24%,20%,22%,17%,24%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,39%,43%,35%,42%,35%,39%,34%,33%,32%,37%,33%,24%,34%,38%,36%,24%,21%,21%,25%,28%,34%,22%,17%,18%,24%,19%,22%,18%,24%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,40%,44%,35%,42%,34%,39%,34%,33%,32%,37%,33%,24%,34%,38%,35%,25%,21%,21%,25%,27%,33%,22%,17%,18%,24%,19%,22%,18%,24%,13%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,40%,44%,35%,42%,34%,39%,34%,34%,32%,36%,34%,24%,34%,37%,36%,25%,21%,21%,25%,27%,33%,22%,17%,18%,24%,19%,22%,18%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,39%,44%,35%,42%,35%,38%,34%,34%,32%,36%,34%,24%,35%,38%,36%,24%,21%,21%,25%,27%,33%,22%,17%,18%,24%,19%,22%,18%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,43%,39%,43%,34%,42%,34%,38%,34%,34%,32%,36%,33%,24%,35%,38%,36%,25%,21%,21%,25%,27%,33%,22%,17%,17%,24%,19%,22%,18%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,43%,39%,44%,35%,42%,34%,38%,35%,34%,32%,36%,33%,24%,35%,38%,36%,25%,21%,21%,26%,27%,33%,22%,17%,17%,24%,19%,22%,18%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,42%,39%,44%,35%,42%,34%,38%,35%,34%,31%,36%,33%,24%,35%,39%,36%,25%,21%,20%,26%,27%,33%,23%,17%,18%,24%,19%,21%,18%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,39%,44%,35%,42%,34%,38%,35%,33%,32%,36%,33%,23%,35%,39%,35%,24%,21%,20%,26%,27%,33%,23%,17%,18%,24%,19%,21%,18%,24%,15%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,39%,44%,35%,42%,34%,38%,35%,34%,32%,37%,34%,24%,35%,39%,35%,25%,21%,20%,25%,26%,33%,23%,17%,18%,24%,19%,22%,18%,24%,15%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,39%,43%,35%,43%,34%,38%,36%,34%,31%,37%,34%,24%,35%,39%,35%,25%,21%,20%,25%,27%,33%,23%,17%,18%,24%,19%,22%,19%,24%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,44%,38%,43%,35%,43%,34%,38%,36%,34%,31%,37%,34%,24%,34%,38%,35%,25%,21%,20%,25%,27%,33%,23%,17%,18%,24%,19%,22%,19%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,44%,38%,43%,36%,43%,34%,38%,36%,34%,31%,37%,34%,24%,34%,39%,35%,25%,21%,20%,26%,27%,33%,22%,17%,18%,24%,19%,22%,19%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,44%,38%,43%,36%,43%,34%,38%,36%,34%,31%,37%,35%,24%,35%,39%,35%,25%,21%,20%,25%,27%,32%,22%,17%,19%,24%,19%,22%,19%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48%,,,43%,38%,43%,36%,43%,34%,38%,36%,33%,31%,37%,34%,24%,34%,39%,35%,25%,21%,20%,26%,27%,32%,22%,17%,19%,24%,19%,22%,19%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,38%,43%,36%,43%,34%,38%,36%,33%,31%,37%,34%,24%,34%,39%,35%,26%,21%,20%,26%,27%,33%,22%,17%,19%,24%,19%,22%,19%,25%,14%,17%,18%,,,21%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,44%,38%,43%,36%,44%,34%,38%,36%,33%,32%,38%,34%,24%,34%,39%,35%,26%,21%,20%,26%,26%,32%,22%,17%,18%,24%,18%,22%,20%,24%,14%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,37%,43%,36%,44%,34%,38%,36%,33%,31%,37%,34%,24%,34%,39%,35%,26%,21%,20%,25%,26%,32%,22%,17%,18%,23%,18%,22%,19%,24%,14%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,44%,37%,44%,36%,44%,34%,38%,36%,33%,31%,37%,34%,24%,35%,39%,35%,26%,21%,20%,25%,27%,32%,22%,17%,18%,23%,18%,22%,19%,24%,14%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,37%,44%,36%,43%,34%,37%,36%,33%,31%,37%,34%,24%,34%,38%,34%,26%,21%,20%,26%,27%,32%,22%,17%,19%,23%,18%,23%,19%,24%,14%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50%,,,43%,38%,44%,36%,44%,34%,37%,37%,33%,31%,37%,34%,25%,35%,38%,35%,26%,21%,20%,25%,26%,32%,22%,17%,19%,24%,18%,23%,19%,24%,14%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,38%,44%,37%,44%,34%,37%,37%,34%,31%,37%,34%,24%,35%,39%,35%,26%,21%,20%,25%,26%,32%,21%,18%,19%,23%,18%,22%,20%,24%,14%,17%,19%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,38%,44%,37%,44%,33%,37%,37%,33%,32%,36%,34%,24%,35%,38%,35%,26%,21%,20%,25%,26%,32%,21%,17%,18%,24%,18%,23%,19%,24%,14%,17%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,38%,44%,37%,44%,33%,37%,37%,33%,31%,37%,34%,25%,35%,38%,35%,26%,21%,20%,25%,26%,31%,21%,17%,19%,24%,18%,23%,20%,24%,14%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49%,,,43%,38%,44%,37%,44%,34%,37%,37%,33%,31%,37%,34%,25%,35%,38%,35%,25%,22%,20%,25%,26%,32%,22%,17%,19%,24%,18%,23%,20%,24%,13%,16%,18%,,,20%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
