,,,,,,,,,,,,,,,,,,24%,24%,25%,21%,26%,19%,24%,26%,25%,31%,32%,32%,30%,39%,39%,41%,36%,36%,42%,36%,42%,54%,57%,59%,51%,59%,59%,61%,55%,64%,70%,64%,78%,59%,65%,74%,78%,84%,71%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,23%,25%,21%,27%,19%,23%,27%,25%,32%,32%,33%,30%,40%,38%,42%,37%,36%,43%,36%,42%,53%,58%,59%,52%,58%,59%,60%,56%,63%,70%,64%,78%,59%,65%,74%,77%,84%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,23%,24%,21%,27%,18%,23%,28%,26%,32%,32%,33%,30%,39%,38%,41%,37%,35%,43%,35%,41%,52%,57%,59%,51%,57%,59%,61%,55%,62%,71%,65%,78%,60%,65%,74%,76%,84%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,23%,24%,20%,27%,18%,23%,29%,25%,33%,31%,33%,30%,40%,39%,41%,36%,36%,43%,36%,41%,53%,57%,59%,51%,58%,59%,60%,55%,63%,70%,65%,77%,59%,65%,75%,76%,84%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,24%,25%,21%,26%,19%,23%,30%,25%,33%,32%,32%,31%,39%,38%,40%,37%,36%,44%,36%,42%,54%,56%,58%,50%,58%,60%,60%,56%,63%,69%,65%,77%,60%,65%,75%,75%,83%,71%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,24%,25%,21%,27%,19%,24%,31%,25%,34%,32%,32%,32%,39%,38%,40%,36%,36%,45%,35%,42%,53%,56%,58%,49%,58%,60%,60%,55%,62%,69%,66%,76%,60%,66%,75%,75%,84%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,24%,24%,22%,28%,19%,24%,30%,24%,34%,33%,31%,31%,38%,38%,41%,36%,36%,45%,36%,43%,53%,57%,57%,50%,57%,60%,60%,56%,63%,70%,66%,77%,59%,66%,76%,76%,83%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,25%,25%,22%,28%,18%,24%,30%,24%,33%,32%,31%,32%,38%,38%,41%,37%,36%,45%,36%,44%,53%,56%,56%,51%,56%,61%,60%,55%,63%,70%,66%,77%,60%,66%,76%,76%,83%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,25%,25%,23%,27%,19%,25%,31%,25%,33%,32%,31%,32%,38%,39%,42%,36%,36%,45%,35%,44%,53%,56%,56%,50%,57%,61%,60%,55%,62%,70%,65%,77%,59%,66%,76%,76%,83%,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,25%,25%,24%,27%,19%,25%,30%,25%,33%,31%,31%,33%,37%,38%,42%,36%,36%,45%,35%,44%,53%,55%,55%,49%,57%,61%,61%,55%,63%,71%,65%,76%,60%,66%,76%,76%,,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,24%,24%,23%,27%,19%,24%,30%,26%,32%,31%,31%,32%,37%,39%,42%,37%,37%,44%,34%,44%,52%,54%,54%,49%,58%,61%,61%,56%,62%,71%,66%,76%,60%,67%,77%,76%,,72%,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,24%,25%,23%,26%,19%,24%,31%,25%,32%,31%,31%,33%,36%,40%,42%,36%,36%,45%,34%,45%,52%,55%,55%,49%,57%,62%,60%,56%,62%,70%,66%,76%,59%,67%,76%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,24%,26%,23%,26%,18%,25%,30%,25%,32%,30%,30%,34%,37%,39%,41%,37%,36%,46%,34%,46%,51%,54%,55%,50%,57%,62%,60%,57%,61%,70%,65%,76%,59%,67%,76%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,23%,24%,26%,23%,26%,18%,25%,30%,26%,31%,31%,30%,34%,38%,39%,41%,37%,35%,45%,33%,46%,52%,54%,55%,49%,57%,62%,59%,56%,61%,69%,65%,75%,59%,68%,75%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,23%,26%,22%,26%,18%,24%,31%,27%,31%,31%,31%,34%,37%,39%,40%,36%,35%,46%,33%,46%,52%,54%,55%,50%,57%,62%,60%,56%,61%,69%,64%,74%,60%,68%,76%,77%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,24%,25%,23%,25%,18%,24%,31%,26%,31%,32%,31%,35%,37%,39%,40%,37%,36%,45%,33%,46%,53%,54%,55%,49%,57%,62%,60%,57%,61%,68%,64%,74%,59%,68%,76%,77%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,24%,25%,23%,26%,19%,24%,30%,26%,31%,32%,30%,34%,36%,39%,41%,36%,35%,45%,33%,46%,53%,53%,55%,50%,57%,62%,60%,57%,61%,69%,65%,73%,59%,69%,76%,77%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,22%,24%,25%,23%,26%,19%,24%,30%,26%,31%,33%,30%,34%,36%,38%,41%,36%,35%,45%,33%,45%,53%,54%,56%,51%,57%,63%,61%,57%,61%,69%,65%,73%,59%,69%,76%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,24%,26%,22%,27%,18%,23%,30%,26%,32%,33%,30%,34%,36%,39%,41%,37%,35%,45%,33%,46%,53%,53%,56%,51%,56%,62%,61%,57%,61%,69%,65%,73%,59%,68%,77%,77%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,24%,25%,22%,26%,18%,24%,30%,25%,32%,32%,29%,34%,35%,38%,40%,36%,34%,45%,33%,45%,54%,54%,57%,51%,57%,62%,62%,57%,62%,70%,65%,74%,60%,69%,77%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,24%,25%,23%,26%,18%,24%,30%,25%,32%,33%,29%,34%,36%,39%,40%,36%,34%,45%,34%,46%,54%,54%,56%,51%,57%,61%,62%,56%,61%,70%,64%,74%,59%,69%,76%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,24%,25%,23%,26%,18%,24%,30%,26%,32%,33%,29%,35%,36%,40%,40%,37%,34%,45%,35%,46%,54%,53%,55%,51%,57%,61%,61%,56%,61%,70%,64%,74%,59%,69%,76%,76%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,21%,24%,25%,23%,25%,19%,24%,30%,26%,31%,32%,29%,34%,35%,40%,39%,37%,33%,45%,34%,45%,55%,53%,55%,52%,58%,61%,61%,56%,61%,70%,65%,75%,59%,70%,75%,75%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,20%,23%,24%,22%,25%,19%,24%,30%,26%,32%,32%,29%,35%,36%,41%,39%,37%,34%,45%,34%,46%,55%,52%,55%,51%,57%,60%,61%,56%,60%,69%,65%,75%,58%,70%,75%,75%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,20%,23%,24%,22%,25%,20%,24%,30%,26%,32%,32%,29%,35%,36%,40%,39%,37%,34%,44%,35%,45%,56%,52%,56%,51%,58%,60%,62%,56%,60%,68%,65%,74%,59%,70%,75%,75%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,20%,24%,24%,22%,25%,21%,24%,30%,27%,31%,31%,30%,34%,36%,40%,39%,36%,33%,44%,34%,45%,56%,52%,56%,51%,57%,59%,61%,56%,60%,69%,66%,73%,59%,70%,75%,74%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,20%,24%,25%,23%,25%,21%,24%,31%,26%,32%,31%,29%,34%,36%,40%,40%,37%,33%,44%,35%,44%,56%,52%,56%,51%,57%,59%,61%,57%,59%,69%,65%,74%,59%,70%,75%,74%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,20%,23%,24%,22%,24%,21%,23%,31%,26%,32%,32%,29%,35%,36%,39%,39%,36%,34%,44%,35%,44%,56%,52%,56%,51%,57%,60%,62%,57%,59%,69%,65%,74%,59%,70%,76%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,24%,24%,22%,24%,22%,23%,31%,27%,32%,31%,29%,35%,36%,39%,39%,36%,33%,44%,35%,44%,56%,52%,56%,51%,57%,60%,61%,57%,59%,69%,66%,74%,58%,70%,75%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,24%,25%,22%,24%,23%,24%,31%,27%,32%,31%,29%,35%,36%,39%,39%,37%,33%,45%,35%,43%,56%,51%,56%,50%,58%,60%,61%,58%,60%,69%,65%,74%,59%,70%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,24%,25%,22%,24%,23%,25%,31%,26%,32%,31%,29%,35%,36%,39%,38%,36%,34%,45%,35%,44%,55%,52%,56%,50%,57%,59%,61%,58%,59%,69%,65%,75%,59%,70%,75%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23%,24%,22%,24%,23%,24%,32%,26%,32%,31%,29%,35%,36%,40%,39%,37%,34%,45%,35%,43%,55%,52%,56%,50%,58%,59%,61%,58%,59%,69%,65%,75%,59%,70%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23%,24%,21%,25%,22%,25%,31%,26%,32%,30%,29%,36%,36%,39%,39%,38%,35%,45%,35%,43%,54%,52%,55%,49%,58%,60%,61%,57%,60%,69%,64%,74%,60%,71%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23%,24%,21%,25%,22%,25%,31%,26%,32%,30%,28%,35%,36%,40%,40%,37%,35%,44%,35%,42%,54%,52%,55%,49%,58%,59%,60%,58%,60%,69%,64%,74%,60%,71%,73%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23%,24%,21%,25%,22%,25%,32%,25%,32%,31%,29%,36%,36%,39%,40%,37%,34%,44%,34%,42%,54%,53%,54%,48%,58%,59%,61%,58%,61%,69%,64%,74%,61%,71%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,23%,24%,21%,25%,22%,24%,31%,25%,31%,30%,29%,36%,37%,39%,40%,37%,34%,43%,35%,43%,54%,52%,54%,49%,58%,59%,61%,58%,60%,70%,64%,73%,60%,71%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22%,24%,21%,26%,22%,25%,31%,25%,32%,30%,28%,36%,36%,40%,40%,37%,34%,44%,34%,42%,53%,53%,54%,48%,58%,59%,61%,59%,60%,69%,65%,73%,60%,72%,74%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22%,24%,21%,26%,21%,25%,31%,25%,32%,30%,29%,37%,36%,39%,40%,38%,34%,44%,34%,42%,54%,52%,55%,49%,58%,59%,62%,59%,61%,69%,65%,73%,61%,71%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22%,25%,20%,25%,21%,25%,31%,25%,32%,30%,30%,36%,36%,39%,40%,37%,35%,45%,34%,42%,54%,52%,55%,48%,58%,59%,61%,59%,61%,69%,65%,73%,60%,70%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22%,24%,20%,25%,21%,24%,30%,25%,33%,30%,29%,36%,36%,39%,39%,37%,35%,45%,34%,41%,54%,51%,55%,49%,57%,60%,61%,59%,61%,69%,66%,73%,61%,71%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,22%,24%,20%,26%,21%,24%,31%,26%,33%,31%,30%,36%,36%,38%,40%,38%,36%,46%,33%,41%,53%,52%,55%,48%,57%,60%,61%,58%,61%,69%,65%,73%,61%,70%,73%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,21%,24%,20%,26%,21%,24%,31%,26%,34%,31%,31%,36%,36%,38%,40%,38%,36%,46%,33%,41%,54%,52%,55%,48%,57%,60%,60%,59%,61%,69%,65%,73%,61%,69%,74%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24%,20%,25%,20%,24%,30%,26%,34%,31%,30%,36%,35%,38%,41%,38%,36%,47%,33%,41%,54%,52%,55%,48%,57%,59%,61%,58%,61%,69%,65%,72%,61%,69%,73%,73%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,24%,20%,25%,21%,24%,30%,26%,33%,32%,31%,37%,35%,37%,41%,37%,36%,47%,33%,41%,54%,51%,55%,49%,56%,59%,61%,58%,62%,69%,65%,72%,62%,68%,73%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23%,20%,26%,21%,24%,30%,26%,33%,31%,31%,36%,35%,37%,40%,37%,35%,47%,33%,41%,53%,51%,55%,48%,56%,60%,60%,58%,62%,69%,65%,72%,62%,68%,73%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23%,20%,26%,21%,24%,30%,26%,33%,31%,31%,36%,35%,37%,40%,37%,36%,47%,33%,41%,54%,50%,54%,48%,55%,59%,61%,58%,62%,70%,65%,71%,62%,68%,74%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,23%,20%,25%,21%,25%,29%,26%,33%,31%,32%,36%,35%,37%,40%,37%,36%,47%,33%,40%,53%,50%,54%,48%,56%,60%,61%,59%,63%,70%,64%,71%,63%,68%,74%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,26%,21%,24%,29%,26%,32%,31%,31%,36%,35%,37%,39%,37%,35%,47%,32%,40%,53%,50%,54%,48%,56%,60%,61%,59%,63%,69%,64%,72%,63%,69%,74%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,26%,21%,24%,29%,26%,32%,30%,32%,37%,35%,38%,40%,38%,36%,47%,33%,40%,53%,51%,54%,48%,55%,60%,60%,59%,62%,69%,64%,72%,63%,69%,74%,71%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,26%,21%,24%,29%,26%,32%,30%,33%,37%,36%,37%,40%,37%,36%,47%,33%,40%,53%,50%,53%,49%,56%,60%,60%,60%,63%,69%,64%,72%,64%,69%,74%,71%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,21%,24%,29%,26%,32%,30%,33%,37%,35%,38%,40%,38%,36%,47%,33%,39%,53%,50%,54%,48%,56%,61%,60%,59%,63%,69%,64%,72%,64%,68%,74%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,25%,21%,24%,29%,27%,31%,30%,34%,37%,35%,38%,40%,37%,37%,47%,33%,39%,53%,50%,53%,49%,56%,61%,60%,60%,63%,69%,64%,71%,64%,68%,73%,71%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,20%,24%,29%,27%,31%,30%,33%,37%,36%,39%,40%,38%,37%,46%,33%,39%,54%,50%,53%,48%,57%,61%,59%,59%,63%,69%,64%,71%,64%,68%,73%,71%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,21%,25%,29%,27%,32%,31%,33%,37%,35%,38%,40%,38%,38%,47%,33%,38%,53%,50%,53%,49%,57%,60%,59%,59%,62%,69%,65%,71%,64%,68%,72%,71%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,21%,25%,29%,27%,31%,31%,34%,37%,35%,38%,40%,38%,38%,46%,33%,39%,54%,50%,52%,49%,57%,60%,59%,59%,63%,69%,64%,70%,64%,67%,72%,72%,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,24%,21%,25%,29%,27%,31%,32%,33%,37%,35%,38%,40%,39%,38%,46%,33%,39%,54%,50%,52%,50%,57%,59%,59%,59%,63%,70%,64%,70%,64%,67%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,21%,25%,29%,26%,31%,32%,33%,37%,35%,38%,40%,38%,38%,46%,33%,39%,54%,51%,52%,50%,57%,59%,60%,59%,63%,70%,65%,70%,65%,68%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,21%,25%,29%,26%,31%,31%,34%,36%,35%,39%,39%,38%,38%,46%,33%,39%,54%,51%,52%,50%,57%,58%,59%,58%,64%,69%,65%,69%,65%,68%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,25%,21%,25%,29%,26%,30%,31%,33%,37%,35%,38%,40%,38%,38%,46%,33%,40%,54%,51%,51%,51%,57%,58%,59%,59%,63%,70%,64%,69%,64%,68%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19%,24%,21%,24%,29%,26%,30%,31%,33%,37%,35%,39%,40%,38%,37%,45%,33%,40%,53%,51%,52%,50%,57%,58%,60%,58%,63%,70%,64%,69%,64%,68%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19%,24%,21%,24%,29%,26%,30%,31%,33%,37%,35%,39%,39%,38%,37%,45%,34%,41%,53%,51%,52%,51%,56%,57%,60%,59%,64%,69%,64%,69%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,24%,21%,24%,28%,26%,30%,32%,33%,38%,35%,39%,40%,38%,37%,45%,33%,41%,53%,50%,52%,50%,57%,57%,60%,58%,64%,70%,64%,70%,65%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,24%,21%,25%,28%,26%,31%,32%,32%,37%,36%,39%,40%,37%,37%,44%,34%,42%,54%,50%,51%,51%,57%,57%,60%,58%,64%,70%,64%,70%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,24%,21%,24%,28%,26%,31%,31%,32%,37%,36%,39%,40%,37%,36%,45%,34%,42%,53%,50%,51%,50%,57%,57%,60%,58%,64%,69%,64%,70%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19%,24%,21%,25%,28%,26%,31%,32%,32%,37%,36%,40%,40%,38%,36%,44%,33%,42%,53%,50%,51%,50%,58%,57%,60%,58%,65%,69%,65%,70%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19%,23%,21%,25%,28%,26%,31%,32%,32%,37%,36%,39%,40%,38%,37%,44%,33%,41%,53%,50%,51%,50%,58%,57%,60%,59%,64%,70%,64%,70%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19%,23%,22%,25%,29%,25%,31%,32%,32%,37%,36%,40%,40%,38%,37%,44%,34%,41%,53%,51%,51%,49%,58%,57%,60%,59%,64%,69%,64%,71%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,19%,23%,22%,24%,29%,26%,31%,33%,32%,37%,36%,40%,40%,38%,37%,44%,34%,41%,52%,50%,52%,50%,57%,57%,61%,59%,65%,69%,65%,70%,65%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,23%,22%,25%,28%,26%,30%,33%,32%,36%,36%,41%,40%,39%,36%,43%,34%,41%,52%,50%,52%,49%,57%,57%,61%,59%,65%,69%,65%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,23%,23%,25%,29%,26%,31%,34%,32%,36%,36%,40%,40%,39%,36%,44%,34%,41%,52%,50%,52%,50%,57%,58%,61%,59%,65%,69%,64%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,23%,23%,25%,29%,25%,31%,34%,31%,36%,37%,40%,40%,39%,37%,44%,33%,41%,51%,50%,51%,50%,57%,57%,61%,59%,65%,69%,64%,70%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,23%,23%,25%,29%,25%,30%,34%,31%,36%,36%,40%,40%,39%,36%,44%,33%,41%,51%,50%,52%,50%,56%,58%,62%,60%,66%,70%,64%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,22%,23%,26%,29%,26%,31%,34%,32%,36%,36%,40%,39%,39%,36%,45%,34%,41%,51%,50%,52%,50%,57%,57%,62%,60%,66%,70%,64%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,22%,23%,25%,29%,25%,31%,34%,32%,35%,36%,40%,39%,39%,36%,44%,33%,41%,51%,50%,52%,50%,56%,57%,62%,59%,66%,70%,64%,70%,65%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,22%,23%,25%,29%,26%,31%,34%,32%,36%,36%,40%,39%,38%,36%,44%,34%,40%,51%,50%,52%,51%,56%,56%,62%,60%,66%,70%,64%,69%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,20%,22%,23%,25%,29%,26%,31%,34%,32%,36%,35%,40%,39%,38%,36%,45%,34%,40%,50%,50%,52%,51%,55%,57%,61%,60%,66%,70%,65%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,22%,22%,25%,29%,26%,31%,34%,32%,36%,36%,40%,39%,38%,37%,45%,34%,40%,51%,50%,53%,51%,56%,57%,62%,60%,66%,70%,64%,70%,64%,71%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,22%,22%,25%,29%,25%,31%,34%,32%,36%,36%,41%,39%,38%,36%,45%,34%,40%,51%,50%,53%,52%,56%,57%,61%,61%,66%,70%,64%,70%,64%,71%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,22%,23%,25%,28%,25%,31%,34%,32%,35%,36%,41%,40%,38%,36%,44%,34%,40%,51%,49%,53%,51%,56%,58%,61%,60%,66%,70%,64%,70%,63%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,22%,23%,25%,28%,25%,31%,33%,31%,35%,36%,40%,40%,38%,36%,44%,34%,40%,51%,49%,53%,52%,57%,58%,62%,60%,67%,70%,64%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,22%,22%,24%,29%,26%,31%,33%,31%,36%,36%,40%,40%,38%,36%,44%,34%,40%,51%,49%,54%,52%,57%,58%,62%,60%,66%,71%,64%,71%,64%,71%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,22%,22%,24%,29%,26%,30%,33%,31%,35%,36%,40%,40%,38%,35%,44%,34%,40%,52%,49%,53%,52%,57%,58%,62%,60%,66%,71%,63%,71%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,22%,22%,25%,30%,27%,31%,33%,31%,35%,36%,40%,40%,38%,35%,44%,33%,40%,51%,49%,53%,52%,57%,59%,62%,60%,67%,71%,63%,70%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,21%,22%,25%,30%,26%,31%,33%,31%,35%,36%,40%,39%,37%,36%,44%,34%,40%,52%,48%,53%,52%,58%,58%,63%,61%,67%,71%,63%,71%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,21%,23%,25%,30%,26%,30%,32%,30%,35%,36%,40%,39%,38%,35%,44%,34%,40%,52%,49%,54%,52%,57%,58%,62%,61%,66%,71%,63%,71%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,25%,30%,26%,31%,33%,30%,35%,36%,41%,39%,38%,35%,44%,34%,41%,52%,49%,54%,52%,57%,58%,62%,61%,67%,71%,64%,71%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,26%,30%,26%,31%,33%,30%,36%,36%,40%,39%,38%,36%,43%,34%,41%,52%,49%,54%,52%,57%,58%,62%,61%,66%,71%,64%,71%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,26%,31%,26%,31%,34%,30%,35%,37%,40%,38%,38%,36%,44%,35%,41%,52%,49%,54%,53%,57%,59%,62%,61%,66%,71%,64%,71%,64%,69%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,26%,31%,26%,31%,33%,30%,35%,36%,40%,38%,38%,36%,43%,35%,40%,52%,49%,55%,53%,57%,58%,62%,61%,65%,70%,64%,71%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,26%,31%,26%,31%,33%,30%,35%,36%,40%,38%,38%,37%,43%,34%,40%,53%,49%,55%,53%,57%,59%,63%,60%,66%,70%,64%,72%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,26%,31%,26%,31%,34%,31%,35%,36%,41%,38%,38%,36%,43%,35%,41%,52%,49%,55%,53%,57%,59%,63%,60%,66%,71%,64%,72%,64%,70%,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,21%,23%,26%,30%,27%,31%,33%,30%,35%,36%,41%,38%,37%,36%,43%,35%,41%,52%,49%,55%,53%,57%,58%,63%,60%,65%,70%,64%,71%,64%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,22%,22%,24%,27%,30%,27%,31%,34%,30%,34%,37%,41%,38%,38%,37%,42%,35%,41%,52%,49%,55%,53%,57%,59%,63%,60%,66%,70%,65%,71%,64%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,21%,24%,27%,30%,27%,31%,34%,30%,35%,36%,40%,38%,38%,37%,42%,35%,41%,52%,49%,55%,54%,57%,58%,63%,60%,66%,71%,65%,71%,64%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,21%,21%,24%,26%,30%,26%,31%,34%,30%,34%,36%,41%,37%,37%,37%,43%,35%,41%,52%,49%,55%,54%,57%,58%,63%,59%,66%,70%,65%,71%,64%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,21%,24%,26%,31%,26%,31%,34%,30%,34%,36%,41%,37%,38%,37%,42%,35%,41%,52%,49%,54%,54%,57%,58%,63%,59%,65%,70%,65%,70%,65%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,21%,24%,26%,31%,27%,31%,34%,30%,34%,36%,41%,37%,38%,37%,42%,35%,41%,52%,48%,55%,55%,57%,57%,64%,60%,65%,70%,65%,70%,65%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,24%,27%,31%,27%,31%,34%,31%,34%,36%,41%,37%,37%,37%,42%,34%,41%,53%,48%,54%,55%,58%,58%,63%,60%,65%,70%,65%,70%,65%,,,,,,,,,,,,,,,,,,,,,,
