-3.6,-3.5,-3.4,-3.2,-3.0,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2.0,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-1.0,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,-0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.2,3.4,3.5,3.6
,,,,,,,,,,,,,61%,55%,42%,45%,51%,34%,49%,46%,34%,39%,46%,35%,37%,37%,42%,32%,31%,35%,35%,30%,35%,28%,24%,17%,30%,27%,31%,28%,23%,30%,23%,27%,14%,17%,13%,23%,11%,24%,18%,15%,13%,25%,14%,,,,,,,,,,,,,
,,,,,,,,,,,,,60%,56%,43%,46%,51%,35%,50%,46%,35%,40%,47%,36%,36%,36%,42%,33%,31%,35%,36%,31%,36%,28%,25%,18%,31%,26%,31%,28%,22%,29%,24%,26%,14%,17%,12%,22%,11%,24%,18%,15%,12%,26%,14%,,,,,,,,,,,,,
,,,,,,,,,,,,,59%,56%,42%,47%,51%,34%,49%,45%,34%,40%,47%,37%,36%,37%,42%,34%,30%,36%,36%,32%,36%,27%,25%,19%,32%,26%,30%,27%,23%,29%,23%,27%,15%,16%,14%,22%,11%,23%,18%,15%,12%,27%,14%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,57%,43%,47%,51%,35%,49%,45%,35%,39%,46%,36%,35%,38%,42%,34%,30%,35%,36%,32%,35%,27%,24%,19%,31%,26%,30%,27%,23%,28%,23%,27%,16%,16%,14%,22%,11%,23%,18%,15%,12%,27%,14%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,56%,43%,47%,51%,36%,49%,44%,35%,40%,45%,36%,36%,39%,41%,33%,31%,35%,36%,32%,35%,28%,24%,20%,31%,25%,29%,27%,23%,28%,23%,27%,16%,16%,13%,21%,12%,23%,17%,15%,12%,28%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,57%,42%,47%,51%,37%,49%,43%,36%,39%,45%,36%,37%,38%,41%,33%,30%,36%,36%,32%,34%,28%,25%,20%,30%,25%,30%,26%,22%,28%,24%,26%,16%,16%,13%,21%,12%,22%,17%,14%,12%,28%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,56%,56%,43%,48%,52%,36%,48%,44%,36%,39%,45%,35%,36%,39%,40%,32%,30%,36%,35%,32%,35%,27%,26%,19%,30%,25%,30%,26%,22%,27%,25%,26%,16%,16%,14%,21%,12%,22%,17%,14%,12%,27%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,56%,55%,44%,47%,53%,37%,47%,44%,36%,38%,46%,36%,37%,38%,40%,32%,29%,36%,35%,32%,36%,27%,26%,21%,29%,24%,29%,26%,23%,27%,24%,26%,15%,17%,15%,21%,12%,22%,17%,14%,12%,28%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,56%,44%,47%,53%,38%,48%,43%,37%,38%,47%,37%,38%,39%,41%,32%,30%,35%,34%,32%,35%,27%,25%,22%,30%,24%,29%,25%,24%,27%,24%,27%,15%,18%,15%,20%,11%,22%,16%,14%,11%,28%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,56%,44%,48%,54%,39%,49%,42%,36%,38%,46%,36%,38%,39%,40%,32%,30%,35%,35%,31%,35%,26%,25%,21%,30%,24%,29%,26%,25%,28%,25%,26%,15%,18%,15%,20%,11%,21%,16%,14%,11%,28%,12%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,56%,43%,48%,54%,38%,49%,42%,36%,37%,46%,37%,38%,38%,40%,32%,30%,35%,35%,31%,35%,26%,25%,21%,30%,23%,30%,27%,25%,27%,25%,26%,15%,17%,15%,20%,11%,21%,17%,14%,11%,27%,14%,,,,,,,,,,,,,
,,,,,,,,,,,,,56%,56%,44%,48%,54%,39%,50%,43%,35%,37%,45%,38%,38%,38%,39%,33%,30%,34%,35%,30%,34%,26%,24%,21%,30%,23%,29%,28%,24%,27%,24%,26%,15%,17%,15%,20%,11%,21%,17%,13%,11%,27%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,55%,43%,47%,54%,39%,49%,43%,35%,37%,45%,37%,39%,37%,39%,34%,30%,34%,35%,30%,35%,27%,24%,20%,30%,24%,30%,29%,24%,27%,24%,25%,14%,17%,14%,19%,12%,20%,17%,14%,11%,27%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,56%,56%,44%,46%,54%,39%,49%,43%,36%,38%,45%,38%,38%,38%,39%,35%,31%,33%,35%,31%,36%,26%,25%,20%,30%,24%,30%,29%,25%,27%,25%,25%,14%,17%,14%,19%,12%,20%,17%,14%,11%,27%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,56%,55%,45%,46%,54%,40%,49%,42%,35%,39%,45%,38%,38%,38%,39%,34%,31%,33%,35%,31%,36%,26%,25%,20%,29%,25%,31%,28%,25%,27%,25%,25%,14%,16%,14%,19%,12%,20%,16%,14%,11%,27%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,55%,44%,45%,53%,41%,50%,43%,36%,38%,44%,37%,37%,38%,38%,34%,30%,34%,35%,30%,37%,26%,24%,20%,29%,24%,30%,28%,26%,27%,24%,26%,15%,16%,15%,19%,12%,20%,16%,14%,10%,27%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,57%,55%,45%,46%,54%,41%,51%,44%,36%,39%,45%,37%,37%,39%,38%,33%,30%,33%,34%,30%,38%,25%,24%,20%,29%,25%,30%,28%,25%,26%,24%,25%,16%,17%,15%,18%,11%,20%,16%,14%,10%,26%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,55%,44%,45%,55%,42%,51%,44%,36%,40%,45%,36%,36%,40%,38%,34%,31%,34%,34%,30%,38%,26%,24%,19%,30%,25%,30%,27%,26%,26%,24%,25%,16%,17%,15%,18%,11%,19%,16%,14%,11%,26%,14%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,55%,44%,46%,55%,43%,52%,45%,36%,39%,46%,37%,36%,39%,37%,34%,30%,35%,34%,30%,38%,26%,25%,19%,29%,25%,29%,27%,26%,27%,24%,25%,17%,17%,15%,18%,11%,19%,16%,13%,11%,26%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,56%,44%,46%,56%,43%,51%,44%,36%,39%,47%,37%,36%,39%,37%,33%,30%,34%,33%,30%,38%,26%,24%,19%,29%,24%,29%,27%,26%,27%,23%,24%,17%,17%,14%,18%,11%,19%,16%,13%,12%,26%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,56%,45%,46%,56%,44%,52%,44%,36%,40%,47%,36%,35%,38%,37%,34%,31%,34%,33%,30%,37%,26%,25%,19%,29%,24%,29%,26%,26%,26%,23%,24%,16%,16%,14%,18%,12%,19%,16%,14%,12%,25%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,55%,45%,46%,55%,45%,52%,43%,36%,40%,48%,37%,36%,38%,37%,35%,30%,34%,33%,30%,37%,26%,26%,18%,28%,24%,29%,26%,26%,26%,23%,24%,16%,16%,14%,17%,12%,20%,16%,14%,12%,25%,13%,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,56%,45%,45%,55%,44%,52%,44%,35%,40%,48%,37%,35%,38%,38%,34%,31%,33%,33%,31%,37%,27%,26%,18%,28%,24%,29%,26%,27%,26%,23%,24%,16%,16%,14%,17%,12%,19%,16%,14%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,59%,56%,46%,45%,54%,44%,51%,45%,35%,40%,49%,37%,35%,37%,37%,34%,31%,33%,33%,32%,36%,27%,26%,18%,28%,23%,29%,27%,27%,26%,22%,24%,16%,16%,14%,17%,13%,19%,16%,14%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,59%,57%,46%,45%,54%,43%,52%,44%,35%,40%,48%,38%,35%,37%,37%,34%,31%,34%,33%,32%,37%,27%,25%,19%,27%,23%,29%,26%,26%,26%,22%,24%,16%,17%,15%,17%,13%,19%,16%,14%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,58%,,47%,46%,53%,43%,51%,44%,34%,41%,48%,38%,35%,38%,36%,33%,30%,34%,32%,32%,36%,27%,25%,20%,27%,23%,30%,26%,26%,27%,22%,24%,17%,18%,16%,17%,12%,19%,16%,14%,11%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46%,46%,54%,43%,52%,43%,35%,41%,47%,38%,36%,38%,36%,33%,31%,34%,32%,32%,37%,28%,25%,20%,27%,23%,30%,26%,26%,28%,22%,24%,16%,18%,15%,16%,12%,19%,15%,13%,11%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47%,46%,53%,43%,52%,43%,36%,41%,47%,39%,36%,39%,36%,33%,31%,34%,32%,32%,37%,28%,24%,19%,27%,22%,30%,26%,26%,28%,22%,23%,16%,17%,15%,16%,12%,18%,15%,13%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,46%,46%,53%,43%,52%,42%,35%,41%,47%,39%,35%,38%,35%,32%,30%,34%,31%,31%,37%,27%,24%,19%,26%,23%,30%,25%,26%,28%,22%,23%,17%,17%,15%,16%,12%,18%,15%,13%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47%,46%,53%,43%,51%,43%,36%,41%,47%,39%,35%,38%,35%,32%,30%,34%,31%,31%,37%,28%,24%,20%,26%,23%,30%,25%,26%,28%,22%,23%,17%,18%,15%,17%,12%,18%,15%,13%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,46%,53%,44%,50%,44%,37%,41%,47%,40%,35%,38%,36%,32%,30%,34%,32%,32%,37%,28%,24%,20%,26%,23%,30%,26%,26%,28%,22%,23%,17%,18%,16%,17%,12%,18%,15%,13%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,45%,53%,44%,50%,44%,36%,40%,47%,40%,34%,37%,35%,31%,29%,34%,31%,32%,37%,28%,24%,20%,25%,23%,30%,26%,25%,27%,22%,23%,17%,18%,16%,17%,12%,18%,15%,13%,13%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,46%,53%,44%,50%,45%,37%,40%,47%,40%,34%,37%,36%,31%,30%,34%,31%,32%,38%,29%,23%,20%,25%,22%,30%,27%,26%,27%,21%,22%,17%,18%,16%,17%,12%,17%,15%,13%,13%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,46%,53%,43%,51%,44%,37%,40%,47%,39%,35%,37%,37%,31%,30%,34%,31%,32%,38%,30%,23%,20%,26%,23%,30%,27%,26%,27%,21%,22%,16%,18%,15%,16%,12%,17%,14%,12%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49%,46%,52%,43%,50%,45%,37%,40%,47%,39%,35%,37%,36%,30%,30%,34%,31%,31%,37%,30%,23%,20%,26%,23%,30%,27%,27%,27%,21%,22%,16%,18%,16%,16%,12%,17%,14%,13%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,45%,53%,42%,50%,45%,37%,41%,47%,39%,35%,37%,37%,30%,30%,35%,31%,31%,37%,29%,23%,20%,25%,23%,29%,26%,26%,27%,21%,23%,16%,18%,16%,16%,12%,17%,14%,13%,12%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,46%,52%,42%,50%,46%,36%,40%,47%,39%,35%,36%,36%,31%,30%,35%,32%,31%,36%,29%,22%,20%,25%,22%,29%,26%,26%,27%,21%,22%,16%,19%,16%,17%,12%,17%,14%,14%,13%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47%,46%,53%,42%,50%,45%,36%,40%,46%,39%,35%,36%,37%,31%,31%,35%,32%,31%,36%,29%,22%,19%,25%,22%,29%,26%,27%,28%,20%,22%,16%,19%,17%,17%,12%,17%,14%,14%,13%,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,46%,52%,42%,50%,45%,36%,39%,46%,39%,35%,36%,38%,31%,30%,35%,33%,31%,37%,29%,22%,19%,25%,22%,29%,26%,27%,28%,20%,22%,17%,19%,17%,17%,13%,17%,14%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,47%,45%,53%,43%,51%,45%,36%,39%,45%,38%,35%,36%,37%,31%,31%,35%,33%,31%,37%,29%,23%,19%,25%,22%,29%,26%,26%,27%,20%,23%,16%,19%,17%,16%,13%,16%,15%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,45%,53%,43%,51%,45%,36%,39%,46%,38%,34%,36%,37%,32%,31%,34%,32%,32%,37%,29%,23%,19%,24%,22%,30%,26%,26%,28%,20%,23%,16%,19%,17%,16%,13%,16%,14%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,48%,46%,54%,44%,51%,46%,36%,38%,46%,38%,35%,36%,37%,31%,31%,34%,32%,31%,37%,29%,23%,19%,24%,21%,29%,26%,27%,29%,20%,23%,16%,19%,17%,16%,12%,16%,14%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49%,45%,54%,43%,51%,46%,36%,39%,47%,38%,35%,35%,37%,32%,31%,34%,32%,32%,36%,29%,23%,19%,25%,22%,30%,27%,27%,28%,19%,23%,16%,19%,18%,16%,12%,16%,15%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,49%,46%,54%,44%,52%,46%,36%,39%,47%,39%,35%,36%,37%,32%,32%,34%,32%,32%,36%,29%,24%,18%,25%,22%,31%,26%,26%,28%,19%,23%,17%,18%,18%,16%,12%,16%,15%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,46%,55%,43%,52%,46%,36%,40%,47%,39%,35%,37%,37%,31%,31%,34%,31%,32%,36%,30%,23%,18%,24%,22%,30%,26%,26%,28%,19%,23%,17%,18%,17%,16%,12%,16%,15%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,46%,55%,43%,53%,47%,35%,41%,47%,39%,34%,37%,37%,32%,31%,34%,31%,33%,35%,29%,23%,18%,24%,22%,30%,26%,26%,28%,20%,22%,16%,19%,17%,16%,12%,16%,15%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,45%,56%,44%,53%,47%,36%,40%,47%,38%,35%,38%,37%,32%,31%,33%,31%,32%,35%,30%,23%,18%,24%,21%,30%,26%,26%,27%,21%,22%,16%,19%,18%,16%,13%,17%,15%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,46%,55%,43%,53%,47%,36%,40%,47%,38%,35%,37%,36%,33%,31%,34%,31%,32%,36%,30%,23%,18%,24%,22%,30%,25%,26%,27%,20%,23%,16%,19%,18%,17%,14%,17%,14%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,46%,55%,44%,53%,47%,36%,40%,47%,39%,35%,38%,36%,34%,31%,34%,31%,32%,36%,29%,23%,18%,24%,22%,29%,25%,26%,27%,20%,23%,16%,19%,18%,17%,13%,17%,14%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,46%,56%,43%,52%,48%,37%,41%,48%,38%,35%,38%,37%,33%,32%,33%,32%,32%,36%,29%,23%,18%,24%,22%,29%,26%,26%,27%,20%,22%,16%,20%,18%,17%,13%,17%,14%,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,46%,,44%,52%,47%,36%,40%,48%,39%,36%,37%,37%,33%,31%,33%,32%,32%,36%,30%,24%,17%,25%,22%,29%,26%,26%,26%,20%,22%,16%,20%,18%,17%,13%,17%,,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,47%,,44%,52%,48%,36%,40%,48%,39%,35%,38%,38%,34%,31%,33%,32%,32%,35%,30%,24%,17%,25%,23%,29%,26%,25%,26%,20%,22%,16%,20%,18%,16%,13%,16%,,14%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,47%,,45%,53%,48%,36%,40%,48%,39%,35%,37%,38%,33%,32%,33%,33%,33%,36%,30%,24%,17%,24%,23%,28%,26%,25%,26%,20%,22%,15%,20%,18%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,48%,,44%,52%,48%,36%,40%,48%,39%,35%,37%,39%,33%,31%,32%,33%,33%,35%,30%,23%,17%,24%,23%,28%,26%,25%,26%,21%,22%,15%,19%,18%,17%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,47%,,45%,52%,48%,36%,40%,48%,38%,35%,37%,38%,33%,31%,33%,33%,34%,36%,30%,23%,17%,25%,22%,28%,26%,25%,26%,21%,22%,15%,19%,18%,17%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,48%,,45%,52%,48%,36%,40%,48%,38%,36%,37%,38%,33%,31%,33%,33%,33%,37%,29%,24%,17%,25%,22%,28%,26%,25%,25%,21%,21%,15%,19%,17%,17%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,47%,,45%,51%,47%,35%,39%,49%,39%,36%,37%,38%,33%,31%,32%,32%,34%,36%,29%,24%,17%,24%,22%,28%,26%,25%,25%,20%,21%,15%,19%,17%,17%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,48%,,45%,51%,48%,35%,40%,48%,38%,36%,38%,38%,33%,30%,32%,33%,34%,37%,29%,23%,18%,24%,22%,27%,26%,26%,26%,21%,21%,15%,19%,18%,16%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,47%,,45%,51%,47%,36%,40%,49%,38%,36%,37%,37%,33%,30%,32%,33%,33%,37%,29%,23%,18%,24%,22%,27%,26%,26%,26%,21%,21%,16%,19%,19%,16%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,48%,,45%,52%,47%,35%,40%,49%,38%,36%,37%,37%,32%,31%,32%,33%,33%,37%,28%,23%,18%,24%,22%,27%,26%,26%,25%,21%,21%,16%,18%,18%,16%,15%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,45%,52%,47%,36%,40%,49%,38%,37%,37%,37%,33%,31%,31%,34%,33%,37%,28%,23%,18%,24%,21%,27%,26%,26%,25%,21%,21%,16%,18%,19%,16%,15%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,45%,52%,46%,36%,41%,49%,39%,36%,37%,36%,33%,31%,31%,33%,33%,37%,28%,23%,18%,23%,21%,27%,26%,26%,25%,21%,20%,16%,18%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,52%,47%,37%,41%,50%,38%,37%,38%,37%,33%,31%,31%,33%,32%,37%,28%,23%,18%,23%,21%,26%,26%,26%,25%,21%,20%,16%,18%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,51%,46%,37%,41%,49%,38%,37%,37%,37%,33%,31%,31%,34%,32%,37%,28%,23%,19%,23%,21%,26%,25%,25%,25%,21%,20%,16%,18%,19%,16%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,51%,47%,36%,41%,49%,38%,36%,37%,37%,33%,31%,31%,33%,32%,36%,27%,23%,19%,23%,21%,27%,25%,25%,24%,21%,20%,16%,18%,19%,16%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,51%,46%,37%,40%,49%,38%,37%,37%,37%,32%,31%,31%,33%,32%,36%,27%,24%,18%,23%,21%,27%,25%,25%,24%,21%,20%,16%,18%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,51%,47%,36%,41%,49%,38%,36%,36%,37%,32%,31%,31%,33%,32%,36%,27%,23%,19%,23%,21%,27%,25%,25%,24%,20%,20%,16%,18%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,51%,46%,37%,41%,49%,38%,37%,37%,37%,33%,30%,31%,33%,33%,36%,27%,23%,19%,22%,21%,27%,25%,25%,25%,20%,20%,16%,17%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,52%,47%,37%,41%,49%,37%,37%,37%,37%,32%,30%,32%,32%,32%,36%,27%,23%,19%,23%,21%,27%,25%,24%,24%,20%,19%,16%,18%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,52%,47%,36%,41%,49%,37%,36%,36%,37%,32%,30%,32%,32%,32%,36%,27%,23%,19%,23%,21%,26%,25%,24%,24%,20%,19%,16%,18%,19%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,52%,47%,36%,40%,50%,37%,36%,36%,37%,32%,30%,33%,32%,33%,36%,28%,23%,18%,23%,21%,26%,26%,24%,24%,20%,19%,16%,18%,18%,16%,13%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,46%,52%,46%,37%,40%,50%,37%,37%,36%,37%,32%,30%,33%,32%,33%,37%,28%,23%,18%,23%,21%,26%,25%,24%,24%,20%,19%,15%,18%,18%,16%,13%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,52%,46%,37%,40%,50%,36%,37%,36%,37%,31%,30%,33%,32%,34%,37%,28%,23%,18%,23%,22%,26%,25%,24%,24%,20%,19%,15%,18%,18%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,51%,46%,38%,40%,50%,36%,38%,37%,37%,31%,31%,33%,32%,33%,37%,28%,24%,19%,23%,22%,26%,25%,24%,24%,20%,19%,15%,18%,18%,16%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,51%,46%,37%,39%,50%,37%,38%,37%,37%,31%,30%,32%,32%,33%,37%,29%,24%,19%,23%,22%,26%,26%,23%,23%,20%,19%,16%,18%,18%,17%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,51%,47%,37%,40%,50%,37%,38%,37%,37%,31%,30%,33%,33%,33%,37%,29%,25%,19%,23%,22%,27%,26%,23%,23%,20%,18%,16%,18%,18%,17%,14%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,46%,37%,39%,50%,37%,37%,37%,37%,31%,30%,33%,33%,33%,37%,29%,24%,19%,23%,22%,27%,26%,23%,23%,20%,18%,16%,18%,18%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,49%,51%,47%,38%,40%,49%,37%,38%,37%,38%,30%,30%,33%,32%,32%,38%,29%,25%,19%,23%,22%,27%,26%,23%,23%,20%,18%,16%,18%,18%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,49%,52%,47%,38%,40%,49%,37%,38%,38%,38%,31%,30%,33%,33%,32%,38%,29%,25%,19%,23%,21%,27%,26%,23%,23%,19%,19%,16%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,49%,51%,47%,39%,40%,49%,37%,39%,38%,38%,31%,30%,33%,33%,32%,37%,29%,25%,19%,23%,22%,27%,25%,23%,23%,20%,19%,16%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,48%,38%,40%,48%,37%,39%,38%,38%,31%,30%,34%,32%,32%,37%,29%,25%,19%,23%,22%,26%,25%,23%,23%,20%,19%,16%,19%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,47%,38%,40%,48%,37%,39%,38%,39%,31%,30%,34%,33%,32%,37%,30%,24%,18%,23%,22%,26%,26%,22%,22%,20%,18%,16%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,47%,39%,40%,48%,37%,39%,39%,39%,31%,31%,34%,33%,32%,37%,29%,24%,18%,23%,22%,26%,25%,23%,22%,20%,18%,16%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,52%,47%,39%,40%,49%,37%,38%,39%,39%,31%,31%,34%,32%,32%,37%,30%,24%,19%,23%,22%,26%,25%,23%,23%,19%,19%,16%,18%,18%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,52%,47%,39%,39%,49%,37%,38%,39%,39%,30%,30%,34%,33%,33%,37%,30%,24%,19%,24%,23%,26%,25%,23%,23%,19%,19%,15%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,52%,47%,39%,39%,49%,37%,38%,38%,38%,30%,31%,35%,33%,33%,37%,29%,24%,19%,24%,23%,26%,26%,22%,22%,19%,19%,15%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,52%,47%,39%,39%,49%,37%,38%,39%,38%,31%,31%,34%,32%,33%,38%,30%,24%,18%,24%,23%,25%,25%,22%,22%,20%,19%,16%,18%,17%,17%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,53%,47%,39%,39%,49%,37%,39%,39%,39%,30%,30%,34%,33%,33%,37%,30%,23%,18%,24%,23%,25%,25%,23%,22%,20%,19%,16%,18%,17%,17%,15%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,53%,47%,40%,39%,48%,37%,39%,39%,39%,30%,30%,34%,33%,33%,38%,30%,23%,18%,25%,23%,25%,25%,23%,23%,19%,19%,16%,18%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,47%,40%,39%,49%,37%,39%,39%,39%,30%,31%,34%,33%,32%,38%,31%,23%,19%,24%,23%,25%,26%,23%,22%,19%,19%,16%,18%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,47%,40%,39%,49%,37%,39%,39%,39%,30%,30%,34%,34%,32%,37%,30%,24%,19%,24%,24%,25%,25%,23%,22%,19%,19%,16%,18%,17%,19%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,46%,41%,39%,49%,38%,39%,40%,39%,30%,30%,33%,33%,32%,37%,30%,23%,19%,24%,23%,25%,25%,23%,22%,20%,19%,16%,19%,17%,19%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,46%,40%,39%,49%,37%,39%,40%,39%,30%,30%,34%,34%,32%,37%,30%,24%,19%,24%,23%,26%,26%,23%,23%,20%,20%,16%,18%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,49%,51%,46%,41%,38%,49%,38%,40%,40%,39%,30%,30%,34%,34%,32%,37%,30%,24%,19%,24%,23%,26%,26%,23%,23%,20%,20%,16%,18%,16%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,52%,45%,41%,38%,50%,38%,39%,39%,39%,30%,30%,34%,33%,32%,37%,30%,24%,19%,24%,23%,25%,26%,23%,22%,21%,20%,16%,19%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
