-3.6,-3.5,-3.4,-3.2,-3.0,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2.0,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-1.0,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.3,-0.2,-0.1,-0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1.0,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2.0,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3.0,3.2,3.4,3.5,3.6
,,,,,,,,,,,,,,,,,,48%,51%,46%,40%,38%,50%,37%,40%,40%,39%,30%,30%,34%,33%,31%,37%,30%,23%,19%,24%,23%,25%,26%,23%,22%,20%,20%,16%,19%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,51%,46%,41%,38%,50%,37%,40%,40%,39%,29%,30%,34%,33%,31%,37%,29%,24%,19%,24%,23%,26%,26%,23%,22%,20%,20%,16%,19%,17%,19%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,51%,45%,41%,38%,50%,38%,40%,40%,39%,29%,30%,33%,33%,32%,36%,30%,24%,18%,24%,23%,26%,26%,23%,22%,21%,20%,16%,19%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,51%,46%,41%,38%,50%,38%,40%,40%,39%,29%,30%,33%,34%,32%,36%,30%,24%,18%,24%,22%,25%,27%,22%,22%,21%,20%,16%,19%,17%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,51%,46%,41%,38%,51%,38%,40%,39%,39%,29%,29%,33%,34%,32%,36%,30%,24%,18%,24%,23%,25%,26%,22%,22%,21%,19%,16%,19%,16%,18%,14%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,51%,46%,41%,37%,50%,38%,40%,39%,40%,29%,29%,33%,34%,32%,36%,30%,24%,18%,24%,23%,25%,26%,22%,23%,20%,19%,16%,19%,17%,18%,13%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,51%,46%,41%,38%,50%,38%,40%,39%,40%,30%,30%,33%,34%,31%,36%,30%,24%,18%,24%,24%,25%,26%,22%,23%,20%,20%,16%,19%,17%,18%,13%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,51%,46%,40%,38%,50%,38%,40%,39%,39%,29%,30%,33%,34%,31%,36%,30%,24%,18%,24%,24%,25%,26%,22%,23%,20%,20%,16%,18%,17%,18%,13%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,52%,47%,40%,38%,50%,38%,40%,39%,39%,30%,30%,33%,34%,32%,36%,30%,24%,18%,25%,24%,25%,26%,22%,22%,20%,20%,16%,18%,17%,18%,13%,16%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,51%,47%,40%,38%,50%,38%,40%,38%,39%,30%,30%,33%,34%,32%,35%,30%,24%,18%,25%,23%,25%,26%,22%,22%,20%,19%,16%,19%,17%,18%,13%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,47%,40%,38%,50%,38%,40%,38%,39%,30%,30%,33%,34%,32%,36%,30%,24%,18%,24%,24%,25%,26%,22%,22%,20%,19%,16%,19%,18%,18%,13%,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,47%,40%,38%,50%,38%,40%,38%,39%,30%,31%,33%,34%,32%,36%,29%,24%,18%,24%,24%,25%,27%,22%,22%,20%,19%,16%,19%,18%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,47%,40%,38%,51%,38%,40%,38%,39%,30%,30%,33%,34%,31%,35%,29%,25%,18%,25%,24%,25%,26%,22%,22%,20%,19%,16%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,47%,40%,39%,50%,38%,40%,38%,39%,30%,30%,34%,35%,31%,35%,29%,25%,18%,25%,24%,25%,26%,22%,22%,20%,19%,16%,18%,18%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,48%,40%,38%,50%,38%,40%,38%,39%,29%,30%,34%,34%,31%,35%,29%,25%,18%,26%,24%,25%,26%,22%,22%,19%,19%,16%,18%,18%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,48%,40%,38%,50%,38%,40%,38%,39%,29%,30%,34%,35%,31%,35%,29%,25%,18%,25%,24%,25%,27%,22%,23%,19%,19%,15%,18%,18%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,48%,40%,38%,50%,38%,40%,38%,39%,30%,30%,34%,35%,31%,35%,29%,25%,18%,25%,24%,25%,26%,22%,23%,19%,19%,16%,18%,18%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,48%,40%,39%,50%,38%,40%,38%,39%,30%,30%,34%,34%,31%,35%,28%,25%,17%,25%,23%,25%,26%,22%,22%,19%,19%,16%,18%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,48%,40%,39%,51%,38%,40%,38%,39%,29%,30%,34%,34%,31%,35%,29%,24%,17%,26%,23%,25%,26%,22%,23%,19%,18%,16%,18%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,48%,40%,38%,50%,38%,40%,38%,39%,30%,31%,34%,34%,31%,35%,29%,24%,17%,26%,23%,25%,26%,22%,23%,19%,18%,16%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,47%,40%,38%,50%,39%,40%,39%,39%,30%,31%,34%,34%,31%,35%,29%,24%,17%,26%,23%,25%,26%,22%,23%,19%,18%,16%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,47%,40%,38%,50%,39%,40%,39%,40%,29%,30%,34%,34%,31%,35%,29%,24%,17%,26%,23%,25%,26%,21%,22%,19%,19%,17%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,47%,40%,38%,50%,39%,40%,39%,40%,30%,31%,34%,35%,31%,35%,30%,24%,17%,26%,23%,25%,26%,21%,22%,19%,19%,16%,19%,18%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,47%,41%,38%,50%,39%,40%,39%,40%,30%,31%,34%,34%,32%,35%,30%,24%,17%,25%,23%,25%,25%,21%,23%,19%,19%,16%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,47%,41%,38%,50%,39%,41%,39%,40%,30%,32%,34%,34%,32%,35%,29%,24%,17%,26%,23%,25%,25%,21%,23%,19%,19%,17%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,47%,41%,38%,50%,39%,40%,39%,40%,30%,31%,34%,34%,31%,35%,30%,24%,17%,26%,23%,25%,25%,21%,23%,19%,19%,17%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,46%,42%,39%,50%,39%,41%,39%,40%,30%,31%,34%,34%,31%,35%,30%,24%,17%,26%,22%,24%,25%,21%,22%,19%,19%,18%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,48%,,47%,41%,39%,50%,39%,40%,38%,40%,31%,32%,35%,34%,31%,35%,30%,24%,17%,26%,23%,24%,25%,21%,22%,19%,19%,18%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,47%,,46%,42%,39%,49%,39%,41%,38%,40%,31%,32%,35%,34%,31%,35%,30%,24%,17%,26%,23%,24%,25%,21%,22%,19%,19%,18%,19%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,47%,42%,39%,50%,38%,41%,38%,40%,31%,32%,35%,34%,31%,34%,30%,24%,17%,26%,23%,24%,25%,21%,23%,19%,19%,18%,18%,17%,17%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,47%,42%,39%,50%,39%,41%,38%,40%,31%,33%,35%,35%,32%,34%,30%,24%,17%,26%,22%,24%,24%,20%,22%,19%,19%,18%,18%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,47%,42%,39%,50%,39%,42%,38%,40%,31%,32%,36%,35%,31%,34%,30%,24%,17%,26%,22%,24%,24%,20%,22%,20%,19%,18%,18%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,47%,42%,39%,50%,38%,42%,38%,39%,32%,33%,35%,35%,31%,34%,30%,24%,17%,26%,22%,24%,24%,20%,22%,20%,19%,18%,18%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,47%,42%,40%,50%,38%,42%,38%,39%,32%,33%,36%,35%,31%,34%,30%,24%,17%,26%,23%,24%,25%,21%,22%,20%,19%,18%,18%,17%,18%,,15%,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,40%,50%,38%,42%,38%,40%,32%,33%,36%,34%,31%,34%,30%,24%,16%,26%,22%,24%,25%,20%,22%,20%,18%,18%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,40%,50%,38%,42%,38%,39%,32%,33%,36%,34%,31%,34%,30%,23%,16%,25%,22%,24%,25%,20%,22%,19%,18%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,40%,50%,38%,42%,39%,39%,33%,33%,36%,34%,31%,34%,30%,24%,16%,25%,22%,24%,25%,20%,22%,20%,19%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,40%,50%,38%,42%,38%,39%,33%,33%,36%,34%,31%,34%,30%,24%,16%,25%,22%,24%,25%,20%,22%,20%,19%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,40%,50%,38%,42%,38%,39%,33%,33%,36%,34%,31%,34%,29%,24%,16%,25%,23%,24%,25%,20%,22%,20%,19%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,40%,50%,38%,42%,38%,39%,33%,33%,36%,34%,31%,34%,29%,23%,16%,25%,23%,23%,24%,20%,21%,20%,20%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,43%,39%,50%,38%,42%,38%,38%,33%,33%,35%,33%,31%,33%,29%,23%,17%,25%,23%,23%,24%,20%,21%,19%,20%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,43%,39%,50%,38%,42%,38%,39%,33%,33%,35%,34%,30%,33%,29%,23%,16%,25%,23%,24%,24%,20%,21%,19%,20%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,42%,39%,50%,38%,42%,38%,39%,33%,33%,35%,34%,30%,34%,29%,24%,16%,25%,23%,24%,24%,20%,21%,20%,20%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,42%,39%,50%,38%,42%,38%,39%,33%,33%,35%,34%,30%,33%,29%,23%,16%,25%,22%,23%,24%,21%,21%,20%,20%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,42%,39%,50%,38%,41%,38%,39%,33%,32%,35%,34%,30%,33%,29%,23%,16%,25%,22%,24%,24%,20%,21%,20%,20%,17%,18%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,41%,37%,39%,34%,32%,36%,34%,31%,34%,28%,23%,16%,25%,22%,24%,25%,21%,21%,19%,19%,17%,18%,18%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,42%,39%,50%,39%,41%,38%,39%,33%,32%,35%,34%,31%,33%,29%,23%,16%,25%,22%,24%,25%,21%,21%,19%,19%,17%,17%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,42%,39%,50%,38%,41%,38%,38%,33%,32%,36%,34%,31%,33%,29%,23%,16%,24%,22%,24%,24%,21%,21%,19%,19%,17%,17%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,42%,39%,50%,39%,41%,38%,38%,33%,32%,36%,34%,30%,34%,29%,23%,16%,25%,22%,24%,24%,21%,21%,19%,19%,17%,17%,18%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,42%,39%,49%,39%,40%,38%,38%,33%,33%,36%,34%,30%,33%,28%,23%,16%,25%,22%,24%,24%,21%,21%,19%,19%,17%,18%,18%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,41%,38%,38%,33%,32%,36%,34%,30%,33%,28%,23%,16%,25%,22%,24%,24%,21%,21%,19%,19%,17%,18%,18%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,41%,37%,38%,33%,32%,36%,34%,30%,33%,28%,23%,16%,25%,22%,24%,24%,21%,21%,19%,19%,17%,18%,18%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,40%,37%,38%,33%,32%,36%,34%,30%,33%,28%,23%,16%,25%,22%,23%,24%,21%,21%,19%,19%,17%,17%,17%,18%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,50%,38%,41%,37%,37%,33%,32%,36%,34%,30%,33%,28%,23%,16%,25%,22%,23%,24%,21%,21%,19%,19%,17%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,40%,37%,37%,33%,32%,36%,34%,30%,33%,28%,23%,16%,25%,22%,23%,24%,21%,21%,19%,19%,17%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,50%,38%,40%,37%,37%,33%,32%,36%,34%,30%,33%,29%,23%,16%,24%,22%,24%,24%,21%,21%,19%,19%,17%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,50%,38%,41%,37%,37%,33%,32%,36%,34%,30%,32%,28%,23%,17%,24%,22%,23%,23%,22%,21%,18%,18%,17%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,40%,37%,38%,33%,32%,35%,34%,30%,32%,28%,22%,17%,24%,22%,23%,23%,22%,21%,18%,19%,17%,17%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,44%,39%,50%,38%,40%,38%,38%,33%,32%,36%,33%,30%,32%,29%,22%,17%,25%,22%,24%,23%,21%,21%,18%,19%,17%,17%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,44%,39%,50%,38%,40%,38%,37%,33%,32%,36%,33%,30%,32%,28%,22%,17%,24%,22%,24%,23%,21%,20%,18%,19%,17%,17%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,50%,38%,40%,38%,37%,33%,32%,35%,34%,30%,32%,29%,22%,17%,24%,22%,23%,23%,21%,20%,18%,19%,17%,17%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,43%,38%,50%,38%,40%,38%,37%,33%,32%,36%,33%,30%,32%,29%,22%,17%,24%,22%,23%,23%,21%,20%,18%,19%,17%,17%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,50%,38%,40%,38%,37%,33%,32%,36%,33%,30%,32%,29%,22%,17%,24%,22%,23%,23%,21%,20%,18%,19%,17%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,38%,40%,38%,37%,34%,32%,35%,34%,30%,32%,28%,22%,17%,24%,23%,23%,23%,21%,20%,18%,19%,17%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,38%,40%,38%,37%,34%,32%,35%,34%,30%,32%,28%,22%,17%,24%,23%,23%,23%,21%,20%,18%,19%,17%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,49%,39%,40%,38%,37%,34%,32%,35%,34%,30%,32%,28%,23%,17%,24%,23%,23%,23%,21%,20%,18%,19%,16%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,44%,38%,49%,39%,41%,38%,37%,34%,32%,35%,34%,30%,32%,28%,22%,17%,24%,23%,23%,23%,21%,20%,18%,19%,16%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,48%,39%,40%,38%,37%,33%,32%,35%,33%,30%,32%,29%,23%,17%,24%,23%,23%,23%,21%,20%,18%,19%,16%,18%,18%,19%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,41%,38%,37%,33%,32%,35%,33%,29%,32%,29%,23%,17%,24%,23%,24%,23%,21%,20%,18%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,41%,38%,37%,33%,32%,35%,34%,29%,32%,29%,23%,17%,24%,23%,23%,23%,21%,20%,19%,19%,16%,17%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,41%,38%,37%,33%,32%,35%,34%,30%,32%,29%,22%,17%,24%,22%,23%,23%,21%,20%,19%,19%,16%,17%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,41%,38%,37%,33%,32%,35%,34%,30%,32%,29%,22%,17%,24%,22%,23%,23%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,41%,37%,37%,34%,33%,35%,34%,30%,32%,29%,22%,17%,24%,22%,24%,23%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,38%,41%,38%,37%,33%,33%,35%,33%,30%,32%,29%,22%,17%,25%,23%,24%,23%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,48%,39%,41%,38%,38%,34%,32%,35%,33%,30%,32%,29%,22%,17%,25%,22%,24%,23%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,41%,37%,37%,34%,32%,35%,33%,31%,32%,29%,22%,17%,25%,23%,24%,24%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,48%,38%,40%,38%,37%,33%,32%,35%,33%,31%,31%,29%,22%,17%,25%,23%,24%,24%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,49%,39%,40%,38%,37%,34%,32%,35%,33%,31%,32%,29%,23%,18%,25%,23%,23%,24%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,49%,39%,40%,38%,38%,34%,32%,36%,33%,31%,32%,30%,23%,18%,25%,23%,23%,24%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,38%,49%,39%,40%,38%,38%,34%,32%,36%,33%,31%,31%,29%,22%,18%,25%,23%,23%,24%,21%,20%,19%,19%,16%,18%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,43%,39%,49%,39%,40%,38%,37%,34%,32%,36%,33%,31%,31%,29%,22%,18%,25%,23%,23%,24%,21%,20%,19%,19%,16%,17%,18%,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,38%,49%,38%,40%,38%,37%,34%,32%,36%,34%,32%,31%,29%,22%,18%,25%,23%,23%,23%,21%,20%,19%,19%,16%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,38%,49%,39%,40%,38%,37%,33%,32%,36%,33%,32%,31%,29%,22%,18%,25%,23%,23%,24%,21%,20%,19%,20%,16%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,39%,49%,39%,40%,38%,37%,33%,32%,36%,33%,32%,31%,29%,22%,18%,25%,22%,24%,24%,21%,20%,18%,20%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,39%,49%,38%,40%,38%,37%,33%,32%,36%,33%,32%,31%,29%,22%,18%,25%,23%,24%,24%,22%,20%,19%,20%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,39%,49%,39%,39%,38%,37%,33%,33%,36%,33%,32%,31%,29%,22%,18%,25%,23%,24%,24%,22%,20%,19%,20%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,49%,38%,39%,38%,37%,33%,33%,36%,33%,32%,32%,29%,22%,18%,25%,23%,24%,24%,21%,20%,19%,19%,15%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,39%,49%,38%,39%,38%,38%,33%,32%,36%,33%,32%,32%,28%,22%,18%,25%,23%,24%,24%,21%,20%,19%,19%,15%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,49%,38%,39%,39%,37%,33%,32%,36%,33%,33%,32%,29%,22%,18%,25%,23%,24%,24%,21%,20%,19%,19%,15%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,49%,,39%,49%,38%,40%,39%,37%,33%,32%,36%,33%,33%,33%,29%,22%,18%,25%,23%,24%,24%,21%,20%,18%,19%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,39%,37%,33%,32%,36%,33%,32%,33%,29%,22%,18%,25%,23%,23%,24%,21%,20%,18%,19%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,39%,40%,39%,37%,33%,32%,36%,33%,33%,33%,29%,22%,18%,25%,23%,23%,24%,21%,20%,18%,19%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,38%,38%,33%,32%,36%,33%,33%,33%,29%,22%,18%,25%,23%,23%,24%,21%,20%,18%,19%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,38%,37%,33%,32%,36%,33%,32%,32%,29%,22%,18%,25%,23%,23%,24%,21%,20%,19%,19%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,38%,37%,33%,32%,35%,33%,32%,32%,29%,22%,18%,25%,23%,23%,24%,21%,20%,18%,20%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,38%,37%,33%,32%,35%,33%,33%,32%,29%,22%,18%,25%,23%,23%,24%,21%,20%,19%,20%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,39%,37%,33%,32%,35%,33%,33%,32%,29%,22%,18%,24%,23%,23%,24%,21%,19%,19%,20%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,49%,38%,40%,39%,37%,33%,32%,35%,33%,33%,32%,29%,22%,18%,24%,24%,23%,24%,21%,19%,19%,21%,16%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,39%,37%,33%,32%,35%,33%,33%,32%,29%,22%,18%,24%,24%,23%,24%,20%,19%,19%,20%,16%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,39%,37%,33%,32%,35%,32%,33%,32%,29%,22%,18%,24%,24%,23%,24%,20%,20%,18%,20%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,39%,37%,33%,32%,35%,32%,33%,32%,29%,21%,18%,24%,24%,23%,24%,20%,20%,18%,21%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,48%,,39%,48%,38%,40%,39%,37%,33%,32%,35%,32%,33%,31%,29%,21%,18%,24%,24%,23%,24%,20%,20%,18%,21%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,48%,38%,40%,39%,37%,33%,32%,35%,32%,33%,31%,29%,21%,18%,24%,24%,23%,24%,20%,20%,18%,21%,15%,18%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,39%,48%,38%,40%,39%,38%,33%,32%,35%,33%,33%,31%,29%,21%,18%,24%,23%,23%,25%,20%,20%,19%,20%,15%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,39%,49%,38%,40%,39%,37%,33%,32%,35%,33%,33%,31%,29%,21%,18%,24%,23%,23%,24%,20%,20%,19%,20%,15%,17%,,20%,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,39%,49%,38%,40%,39%,38%,33%,32%,35%,32%,33%,31%,29%,21%,18%,24%,23%,23%,25%,20%,20%,18%,21%,15%,18%,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,40%,49%,38%,40%,39%,38%,33%,32%,35%,32%,33%,32%,29%,21%,18%,24%,24%,23%,25%,20%,19%,18%,21%,15%,18%,,,,,,,,,,,,,,,,,,,,,,
