,,,,,,,,,,,,,,,,,,,,,,17%,22%,25%,18%,28%,27%,22%,38%,23%,25%,33%,25%,35%,32%,38%,35%,28%,27%,48%,48%,50%,32%,48%,40%,38%,47%,48%,38%,38%,57%,50%,52%,53%,62%,53%,55%,63%,63%,42%,58%,57%,60%,65%,72%,65%,63%,68%,75%,73%,70%,,72%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,18%,21%,26%,18%,28%,26%,23%,38%,25%,25%,33%,25%,34%,33%,38%,36%,28%,26%,49%,48%,49%,31%,49%,41%,38%,48%,48%,39%,38%,57%,49%,51%,52%,61%,52%,54%,64%,62%,43%,57%,57%,61%,66%,70%,66%,64%,67%,75%,72%,70%,,72%,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,18%,21%,27%,18%,27%,27%,23%,37%,24%,24%,34%,24%,35%,34%,37%,37%,27%,26%,48%,47%,48%,31%,48%,40%,39%,48%,48%,39%,37%,56%,50%,50%,53%,60%,52%,53%,63%,63%,44%,58%,56%,61%,66%,69%,65%,65%,68%,74%,73%,69%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,17%,21%,29%,17%,27%,27%,22%,37%,24%,24%,33%,25%,35%,35%,37%,38%,27%,25%,48%,48%,48%,30%,49%,40%,38%,48%,49%,38%,37%,56%,51%,49%,54%,60%,52%,54%,62%,63%,43%,59%,56%,60%,67%,70%,65%,65%,68%,73%,71%,70%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,17%,22%,28%,19%,28%,27%,22%,36%,23%,23%,33%,25%,36%,34%,36%,38%,28%,25%,48%,47%,47%,31%,50%,39%,38%,48%,48%,39%,38%,56%,50%,50%,53%,59%,53%,53%,62%,64%,44%,59%,56%,59%,66%,70%,66%,66%,69%,73%,72%,69%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,17%,23%,28%,18%,28%,26%,22%,37%,23%,25%,34%,26%,35%,35%,35%,37%,28%,25%,49%,48%,48%,32%,49%,40%,37%,48%,48%,40%,38%,57%,51%,51%,52%,60%,54%,54%,63%,63%,43%,60%,57%,58%,66%,71%,66%,65%,68%,74%,72%,69%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,17%,23%,27%,18%,29%,26%,21%,38%,23%,24%,35%,27%,36%,36%,36%,36%,29%,24%,48%,47%,48%,33%,50%,39%,38%,48%,48%,39%,39%,56%,50%,52%,53%,61%,53%,55%,64%,62%,44%,61%,58%,59%,65%,71%,67%,65%,68%,73%,71%,70%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,16%,22%,27%,18%,28%,27%,21%,37%,22%,24%,36%,27%,37%,36%,36%,36%,30%,24%,49%,46%,49%,33%,49%,39%,37%,48%,48%,40%,39%,55%,49%,51%,52%,61%,52%,55%,64%,63%,45%,60%,57%,58%,66%,72%,67%,66%,69%,72%,72%,70%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,22%,26%,18%,28%,26%,21%,38%,22%,25%,35%,26%,38%,37%,37%,35%,29%,25%,49%,46%,49%,32%,50%,38%,37%,49%,47%,41%,40%,54%,49%,51%,53%,62%,53%,56%,63%,63%,46%,59%,57%,59%,65%,72%,66%,66%,68%,71%,72%,69%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,22%,28%,17%,28%,26%,22%,38%,22%,26%,35%,26%,38%,36%,36%,35%,29%,25%,49%,45%,49%,32%,51%,38%,36%,48%,46%,41%,39%,54%,49%,51%,54%,61%,52%,57%,64%,64%,45%,59%,58%,59%,64%,72%,67%,67%,68%,71%,72%,70%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,29%,19%,29%,26%,23%,37%,21%,27%,34%,26%,39%,36%,37%,34%,30%,24%,49%,46%,49%,33%,51%,39%,36%,47%,47%,40%,39%,54%,49%,51%,53%,61%,53%,57%,63%,64%,46%,60%,59%,60%,64%,71%,67%,67%,69%,71%,71%,69%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,28%,18%,30%,25%,23%,37%,21%,27%,34%,25%,38%,35%,37%,35%,30%,25%,48%,45%,49%,32%,51%,38%,37%,48%,48%,41%,39%,55%,49%,51%,54%,61%,54%,58%,63%,63%,46%,61%,59%,59%,65%,72%,66%,68%,69%,72%,72%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,29%,18%,31%,25%,24%,36%,21%,28%,35%,25%,39%,35%,36%,35%,29%,25%,47%,44%,49%,32%,50%,39%,36%,47%,47%,40%,39%,54%,50%,50%,53%,60%,54%,57%,62%,64%,47%,61%,60%,60%,64%,72%,67%,68%,69%,71%,71%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,29%,18%,30%,26%,23%,36%,22%,27%,34%,25%,38%,34%,36%,34%,30%,26%,48%,44%,49%,32%,51%,40%,36%,47%,48%,41%,38%,55%,51%,49%,52%,59%,55%,56%,63%,64%,47%,62%,60%,60%,64%,73%,67%,68%,70%,70%,71%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,28%,19%,31%,26%,24%,35%,22%,27%,35%,26%,38%,34%,36%,35%,30%,27%,47%,43%,49%,31%,50%,41%,35%,46%,47%,42%,38%,55%,50%,50%,51%,59%,54%,55%,64%,64%,47%,62%,59%,61%,65%,73%,66%,69%,70%,70%,70%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,28%,19%,31%,25%,24%,35%,23%,27%,36%,25%,37%,33%,37%,35%,31%,27%,48%,43%,48%,32%,49%,41%,35%,45%,48%,41%,37%,55%,49%,51%,52%,59%,53%,56%,64%,64%,48%,63%,60%,60%,64%,73%,65%,69%,71%,71%,69%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,28%,20%,30%,25%,24%,34%,22%,26%,37%,26%,37%,33%,37%,36%,30%,26%,47%,42%,47%,33%,49%,42%,36%,45%,47%,41%,37%,55%,49%,51%,51%,58%,53%,55%,63%,63%,49%,63%,61%,59%,64%,74%,66%,70%,70%,71%,70%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,27%,19%,30%,25%,23%,34%,22%,26%,36%,26%,36%,32%,38%,36%,31%,26%,48%,42%,47%,32%,49%,43%,35%,44%,48%,42%,36%,56%,49%,51%,52%,57%,53%,55%,64%,64%,48%,62%,60%,60%,64%,74%,66%,70%,70%,71%,70%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,28%,19%,29%,26%,23%,33%,23%,26%,36%,27%,37%,33%,37%,36%,32%,26%,49%,42%,46%,32%,49%,42%,36%,45%,47%,41%,36%,56%,49%,51%,53%,58%,54%,55%,64%,64%,49%,63%,60%,59%,63%,74%,65%,71%,71%,71%,71%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,28%,20%,30%,25%,23%,33%,23%,27%,35%,28%,37%,33%,37%,35%,32%,27%,48%,42%,47%,32%,49%,42%,37%,44%,47%,41%,35%,56%,48%,51%,53%,57%,54%,56%,63%,63%,48%,62%,61%,59%,63%,75%,66%,71%,70%,70%,71%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,28%,20%,31%,26%,22%,34%,24%,28%,35%,28%,36%,32%,38%,36%,31%,26%,48%,42%,46%,31%,50%,42%,36%,44%,48%,40%,36%,56%,49%,51%,54%,57%,55%,56%,62%,64%,49%,62%,61%,60%,64%,75%,65%,71%,70%,69%,70%,68%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,27%,20%,31%,27%,23%,33%,23%,27%,35%,27%,36%,32%,37%,36%,31%,27%,47%,43%,47%,31%,51%,42%,36%,44%,48%,41%,36%,56%,48%,51%,53%,58%,54%,57%,63%,64%,48%,63%,62%,60%,64%,74%,65%,72%,69%,69%,70%,67%,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,27%,20%,30%,27%,23%,34%,23%,27%,34%,27%,37%,32%,37%,37%,30%,27%,48%,43%,46%,32%,50%,43%,35%,45%,49%,40%,35%,56%,49%,50%,52%,59%,55%,57%,62%,65%,49%,63%,61%,60%,65%,74%,65%,72%,68%,,71%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,27%,19%,30%,28%,23%,34%,24%,28%,35%,28%,36%,31%,36%,37%,30%,27%,48%,43%,46%,31%,49%,43%,36%,45%,49%,40%,35%,55%,48%,51%,52%,58%,55%,57%,61%,64%,49%,64%,60%,59%,65%,73%,65%,71%,69%,,71%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,26%,19%,31%,29%,23%,33%,24%,29%,35%,27%,36%,32%,36%,38%,30%,27%,48%,43%,46%,31%,49%,43%,37%,44%,50%,40%,36%,56%,48%,51%,51%,58%,56%,57%,62%,63%,50%,64%,61%,60%,65%,74%,65%,70%,69%,,70%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,26%,19%,31%,28%,24%,33%,24%,29%,34%,27%,35%,33%,36%,38%,29%,27%,47%,44%,46%,31%,49%,42%,36%,44%,51%,40%,35%,55%,47%,52%,52%,59%,56%,58%,61%,64%,49%,65%,60%,60%,66%,74%,66%,69%,68%,,71%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,,19%,31%,28%,23%,33%,23%,30%,34%,28%,35%,34%,37%,37%,29%,27%,48%,43%,45%,31%,50%,42%,37%,43%,50%,40%,35%,55%,47%,52%,51%,58%,57%,58%,60%,64%,50%,64%,60%,60%,66%,74%,66%,69%,69%,,71%,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,,20%,32%,28%,24%,32%,24%,30%,33%,28%,36%,33%,37%,37%,29%,26%,47%,43%,45%,31%,49%,41%,37%,43%,49%,40%,36%,54%,46%,53%,51%,59%,56%,59%,60%,63%,49%,64%,60%,60%,67%,74%,66%,69%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,,19%,33%,28%,24%,32%,24%,30%,34%,27%,36%,33%,38%,38%,30%,27%,47%,43%,44%,31%,50%,41%,38%,42%,50%,41%,36%,53%,45%,52%,50%,59%,56%,58%,60%,64%,49%,64%,60%,59%,67%,74%,65%,68%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,,19%,33%,29%,24%,33%,24%,29%,34%,28%,37%,33%,37%,37%,29%,27%,46%,43%,44%,31%,51%,40%,38%,42%,51%,42%,36%,53%,45%,53%,49%,60%,55%,58%,60%,64%,48%,64%,61%,58%,67%,74%,65%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,,19%,33%,29%,23%,32%,23%,29%,33%,29%,37%,32%,37%,37%,29%,27%,47%,42%,43%,32%,50%,41%,39%,42%,50%,42%,37%,52%,46%,52%,50%,60%,54%,59%,59%,64%,48%,64%,60%,59%,68%,74%,66%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,,19%,34%,30%,24%,32%,23%,29%,33%,29%,37%,32%,36%,37%,29%,27%,47%,43%,43%,33%,51%,41%,40%,42%,49%,42%,37%,52%,46%,52%,51%,60%,55%,59%,59%,65%,48%,65%,60%,58%,68%,74%,66%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,21%,,20%,34%,29%,24%,32%,24%,28%,33%,28%,37%,32%,36%,38%,28%,27%,47%,42%,42%,33%,50%,41%,39%,42%,50%,42%,38%,52%,46%,51%,50%,60%,55%,60%,60%,65%,49%,64%,61%,59%,68%,74%,66%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,,19%,33%,30%,24%,31%,24%,29%,32%,29%,38%,31%,35%,39%,29%,28%,46%,43%,43%,33%,49%,42%,40%,42%,51%,42%,38%,52%,45%,52%,49%,60%,56%,60%,60%,65%,48%,63%,60%,59%,69%,74%,66%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,20%,,19%,33%,30%,23%,31%,24%,29%,32%,29%,38%,31%,35%,38%,29%,28%,46%,44%,43%,34%,49%,41%,39%,41%,50%,41%,37%,52%,45%,51%,50%,60%,56%,60%,60%,64%,48%,64%,61%,60%,69%,74%,66%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,19%,34%,29%,23%,31%,24%,29%,32%,29%,38%,31%,35%,39%,29%,28%,45%,43%,43%,34%,49%,41%,39%,42%,51%,41%,37%,53%,45%,52%,49%,60%,56%,60%,60%,64%,48%,63%,60%,60%,69%,74%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,19%,33%,29%,23%,31%,24%,30%,31%,29%,38%,30%,35%,40%,30%,28%,45%,43%,43%,34%,49%,41%,39%,43%,51%,42%,38%,53%,46%,51%,49%,59%,56%,60%,60%,65%,49%,64%,59%,60%,70%,74%,66%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,19%,33%,29%,24%,31%,25%,30%,31%,29%,38%,30%,35%,39%,30%,28%,44%,42%,43%,34%,49%,40%,39%,42%,52%,42%,37%,53%,45%,51%,48%,59%,57%,61%,60%,65%,49%,63%,60%,61%,69%,74%,65%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,18%,34%,29%,23%,31%,24%,30%,32%,29%,38%,30%,35%,39%,31%,29%,44%,42%,44%,34%,49%,41%,40%,43%,51%,43%,37%,53%,46%,50%,48%,59%,56%,60%,59%,65%,50%,62%,60%,60%,68%,73%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,18%,33%,28%,23%,30%,24%,29%,31%,28%,38%,29%,34%,38%,30%,29%,44%,41%,43%,33%,49%,40%,39%,42%,51%,43%,37%,53%,45%,51%,48%,59%,57%,60%,59%,65%,51%,63%,61%,61%,68%,74%,65%,69%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,18%,33%,29%,24%,31%,24%,29%,32%,28%,39%,30%,35%,38%,31%,29%,45%,41%,43%,34%,49%,40%,39%,42%,51%,44%,38%,52%,45%,51%,48%,58%,57%,60%,58%,65%,51%,63%,61%,61%,68%,73%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,19%,33%,29%,25%,31%,25%,29%,32%,29%,39%,31%,35%,39%,31%,29%,45%,41%,43%,34%,49%,40%,40%,42%,50%,44%,39%,52%,45%,50%,49%,58%,57%,60%,58%,64%,50%,63%,60%,61%,67%,73%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,19%,32%,28%,25%,30%,25%,29%,31%,28%,39%,30%,34%,38%,31%,28%,45%,41%,43%,33%,48%,39%,39%,41%,51%,44%,38%,52%,45%,50%,48%,58%,58%,60%,59%,65%,50%,64%,61%,61%,67%,74%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,18%,32%,29%,24%,30%,24%,30%,31%,29%,40%,30%,34%,39%,31%,28%,46%,41%,43%,33%,49%,40%,40%,41%,51%,45%,39%,51%,45%,50%,49%,58%,58%,60%,58%,65%,50%,64%,61%,61%,67%,74%,65%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,19%,32%,29%,24%,30%,24%,30%,31%,29%,39%,30%,34%,38%,32%,29%,45%,40%,42%,34%,49%,40%,39%,40%,51%,45%,38%,51%,45%,50%,49%,58%,59%,61%,59%,64%,51%,64%,62%,61%,66%,74%,64%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,31%,29%,24%,30%,25%,30%,30%,29%,39%,30%,33%,39%,32%,30%,45%,40%,42%,34%,50%,41%,39%,41%,51%,45%,39%,50%,45%,50%,50%,58%,59%,61%,58%,65%,51%,64%,62%,60%,67%,74%,65%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21%,31%,29%,25%,30%,25%,29%,31%,28%,39%,29%,33%,39%,32%,29%,45%,40%,42%,35%,50%,41%,39%,41%,52%,44%,39%,50%,44%,50%,50%,58%,59%,60%,58%,65%,51%,63%,61%,59%,66%,74%,65%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21%,31%,30%,24%,30%,25%,29%,31%,28%,38%,29%,33%,39%,33%,29%,46%,40%,42%,36%,50%,41%,39%,41%,51%,44%,38%,50%,45%,50%,50%,58%,59%,61%,58%,65%,50%,63%,61%,59%,66%,73%,64%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,31%,30%,24%,30%,26%,30%,31%,28%,38%,29%,32%,40%,33%,29%,46%,40%,42%,36%,50%,42%,40%,41%,52%,44%,39%,51%,45%,50%,51%,58%,59%,60%,57%,65%,50%,62%,61%,59%,67%,73%,64%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,31%,29%,24%,30%,27%,29%,32%,28%,38%,29%,33%,39%,34%,28%,46%,39%,42%,37%,50%,41%,40%,41%,51%,43%,39%,51%,45%,50%,51%,58%,60%,60%,58%,65%,50%,61%,61%,60%,66%,73%,64%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21%,31%,29%,25%,30%,26%,30%,32%,27%,38%,30%,34%,40%,35%,29%,45%,39%,42%,36%,50%,42%,40%,42%,51%,44%,40%,51%,45%,51%,52%,57%,59%,59%,57%,65%,51%,61%,62%,59%,66%,74%,65%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21%,31%,30%,24%,30%,26%,30%,32%,27%,38%,30%,33%,40%,34%,29%,45%,40%,42%,36%,50%,41%,40%,42%,51%,43%,40%,51%,44%,51%,51%,58%,59%,59%,57%,65%,51%,61%,61%,59%,66%,73%,64%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21%,30%,30%,25%,29%,27%,29%,32%,27%,38%,30%,33%,39%,34%,29%,46%,39%,43%,37%,50%,41%,40%,42%,51%,43%,40%,52%,44%,51%,51%,58%,59%,60%,56%,65%,51%,62%,62%,60%,66%,73%,64%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,30%,30%,26%,29%,27%,29%,32%,27%,37%,30%,33%,39%,35%,29%,45%,39%,43%,36%,50%,41%,40%,42%,50%,43%,40%,51%,43%,50%,51%,58%,59%,60%,57%,65%,51%,62%,62%,60%,66%,73%,65%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,30%,30%,25%,30%,27%,30%,32%,26%,37%,30%,33%,39%,34%,30%,46%,39%,43%,36%,50%,41%,40%,41%,51%,43%,39%,51%,44%,50%,51%,58%,60%,61%,57%,65%,52%,61%,62%,61%,67%,73%,64%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,30%,30%,26%,30%,27%,30%,31%,26%,37%,30%,33%,38%,34%,30%,46%,39%,43%,36%,50%,41%,41%,42%,50%,43%,39%,50%,44%,50%,50%,58%,60%,61%,57%,64%,52%,62%,63%,61%,67%,73%,64%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,29%,31%,27%,29%,28%,30%,31%,26%,37%,30%,33%,39%,34%,30%,46%,39%,42%,36%,49%,41%,41%,42%,50%,42%,39%,51%,44%,50%,50%,59%,60%,60%,58%,65%,52%,62%,63%,61%,67%,73%,65%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,29%,31%,26%,30%,27%,30%,31%,26%,37%,31%,33%,38%,34%,30%,45%,39%,42%,36%,50%,40%,41%,43%,50%,43%,39%,51%,44%,50%,50%,59%,61%,61%,58%,65%,51%,62%,62%,62%,68%,73%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,20%,30%,31%,26%,30%,27%,30%,31%,25%,36%,31%,33%,39%,34%,30%,45%,40%,42%,36%,49%,41%,41%,43%,49%,42%,40%,51%,44%,50%,50%,58%,61%,61%,58%,65%,52%,62%,62%,61%,67%,73%,64%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,21%,30%,30%,26%,29%,27%,29%,32%,25%,36%,32%,33%,39%,34%,30%,45%,39%,43%,36%,49%,41%,41%,43%,49%,43%,39%,50%,44%,50%,50%,59%,61%,61%,57%,65%,52%,61%,61%,61%,66%,73%,65%,67%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,30%,30%,27%,29%,27%,29%,32%,26%,36%,32%,32%,38%,34%,31%,45%,40%,43%,37%,49%,41%,41%,42%,48%,42%,40%,50%,44%,49%,51%,58%,61%,62%,57%,64%,52%,62%,61%,61%,66%,73%,65%,68%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,31%,30%,26%,29%,26%,29%,31%,26%,36%,32%,32%,39%,34%,31%,45%,40%,43%,37%,49%,40%,40%,42%,48%,43%,40%,50%,44%,50%,50%,59%,60%,61%,57%,64%,51%,61%,60%,61%,66%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,30%,30%,26%,29%,26%,29%,31%,26%,35%,32%,32%,39%,34%,30%,44%,39%,43%,38%,49%,40%,41%,43%,48%,43%,40%,49%,43%,49%,51%,59%,61%,61%,57%,64%,52%,61%,60%,61%,66%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,26%,29%,26%,28%,31%,27%,35%,32%,33%,39%,34%,31%,44%,40%,44%,38%,49%,41%,41%,42%,49%,44%,40%,50%,44%,50%,51%,59%,60%,61%,57%,64%,52%,61%,59%,62%,67%,73%,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,27%,30%,26%,28%,31%,27%,35%,32%,32%,40%,34%,31%,44%,40%,44%,38%,49%,41%,41%,42%,48%,44%,40%,49%,44%,50%,51%,59%,60%,60%,57%,65%,52%,60%,60%,62%,67%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,26%,30%,26%,29%,30%,27%,34%,32%,33%,39%,34%,32%,44%,39%,44%,38%,49%,41%,41%,42%,48%,44%,40%,50%,43%,50%,50%,59%,60%,61%,58%,65%,53%,61%,59%,62%,66%,74%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,27%,29%,25%,29%,30%,27%,35%,33%,33%,40%,33%,33%,44%,39%,44%,38%,48%,40%,40%,42%,48%,44%,40%,49%,43%,49%,51%,60%,60%,61%,58%,65%,52%,60%,59%,63%,66%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,27%,29%,25%,28%,30%,27%,35%,32%,34%,39%,34%,32%,44%,39%,43%,39%,48%,40%,41%,42%,49%,44%,41%,49%,43%,50%,51%,60%,59%,61%,58%,65%,53%,60%,59%,63%,65%,73%,65%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,27%,29%,26%,29%,30%,27%,34%,32%,34%,39%,34%,33%,45%,40%,43%,38%,48%,40%,41%,41%,49%,44%,41%,49%,42%,50%,52%,60%,59%,61%,58%,65%,53%,60%,59%,63%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,29%,27%,29%,26%,29%,29%,26%,34%,33%,34%,39%,34%,33%,45%,40%,43%,38%,49%,40%,42%,41%,49%,44%,40%,50%,42%,50%,51%,60%,60%,60%,58%,64%,53%,60%,58%,64%,66%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,28%,28%,25%,29%,30%,27%,35%,33%,35%,39%,35%,33%,45%,41%,43%,38%,48%,41%,42%,42%,48%,45%,40%,50%,42%,49%,52%,60%,60%,61%,58%,65%,54%,60%,58%,64%,65%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,28%,26%,30%,31%,27%,34%,33%,34%,39%,34%,34%,45%,40%,43%,38%,49%,41%,41%,42%,48%,45%,40%,50%,42%,49%,52%,60%,60%,61%,58%,65%,54%,60%,57%,63%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,28%,27%,30%,30%,27%,35%,33%,34%,39%,34%,33%,45%,41%,42%,39%,48%,42%,42%,42%,48%,45%,41%,49%,42%,48%,52%,60%,60%,61%,58%,64%,54%,61%,57%,64%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,29%,26%,29%,30%,27%,35%,32%,34%,39%,34%,33%,44%,41%,42%,39%,49%,41%,41%,42%,49%,44%,41%,49%,43%,49%,53%,60%,60%,62%,57%,65%,54%,60%,56%,64%,65%,74%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,28%,27%,28%,27%,29%,30%,27%,35%,32%,34%,40%,34%,34%,45%,40%,42%,39%,49%,41%,41%,43%,49%,44%,41%,49%,43%,49%,53%,60%,60%,61%,57%,65%,54%,60%,56%,64%,66%,73%,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
