,,,,,,,,25%,38%,50%,42%,42%,38%,50%,38%,29%,46%,46%,17%,21%,33%,25%,29%,25%,33%,29%,21%,46%,21%,25%,50%,38%,25%,25%,25%,33%,33%,38%,29%,21%,25%,25%,21%,21%,29%,21%,21%,8%,33%,12%,,,,,,,,
,,,,,,,,28%,40%,52%,40%,40%,40%,48%,36%,28%,44%,44%,16%,24%,32%,24%,28%,24%,32%,28%,20%,44%,20%,28%,48%,36%,24%,24%,24%,36%,32%,36%,28%,20%,24%,24%,24%,20%,28%,20%,20%,8%,32%,12%,,,,,,,,
,,,,,,,,27%,38%,50%,38%,38%,38%,50%,35%,27%,42%,42%,19%,27%,31%,23%,27%,27%,31%,27%,19%,42%,19%,27%,50%,35%,23%,23%,23%,38%,31%,35%,27%,19%,23%,23%,23%,19%,31%,19%,19%,8%,35%,12%,,,,,,,,
,,,,,,,,30%,37%,52%,37%,37%,37%,48%,33%,30%,41%,41%,22%,30%,30%,26%,26%,26%,30%,30%,22%,44%,19%,30%,48%,33%,26%,22%,26%,37%,30%,33%,26%,19%,26%,22%,22%,19%,33%,22%,19%,7%,37%,11%,,,,,,,,
,,,,,,,,29%,39%,50%,36%,36%,39%,46%,32%,29%,39%,39%,21%,32%,32%,25%,25%,29%,32%,29%,21%,46%,18%,29%,50%,32%,25%,25%,29%,36%,29%,36%,25%,21%,25%,25%,21%,18%,32%,21%,18%,7%,36%,11%,,,,,,,,
,,,,,,,,28%,41%,52%,34%,34%,38%,45%,31%,28%,41%,38%,21%,31%,31%,24%,24%,28%,31%,31%,24%,48%,17%,28%,52%,31%,24%,28%,28%,34%,31%,38%,24%,21%,28%,24%,21%,21%,34%,24%,17%,7%,34%,14%,,,,,,,,
,,,,,,,,30%,,50%,37%,33%,40%,43%,30%,27%,40%,37%,20%,30%,33%,23%,23%,27%,30%,30%,27%,47%,17%,27%,50%,30%,23%,27%,30%,33%,33%,40%,27%,20%,30%,23%,20%,20%,33%,27%,20%,10%,33%,13%,,,,,,,,
,,,,,,,,,,48%,39%,32%,39%,42%,32%,26%,39%,35%,23%,32%,35%,26%,23%,26%,29%,29%,29%,45%,16%,26%,48%,29%,23%,26%,29%,32%,32%,39%,26%,19%,29%,23%,19%,19%,32%,26%,19%,13%,32%,,,,,,,,,
,,,,,,,,,,47%,38%,34%,41%,44%,34%,25%,38%,34%,25%,31%,38%,28%,22%,25%,28%,28%,31%,44%,16%,28%,47%,28%,25%,25%,28%,31%,34%,41%,25%,19%,28%,22%,22%,19%,31%,28%,19%,12%,31%,,,,,,,,,
,,,,,,,,,,45%,36%,36%,42%,42%,33%,27%,36%,33%,24%,30%,36%,27%,21%,24%,30%,27%,30%,42%,18%,27%,45%,27%,27%,24%,27%,30%,33%,39%,24%,18%,27%,21%,21%,18%,30%,30%,21%,12%,30%,,,,,,,,,
,,,,,,,,,,44%,35%,38%,44%,41%,32%,26%,35%,35%,24%,32%,35%,26%,21%,26%,29%,26%,29%,41%,21%,26%,47%,26%,26%,24%,26%,29%,32%,38%,24%,18%,26%,24%,21%,18%,29%,29%,21%,15%,29%,,,,,,,,,
,,,,,,,,,,43%,34%,37%,43%,43%,34%,29%,34%,37%,23%,31%,34%,29%,20%,26%,31%,29%,29%,40%,20%,29%,49%,26%,29%,23%,26%,29%,31%,37%,23%,17%,29%,23%,20%,17%,31%,29%,20%,14%,29%,,,,,,,,,
,,,,,,,,,,44%,36%,36%,42%,42%,33%,28%,36%,39%,22%,31%,33%,28%,19%,28%,33%,28%,28%,42%,19%,28%,47%,25%,28%,22%,28%,28%,33%,36%,22%,19%,28%,22%,19%,17%,31%,28%,19%,14%,31%,,,,,,,,,
,,,,,,,,,,43%,35%,38%,43%,41%,32%,27%,35%,41%,24%,32%,32%,27%,19%,30%,32%,27%,27%,41%,19%,27%,46%,24%,27%,22%,27%,30%,32%,35%,22%,22%,27%,22%,19%,16%,30%,27%,19%,14%,30%,,,,,,,,,
,,,,,,,,,,42%,34%,39%,45%,39%,34%,26%,34%,42%,24%,32%,34%,26%,21%,29%,32%,26%,26%,39%,21%,26%,45%,24%,26%,21%,26%,29%,32%,34%,21%,24%,26%,24%,18%,16%,32%,26%,18%,16%,29%,,,,,,,,,
,,,,,,,,,,41%,33%,38%,46%,41%,33%,28%,36%,41%,26%,33%,33%,28%,21%,28%,31%,26%,28%,38%,23%,26%,44%,23%,28%,21%,26%,28%,31%,33%,21%,23%,28%,23%,21%,15%,31%,26%,18%,18%,28%,,,,,,,,,
,,,,,,,,,,42%,32%,38%,45%,42%,32%,30%,38%,40%,25%,32%,35%,30%,22%,30%,32%,28%,28%,38%,25%,25%,42%,22%,28%,20%,28%,28%,30%,32%,20%,25%,28%,25%,20%,18%,32%,25%,20%,18%,28%,,,,,,,,,
,,,,,,,,,,,34%,39%,44%,41%,32%,32%,37%,39%,24%,34%,34%,29%,22%,29%,32%,27%,27%,37%,27%,24%,41%,22%,27%,20%,27%,29%,29%,32%,20%,27%,27%,24%,20%,17%,34%,24%,20%,20%,,,,,,,,,,
,,,,,,,,,,,33%,40%,43%,40%,31%,31%,36%,38%,26%,33%,33%,29%,21%,29%,31%,26%,29%,36%,26%,26%,40%,21%,26%,21%,26%,31%,29%,31%,19%,26%,26%,24%,19%,17%,33%,24%,19%,21%,,,,,,,,,,
,,,,,,,,,,,33%,40%,42%,40%,33%,33%,37%,37%,26%,33%,35%,30%,23%,28%,33%,26%,28%,35%,26%,26%,40%,21%,28%,21%,26%,30%,30%,30%,21%,28%,28%,23%,19%,16%,33%,23%,19%,21%,,,,,,,,,,
,,,,,,,,,,,32%,41%,41%,39%,34%,34%,39%,39%,27%,34%,36%,32%,23%,30%,34%,25%,27%,34%,25%,27%,39%,23%,27%,20%,25%,30%,30%,30%,20%,27%,27%,23%,18%,16%,32%,23%,20%,20%,,,,,,,,,,
,,,,,,,,,,,31%,40%,42%,40%,33%,36%,38%,40%,29%,36%,36%,33%,24%,29%,36%,24%,27%,33%,24%,29%,38%,24%,27%,20%,24%,29%,29%,29%,20%,27%,27%,22%,20%,16%,33%,22%,20%,22%,,,,,,,,,,
,,,,,,,,,,,33%,39%,43%,39%,33%,35%,37%,39%,28%,35%,35%,33%,26%,28%,37%,26%,28%,33%,26%,28%,37%,26%,26%,20%,24%,28%,28%,28%,20%,26%,26%,22%,20%,15%,33%,22%,20%,22%,,,,,,,,,,
,,,,,,,,,,,34%,38%,43%,40%,32%,34%,36%,38%,28%,36%,36%,32%,26%,28%,36%,26%,28%,34%,26%,28%,38%,28%,26%,21%,23%,28%,28%,28%,19%,28%,26%,21%,19%,15%,32%,21%,19%,21%,,,,,,,,,,
,,,,,,,,,,,35%,38%,42%,42%,33%,33%,35%,38%,27%,35%,35%,33%,25%,27%,35%,25%,29%,33%,27%,29%,38%,27%,27%,21%,23%,27%,27%,27%,19%,27%,25%,23%,19%,15%,31%,21%,19%,23%,,,,,,,,,,
,,,,,,,,,,,,37%,41%,43%,35%,33%,35%,37%,29%,35%,35%,35%,24%,27%,35%,24%,31%,33%,27%,29%,37%,27%,27%,20%,22%,27%,29%,27%,18%,27%,24%,24%,18%,16%,33%,20%,20%,24%,,,,,,,,,,
,,,,,,,,,,,,36%,40%,42%,34%,32%,36%,36%,28%,34%,36%,34%,24%,26%,34%,26%,30%,32%,26%,28%,38%,28%,26%,20%,24%,26%,28%,26%,18%,26%,24%,24%,18%,16%,32%,22%,20%,24%,,,,,,,,,,
,,,,,,,,,,,,37%,41%,41%,35%,33%,37%,35%,27%,33%,35%,33%,24%,27%,35%,25%,29%,33%,27%,29%,37%,29%,25%,22%,24%,25%,27%,25%,20%,25%,24%,24%,18%,16%,31%,24%,22%,24%,,,,,,,,,,
,,,,,,,,,,,,37%,40%,40%,35%,35%,37%,35%,27%,33%,35%,33%,25%,29%,35%,27%,31%,35%,29%,29%,38%,29%,25%,21%,25%,27%,27%,25%,19%,25%,23%,23%,17%,15%,31%,23%,21%,,,,,,,,,,,
,,,,,,,,,,,,36%,40%,42%,34%,34%,36%,34%,26%,34%,34%,32%,26%,28%,34%,26%,30%,34%,28%,28%,38%,28%,25%,21%,25%,26%,26%,25%,21%,25%,23%,25%,17%,17%,30%,25%,21%,,,,,,,,,,,
,,,,,,,,,,,,35%,39%,43%,35%,35%,35%,33%,26%,35%,33%,31%,26%,28%,33%,26%,30%,33%,28%,28%,37%,28%,24%,20%,24%,26%,26%,24%,20%,24%,22%,26%,17%,17%,30%,24%,20%,,,,,,,,,,,
,,,,,,,,,,,,35%,38%,42%,36%,35%,35%,33%,25%,35%,33%,33%,25%,27%,35%,25%,31%,33%,27%,27%,38%,27%,24%,22%,24%,27%,25%,24%,22%,24%,22%,25%,16%,16%,29%,25%,20%,,,,,,,,,,,
,,,,,,,,,,,,34%,38%,43%,38%,34%,34%,34%,25%,36%,32%,34%,27%,27%,34%,25%,32%,32%,27%,27%,38%,29%,23%,21%,23%,29%,27%,23%,21%,23%,21%,25%,16%,16%,29%,25%,20%,,,,,,,,,,,
,,,,,,,,,,,,33%,39%,42%,39%,33%,33%,33%,26%,35%,32%,33%,26%,26%,33%,25%,33%,32%,26%,28%,37%,30%,23%,23%,23%,30%,26%,23%,23%,23%,23%,25%,16%,16%,28%,25%,19%,,,,,,,,,,,
,,,,,,,,,,,,33%,38%,41%,38%,33%,33%,33%,26%,34%,33%,34%,28%,28%,34%,24%,33%,33%,26%,29%,36%,29%,22%,22%,22%,29%,26%,24%,24%,22%,24%,24%,16%,16%,28%,24%,19%,,,,,,,,,,,
,,,,,,,,,,,,32%,39%,41%,37%,32%,32%,34%,27%,34%,32%,36%,29%,29%,34%,25%,32%,32%,27%,31%,36%,29%,22%,24%,22%,31%,25%,24%,24%,22%,24%,24%,15%,15%,27%,24%,19%,,,,,,,,,,,
,,,,,,,,,,,,33%,38%,42%,38%,32%,32%,33%,27%,33%,33%,35%,28%,28%,35%,25%,32%,32%,27%,32%,35%,28%,22%,23%,22%,32%,25%,23%,23%,23%,23%,23%,15%,15%,28%,23%,20%,,,,,,,,,,,
,,,,,,,,,,,,33%,38%,41%,38%,31%,31%,33%,26%,34%,33%,36%,30%,30%,34%,26%,31%,31%,26%,31%,36%,28%,23%,23%,21%,33%,25%,25%,25%,25%,23%,23%,15%,16%,28%,23%,21%,,,,,,,,,,,
,,,,,,,,,,,,34%,37%,40%,37%,32%,31%,34%,26%,35%,32%,35%,29%,31%,34%,26%,31%,31%,26%,31%,35%,27%,23%,24%,23%,32%,24%,24%,26%,24%,23%,23%,16%,16%,27%,24%,23%,,,,,,,,,,,
,,,,,,,,,,,,33%,37%,41%,37%,32%,30%,33%,25%,35%,32%,37%,30%,30%,33%,25%,30%,30%,27%,32%,35%,29%,22%,25%,22%,32%,25%,24%,25%,25%,24%,24%,16%,16%,27%,24%,22%,,,,,,,,,,,
,,,,,,,,,,,,,36%,41%,38%,31%,30%,33%,27%,36%,33%,36%,30%,31%,33%,25%,30%,31%,27%,31%,34%,28%,22%,25%,22%,33%,25%,23%,25%,25%,23%,23%,16%,16%,27%,23%,22%,,,,,,,,,,,
,,,,,,,,,,,,,37%,40%,37%,32%,29%,34%,28%,35%,32%,35%,29%,32%,34%,25%,29%,31%,28%,31%,35%,28%,22%,25%,22%,32%,25%,25%,26%,26%,23%,25%,15%,15%,28%,25%,22%,,,,,,,,,,,
,,,,,,,,,,,,,36%,39%,36%,32%,30%,33%,27%,35%,32%,35%,29%,32%,33%,24%,30%,32%,29%,32%,35%,27%,21%,24%,21%,32%,24%,24%,26%,26%,23%,26%,15%,15%,27%,26%,21%,,,,,,,,,,,
,,,,,,,,,,,,,37%,39%,36%,31%,30%,33%,27%,34%,33%,34%,28%,31%,33%,24%,31%,33%,30%,31%,36%,27%,21%,25%,21%,33%,24%,24%,27%,25%,22%,27%,15%,15%,27%,27%,22%,,,,,,,,,,,
,,,,,,,,,,,,,38%,38%,37%,32%,31%,32%,28%,34%,32%,34%,29%,31%,32%,25%,31%,34%,29%,31%,35%,26%,22%,25%,21%,34%,25%,24%,26%,25%,22%,26%,15%,16%,28%,26%,24%,,,,,,,,,,,
,,,,,,,,,,,,,38%,39%,38%,33%,32%,32%,28%,33%,33%,33%,29%,30%,33%,26%,32%,33%,29%,30%,35%,28%,23%,25%,20%,33%,26%,25%,26%,26%,23%,28%,14%,16%,28%,28%,23%,,,,,,,,,,,
,,,,,,,,,,,,,37%,39%,37%,34%,31%,31%,27%,34%,33%,34%,29%,30%,33%,26%,31%,34%,30%,30%,34%,27%,23%,26%,20%,33%,26%,24%,26%,27%,23%,29%,16%,16%,29%,29%,24%,,,,,,,,,,,
,,,,,,,,,,,,,37%,38%,38%,34%,31%,31%,28%,34%,34%,34%,30%,30%,32%,25%,31%,35%,30%,30%,34%,27%,23%,27%,20%,32%,25%,24%,25%,27%,23%,30%,15%,17%,28%,28%,25%,,,,,,,,,,,
,,,,,,,,,,,,,38%,38%,38%,33%,32%,31%,28%,33%,35%,33%,29%,31%,33%,26%,31%,35%,31%,29%,35%,26%,24%,28%,19%,33%,25%,24%,26%,26%,22%,29%,15%,17%,28%,28%,25%,,,,,,,,,,,
,,,,,,,,,,,,,37%,37%,37%,33%,32%,30%,27%,33%,36%,33%,29%,30%,34%,26%,30%,34%,32%,29%,34%,26%,23%,27%,19%,34%,26%,23%,26%,27%,22%,29%,16%,16%,27%,29%,25%,,,,,,,,,,,
,,,,,,,,,,,,,36%,36%,38%,32%,31%,30%,27%,32%,35%,32%,28%,30%,35%,26%,31%,35%,31%,28%,35%,26%,23%,27%,19%,35%,27%,23%,27%,28%,23%,28%,16%,16%,27%,28%,24%,,,,,,,,,,,
,,,,,,,,,,,,,36%,36%,39%,32%,31%,29%,27%,33%,35%,32%,28%,29%,35%,27%,32%,35%,31%,28%,35%,25%,23%,28%,20%,36%,27%,23%,27%,28%,23%,29%,16%,16%,28%,28%,25%,,,,,,,,,,,
,,,,,,,,,,,,,36%,37%,38%,33%,32%,30%,28%,33%,34%,33%,29%,30%,34%,26%,32%,34%,30%,28%,34%,25%,24%,28%,20%,36%,26%,24%,26%,28%,24%,29%,16%,16%,28%,28%,26%,,,,,,,,,,,
,,,,,,,,,,,,,35%,36%,39%,32%,32%,30%,27%,34%,35%,32%,29%,30%,34%,26%,32%,34%,31%,27%,35%,26%,25%,29%,19%,35%,26%,23%,26%,27%,23%,29%,16%,16%,27%,27%,,,,,,,,,,,,
,,,,,,,,,,,,,36%,36%,40%,32%,32%,29%,28%,35%,35%,33%,28%,29%,33%,26%,33%,33%,31%,27%,36%,26%,26%,28%,19%,35%,26%,23%,26%,27%,23%,29%,15%,15%,28%,27%,,,,,,,,,,,,
,,,,,,,,,,,,,35%,35%,39%,33%,32%,29%,28%,35%,34%,34%,28%,29%,33%,25%,33%,33%,30%,27%,37%,27%,25%,28%,20%,34%,25%,24%,25%,27%,24%,29%,15%,16%,,27%,,,,,,,,,,,,
,,,,,,,,,,,,,36%,36%,39%,32%,31%,30%,29%,36%,35%,34%,28%,29%,34%,26%,32%,34%,30%,28%,36%,26%,26%,28%,21%,34%,25%,25%,25%,26%,24%,29%,15%,16%,,26%,,,,,,,,,,,,
,,,,,,,,,,,,,36%,36%,38%,32%,31%,30%,28%,36%,35%,33%,27%,28%,33%,26%,32%,33%,30%,27%,37%,26%,26%,27%,22%,35%,25%,25%,25%,26%,23%,28%,15%,16%,,27%,,,,,,,,,,,,
,,,,,,,,,,,,,35%,37%,38%,33%,30%,29%,28%,35%,34%,33%,28%,28%,33%,27%,32%,33%,30%,27%,38%,27%,27%,27%,23%,34%,24%,26%,24%,26%,23%,28%,15%,16%,,27%,,,,,,,,,,,,
,,,,,,,,,,,,,35%,36%,37%,33%,30%,29%,28%,36%,34%,33%,28%,29%,33%,27%,31%,33%,31%,27%,37%,27%,27%,27%,24%,34%,24%,25%,24%,27%,23%,29%,14%,16%,,27%,,,,,,,,,,,,
,,,,,,,,,,,,,35%,37%,37%,32%,30%,30%,29%,36%,35%,32%,27%,30%,33%,27%,31%,33%,31%,26%,38%,26%,26%,26%,24%,33%,24%,25%,24%,26%,23%,29%,14%,15%,,26%,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,36%,32%,29%,29%,29%,35%,35%,32%,28%,31%,33%,27%,32%,33%,31%,26%,38%,26%,26%,27%,24%,33%,24%,25%,24%,26%,22%,28%,14%,15%,,26%,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,36%,33%,29%,29%,29%,36%,35%,33%,28%,30%,33%,27%,31%,34%,31%,26%,37%,26%,26%,27%,24%,33%,23%,24%,24%,26%,22%,28%,14%,15%,,26%,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,36%,32%,30%,30%,29%,37%,34%,33%,28%,30%,32%,26%,31%,33%,31%,25%,37%,26%,25%,26%,24%,32%,23%,24%,24%,25%,22%,28%,14%,16%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,36%,33%,31%,30%,30%,36%,35%,33%,28%,31%,33%,26%,31%,33%,31%,25%,36%,27%,25%,26%,24%,32%,23%,24%,25%,25%,22%,27%,14%,16%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,36%,33%,30%,30%,29%,37%,35%,34%,29%,30%,33%,26%,30%,33%,31%,25%,37%,27%,25%,26%,24%,31%,22%,24%,25%,26%,22%,27%,13%,16%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,37%,32%,30%,31%,30%,37%,34%,33%,30%,31%,32%,26%,30%,32%,31%,24%,38%,28%,26%,27%,23%,31%,22%,24%,24%,26%,22%,28%,13%,16%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,36%,32%,30%,31%,31%,37%,35%,34%,30%,31%,32%,25%,31%,33%,32%,25%,37%,27%,26%,27%,24%,31%,22%,24%,24%,25%,22%,29%,13%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,36%,32%,30%,32%,32%,37%,35%,35%,29%,30%,33%,25%,30%,33%,32%,25%,37%,27%,26%,27%,24%,30%,23%,25%,24%,25%,22%,28%,13%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,35%,32%,31%,32%,32%,37%,34%,34%,29%,31%,32%,26%,30%,33%,31%,25%,38%,27%,26%,28%,24%,31%,24%,25%,25%,25%,22%,28%,13%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,35%,33%,32%,32%,32%,36%,34%,35%,29%,32%,32%,27%,30%,33%,31%,24%,37%,27%,26%,28%,23%,31%,23%,24%,24%,26%,21%,28%,13%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,35%,33%,33%,32%,32%,36%,34%,35%,28%,32%,32%,26%,31%,33%,32%,24%,37%,27%,26%,27%,23%,32%,23%,24%,24%,25%,22%,27%,13%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,35%,32%,33%,31%,31%,35%,34%,34%,28%,32%,31%,26%,31%,32%,31%,25%,36%,27%,26%,27%,24%,31%,23%,25%,24%,25%,22%,27%,14%,16%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,35%,32%,34%,32%,31%,36%,35%,34%,28%,32%,31%,26%,32%,32%,32%,25%,36%,27%,26%,27%,24%,31%,23%,25%,24%,26%,22%,27%,14%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,37%,35%,32%,34%,32%,32%,36%,35%,35%,29%,33%,32%,27%,32%,32%,32%,26%,37%,27%,26%,27%,23%,31%,22%,24%,23%,26%,21%,27%,14%,15%,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36%,34%,31%,33%,32%,32%,36%,34%,35%,28%,32%,31%,26%,31%,31%,31%,25%,36%,26%,25%,26%,24%,30%,22%,24%,23%,25%,21%,27%,14%,15%,,,,,,,,,,,,,,
