id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
354125,15,MissedShots,0.8690000152587891,0.49900001525878906,0.0899105817079544,Benjamin Bourigeaud,h,4773,OpenPlay,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Eduardo Camavinga,Chipped
354132,30,MissedShots,0.815,0.6370000076293946,0.11150913685560226,Benjamin Bourigeaud,h,4773,DirectFreekick,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Standard
354133,41,SavedShot,0.7669999694824219,0.6559999847412109,0.021100671961903572,Benjamin Bourigeaud,h,4773,OpenPlay,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Romain Del Castillo,Pass
354134,41,MissedShots,0.9119999694824219,0.4570000076293945,0.07926430553197861,M&#039;Baye Niang,h,1126,FromCorner,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Benjamin Bourigeaud,Cross
354136,52,BlockedShot,0.74,0.3029999923706055,0.013381056487560272,Raphinha,h,8026,OpenPlay,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Romain Del Castillo,Pass
354137,59,SavedShot,0.7719999694824219,0.4329999923706055,0.027269069105386734,Benjamin Bourigeaud,h,4773,OpenPlay,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,None
354138,65,MissedShots,0.8530000305175781,0.3390000152587891,0.019040297716856003,Raphinha,h,8026,OpenPlay,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Aerial
354140,78,MissedShots,0.889000015258789,0.44,0.0849185660481453,Raphinha,h,8026,OpenPlay,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Adrien Hunou,Cross
354143,87,MissedShots,0.9359999847412109,0.28,0.048234324902296066,Raphinha,h,8026,OpenPlay,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,TakeOn
354126,17,BlockedShot,0.7980000305175782,0.32,0.01985759288072586,Bouna Sarr,a,3393,OpenPlay,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Valentin Rongier,TakeOn
354127,17,MissedShots,0.7140000152587891,0.32599998474121095,0.01042234804481268,Darío Benedetto,a,7716,OpenPlay,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Rebound
354128,19,MissedShots,0.720999984741211,0.5709999847412109,0.04686349630355835,Dimitri Payet,a,536,DirectFreekick,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Standard
354129,22,SavedShot,0.755,0.545,0.022888246923685074,Boubacar Kamara,a,5789,OpenPlay,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Dimitri Payet,Pass
354130,26,BlockedShot,0.9080000305175782,0.6,0.06744589656591415,Boubacar Kamara,a,5789,FromCorner,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Duje Caleta-Car,BallTouch
354131,26,ShotOnPost,0.8780000305175781,0.47400001525878904,0.09399747848510742,Álvaro González,a,2430,FromCorner,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Rebound
354135,45,MissedShots,0.895,0.415,0.027981257066130638,Darío Benedetto,a,7716,OpenPlay,2019,Head,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Nemanja Radonjic,BallTouch
354139,68,SavedShot,0.7980000305175782,0.3579999923706055,0.03257504850625992,Dimitri Payet,a,536,OpenPlay,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,Valentin Rongier,Pass
354141,83,SavedShot,0.8,0.75,0.055171094834804535,Dimitri Payet,a,536,DirectFreekick,2019,RightFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Standard
354142,83,Goal,0.9740000152587891,0.5840000152587891,0.48757097125053406,Kevin Strootman,a,1256,SetPiece,2019,LeftFoot,12903,Rennes,Marseille,0,1,2020-01-10 19:45:00,,Rebound
