id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
142558,1,BlockedShot,0.9569999694824218,0.5770000076293945,0.10254853963851929,Roberto Soldado,h,2311,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Cédric Bakambu,CornerAwarded
142564,17,Goal,0.9280000305175782,0.5429999923706055,0.14062751829624176,Roberto Soriano,h,1810,OpenPlay,2016,Head,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Mario,Cross
142566,25,ShotOnPost,0.740999984741211,0.35400001525878905,0.019417278468608856,Roberto Soldado,h,2311,SetPiece,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Manu Trigueros,Pass
142570,37,BlockedShot,0.8590000152587891,0.5629999923706055,0.05654402822256088,Álvaro González,h,2430,FromCorner,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Daniele Bonera,Pass
142574,50,MissedShots,0.76,0.3920000076293945,0.018144236877560616,Roberto Soriano,h,1810,FromCorner,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,None
142576,56,SavedShot,0.8030000305175782,0.6430000305175781,0.048420652747154236,Roberto Soldado,h,2311,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Samu Castillejo,Pass
142577,63,SavedShot,0.8080000305175781,0.504000015258789,0.05030499026179314,Cédric Bakambu,h,2306,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Roberto Soldado,Pass
142578,63,MissedShots,0.8469999694824218,0.5129999923706055,0.06169864535331726,Adrián,h,2305,OpenPlay,2016,LeftFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Cédric Bakambu,BallTouch
142579,70,BlockedShot,0.7580000305175781,0.515,0.019985739141702652,Roberto Soriano,h,1810,FromCorner,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,None
142580,75,MissedShots,0.8069999694824219,0.26399999618530273,0.0676933079957962,Bruno,h,2302,DirectFreekick,2016,LeftFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,Standard
142582,82,SavedShot,0.8780000305175781,0.40099998474121096,0.06283341348171234,Roberto Soldado,h,2311,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,None
142583,83,SavedShot,0.9119999694824219,0.48200000762939454,0.1273660808801651,Roberto Soldado,h,2311,OpenPlay,2016,Head,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Adrián,Cross
142584,88,Goal,0.8880000305175781,0.6020000076293945,0.30329379439353943,Roberto Soriano,h,1810,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Jaume Costa,Throughball
142585,90,MissedShots,0.8780000305175781,0.4,0.08508613705635071,Mario,h,2296,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Roberto Soldado,Pass
142586,92,SavedShot,0.8490000152587891,0.664000015258789,0.047984130680561066,Santos Borré,h,5113,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Roberto Soriano,Chipped
142559,4,SavedShot,0.8830000305175781,0.49599998474121093,0.07595069706439972,Sergi Enrich,a,2135,OpenPlay,2016,Head,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Ander Capa,Cross
142560,9,BlockedShot,0.7580000305175781,0.5159999847412109,0.03184427320957184,Takashi Inui,a,452,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,TakeOn
142561,10,BlockedShot,0.8090000152587891,0.5059999847412109,0.1511048674583435,Pedro León,a,2197,DirectFreekick,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,Standard
142562,13,BlockedShot,0.845999984741211,0.5459999847412109,0.08016284555196762,Florian Lejeune,a,5073,OpenPlay,2016,LeftFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Kike García,Pass
142563,14,MissedShots,0.7619999694824219,0.5879999923706055,0.01918678730726242,Anaitz Arbilla,a,2586,FromCorner,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,None
142565,19,MissedShots,0.9019999694824219,0.4179999923706055,0.05591661110520363,Sergi Enrich,a,2135,OpenPlay,2016,Head,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Pedro León,Cross
142567,27,MissedShots,0.78,0.3129999923706055,0.06756953150033951,Pedro León,a,2197,DirectFreekick,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,Standard
142568,31,MissedShots,0.8569999694824219,0.705999984741211,0.028572820127010345,Takashi Inui,a,452,SetPiece,2016,LeftFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,None
142569,32,MissedShots,0.9159999847412109,0.5329999923706055,0.096730075776577,Sergi Enrich,a,2135,FromCorner,2016,Head,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Pedro León,Cross
142571,40,BlockedShot,0.769000015258789,0.710999984741211,0.05595967918634415,Florian Lejeune,a,5073,DirectFreekick,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,Standard
142572,40,MissedShots,0.9169999694824219,0.43400001525878906,0.07534053176641464,Sergi Enrich,a,2135,FromCorner,2016,Head,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Pedro León,Cross
142573,47,Goal,0.885,0.5,0.7432776093482971,Pedro León,a,2197,Penalty,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,Standard
142575,53,Goal,0.9530000305175781,0.4329999923706055,0.42801856994628906,Kike García,a,5074,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,Anaitz Arbilla,Cross
142581,76,Goal,0.8690000152587891,0.35400001525878905,0.08211386203765869,Takashi Inui,a,452,OpenPlay,2016,RightFoot,4012,Villarreal,Eibar,2,3,2017-04-01 12:00:00,,BallRecovery
