id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
11023,True,200,Arsenal Tula,ARS,190,Dinamo Moscow,DIN,1,1,1.50584,0.973431,2019-07-12 17:00:00,0.5227,0.2713,0.206
11024,True,198,Ural,URA,184,FC Ufa,UFA,3,2,1.21141,1.65282,2019-07-13 13:30:00,0.2369,0.2746,0.4885
11025,True,183,Spartak Moscow,SPA,236,PFC Sochi,SOC,1,0,0.892691,1.80674,2019-07-13 16:00:00,0.1289,0.2366,0.6345
11026,True,187,FC Rostov,ROS,199,FC Orenburg,ORE,2,1,0.768719,0.704867,2019-07-13 18:30:00,0.3289,0.3732,0.2979
11027,True,194,Krylya Sovetov Samara,KSS,185,CSKA Moscow,CSK,2,0,1.20929,0.949188,2019-07-14 13:30:00,0.4487,0.3067,0.2446
11028,True,189,Zenit St. Petersburg,ZEN,237,FC Tambov,TAM,2,1,1.36875,0.316317,2019-07-14 16:00:00,0.6885,0.242,0.0695
11029,True,188,FK Akhmat,AKH,196,FC Krasnodar,KRA,1,0,2.16377,1.03562,2019-07-14 18:30:00,0.6723,0.2039,0.1238
11030,True,192,Lokomotiv Moscow,LOK,186,Rubin Kazan,RUB,1,1,2.41852,1.17237,2019-07-15 17:00:00,0.701,0.1842,0.1148
11031,True,184,FC Ufa,UFA,196,FC Krasnodar,KRA,2,3,1.12735,1.7705,2019-07-20 11:00:00,0.2174,0.2449,0.5377
11032,True,194,Krylya Sovetov Samara,KSS,200,Arsenal Tula,ARS,2,3,1.16054,1.24534,2019-07-20 13:30:00,0.3283,0.3122,0.3595
11033,True,185,CSKA Moscow,CSK,199,FC Orenburg,ORE,2,1,1.51248,0.784283,2019-07-20 16:00:00,0.5471,0.278,0.1749
11034,True,187,FC Rostov,ROS,183,Spartak Moscow,SPA,2,2,2.57037,1.78371,2019-07-20 18:30:00,0.5713,0.216,0.2127
11035,True,198,Ural,URA,188,FK Akhmat,AKH,3,0,2.44508,1.42343,2019-07-21 11:00:00,0.6462,0.2113,0.1425
11036,True,192,Lokomotiv Moscow,LOK,237,FC Tambov,TAM,2,1,1.17162,0.767953,2019-07-21 13:30:00,0.4541,0.3209,0.225
11037,True,190,Dinamo Moscow,DIN,186,Rubin Kazan,RUB,0,1,2.51832,1.23967,2019-07-21 16:00:00,0.6869,0.1898,0.1233
11038,True,236,PFC Sochi,SOC,189,Zenit St. Petersburg,ZEN,0,2,0.451965,3.49532,2019-07-21 18:30:00,0.0084,0.0327,0.9589
11039,True,190,Dinamo Moscow,DIN,198,Ural,URA,2,0,1.69636,0.651191,2019-07-26 17:00:00,0.6521,0.2311,0.1168
11040,True,184,FC Ufa,UFA,194,Krylya Sovetov Samara,KSS,2,1,0.93685,0.947916,2019-07-27 11:00:00,0.3227,0.3375,0.3398
11041,True,237,FC Tambov,TAM,183,Spartak Moscow,SPA,2,0,1.73925,0.842638,2019-07-27 13:30:00,0.6281,0.2312,0.1407
11042,True,196,FC Krasnodar,KRA,236,PFC Sochi,SOC,3,0,2.78278,0.636108,2019-07-27 16:00:00,0.8688,0.0947,0.0365
11043,True,199,FC Orenburg,ORE,189,Zenit St. Petersburg,ZEN,0,2,1.95859,2.05033,2019-07-28 11:00:00,0.3444,0.2616,0.394
11044,True,200,Arsenal Tula,ARS,187,FC Rostov,ROS,2,3,1.1473,1.26099,2019-07-28 13:30:00,0.3259,0.2808,0.3933
11045,True,185,CSKA Moscow,CSK,192,Lokomotiv Moscow,LOK,1,0,1.22167,0.662294,2019-07-28 16:00:00,0.537,0.3116,0.1514
11046,True,186,Rubin Kazan,RUB,188,FK Akhmat,AKH,1,0,1.45067,0.79744,2019-07-29 17:00:00,0.5432,0.2735,0.1833
