id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime
16251,False,194,Krylya Sovetov Samara,KSS,198,Ural,URA,None,None,None,None,2021-11-20 11:00:00
16254,False,192,Lokomotiv Moscow,LOK,188,FK Akhmat,AKH,None,None,None,None,2021-11-20 13:30:00
16250,False,196,FC Krasnodar,KRA,183,Spartak Moscow,SPA,None,None,None,None,2021-11-20 16:00:00
16249,False,187,FC Rostov,ROS,184,FC Ufa,UFA,None,None,None,None,2021-11-21 11:00:00
16252,False,185,CSKA Moscow,CSK,257,Khimki,KHI,None,None,None,None,2021-11-21 11:00:00
16253,False,190,Dinamo Moscow,DIN,200,Arsenal Tula,ARS,None,None,None,None,2021-11-21 13:30:00
16255,False,236,PFC Sochi,SOC,186,Rubin Kazan,RUB,None,None,None,None,2021-11-21 16:00:00
16262,False,198,Ural,URA,236,PFC Sochi,SOC,None,None,None,None,2021-11-27 11:00:00
16257,False,188,FK Akhmat,AKH,187,FC Rostov,ROS,None,None,None,None,2021-11-27 13:30:00
16263,False,257,Khimki,KHI,196,FC Krasnodar,KRA,None,None,None,None,2021-11-27 16:00:00
16260,False,263,Nizhny Novgorod,NIN,194,Krylya Sovetov Samara,KSS,None,None,None,None,2021-11-28 11:00:00
16258,False,186,Rubin Kazan,RUB,190,Dinamo Moscow,DIN,None,None,None,None,2021-11-28 13:30:00
16256,False,185,CSKA Moscow,CSK,189,Zenit St. Petersburg,ZEN,None,None,None,None,2021-11-28 17:00:00
16261,False,184,FC Ufa,UFA,183,Spartak Moscow,SPA,None,None,None,None,2021-11-29 14:00:00
16259,False,200,Arsenal Tula,ARS,192,Lokomotiv Moscow,LOK,None,None,None,None,2021-11-29 16:00:00
16264,False,189,Zenit St. Petersburg,ZEN,187,FC Rostov,ROS,None,None,None,None,2021-12-02 18:00:00
16265,False,183,Spartak Moscow,SPA,188,FK Akhmat,AKH,None,None,None,None,2021-12-02 18:00:00
16266,False,194,Krylya Sovetov Samara,KSS,185,CSKA Moscow,CSK,None,None,None,None,2021-12-02 18:00:00
16267,False,190,Dinamo Moscow,DIN,184,FC Ufa,UFA,None,None,None,None,2021-12-02 18:00:00
16268,False,192,Lokomotiv Moscow,LOK,198,Ural,URA,None,None,None,None,2021-12-02 18:00:00
16269,False,236,PFC Sochi,SOC,196,FC Krasnodar,KRA,None,None,None,None,2021-12-02 18:00:00
16270,False,263,Nizhny Novgorod,NIN,186,Rubin Kazan,RUB,None,None,None,None,2021-12-02 18:00:00
16271,False,257,Khimki,KHI,200,Arsenal Tula,ARS,None,None,None,None,2021-12-02 18:00:00
16272,False,187,FC Rostov,ROS,198,Ural,URA,None,None,None,None,2021-12-09 18:00:00
16273,False,196,FC Krasnodar,KRA,263,Nizhny Novgorod,NIN,None,None,None,None,2021-12-09 18:00:00
16274,False,194,Krylya Sovetov Samara,KSS,186,Rubin Kazan,RUB,None,None,None,None,2021-12-09 18:00:00
16275,False,185,CSKA Moscow,CSK,200,Arsenal Tula,ARS,None,None,None,None,2021-12-09 18:00:00
16276,False,190,Dinamo Moscow,DIN,189,Zenit St. Petersburg,ZEN,None,None,None,None,2021-12-09 18:00:00
16277,False,192,Lokomotiv Moscow,LOK,184,FC Ufa,UFA,None,None,None,None,2021-12-09 18:00:00
16278,False,188,FK Akhmat,AKH,257,Khimki,KHI,None,None,None,None,2021-12-09 18:00:00
16279,False,236,PFC Sochi,SOC,183,Spartak Moscow,SPA,None,None,None,None,2021-12-09 18:00:00
16280,False,189,Zenit St. Petersburg,ZEN,186,Rubin Kazan,RUB,None,None,None,None,2022-02-24 18:00:00
16281,False,183,Spartak Moscow,SPA,185,CSKA Moscow,CSK,None,None,None,None,2022-02-24 18:00:00
16282,False,187,FC Rostov,ROS,194,Krylya Sovetov Samara,KSS,None,None,None,None,2022-02-24 18:00:00
16283,False,196,FC Krasnodar,KRA,192,Lokomotiv Moscow,LOK,None,None,None,None,2022-02-24 18:00:00
16284,False,188,FK Akhmat,AKH,184,FC Ufa,UFA,None,None,None,None,2022-02-24 18:00:00
16285,False,236,PFC Sochi,SOC,200,Arsenal Tula,ARS,None,None,None,None,2022-02-24 18:00:00
16286,False,263,Nizhny Novgorod,NIN,198,Ural,URA,None,None,None,None,2022-02-24 18:00:00
16287,False,257,Khimki,KHI,190,Dinamo Moscow,DIN,None,None,None,None,2022-02-24 18:00:00
16288,False,189,Zenit St. Petersburg,ZEN,184,FC Ufa,UFA,None,None,None,None,2022-03-03 18:00:00
16289,False,187,FC Rostov,ROS,236,PFC Sochi,SOC,None,None,None,None,2022-03-03 18:00:00
16290,False,188,FK Akhmat,AKH,186,Rubin Kazan,RUB,None,None,None,None,2022-03-03 18:00:00
16291,False,196,FC Krasnodar,KRA,198,Ural,URA,None,None,None,None,2022-03-03 18:00:00
16292,False,194,Krylya Sovetov Samara,KSS,200,Arsenal Tula,ARS,None,None,None,None,2022-03-03 18:00:00
16293,False,185,CSKA Moscow,CSK,263,Nizhny Novgorod,NIN,None,None,None,None,2022-03-03 18:00:00
16294,False,190,Dinamo Moscow,DIN,183,Spartak Moscow,SPA,None,None,None,None,2022-03-03 18:00:00
