id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime
16499,False,92,Burnley,BUR,82,Tottenham,TOT,None,None,None,None,2021-11-28 12:00:00
16528,False,220,Brighton,BRI,82,Tottenham,TOT,None,None,None,None,2021-12-12 12:00:00
16546,False,71,Aston Villa,AVL,92,Burnley,BUR,None,None,None,None,2021-12-18 13:00:00
16553,False,90,Watford,WAT,78,Crystal Palace,CRY,None,None,None,None,2021-12-18 13:00:00
16559,False,87,Liverpool,LIV,245,Leeds,LED,None,None,None,None,2021-12-26 10:30:00
16565,False,229,Wolverhampton Wanderers,WOL,90,Watford,WAT,None,None,None,None,2021-12-26 10:30:00
16558,False,92,Burnley,BUR,72,Everton,EVE,None,None,None,None,2021-12-26 13:00:00
16566,False,83,Arsenal,ARS,229,Wolverhampton Wanderers,WOL,None,None,None,None,2021-12-28 10:30:00
16572,False,245,Leeds,LED,71,Aston Villa,AVL,None,None,None,None,2021-12-28 15:30:00
16571,False,72,Everton,EVE,86,Newcastle United,NEW,None,None,None,None,2021-12-30 17:30:00
16582,False,75,Leicester,LEI,79,Norwich,NOR,None,None,None,None,2022-01-01 13:00:00
16584,False,74,Southampton,SOU,86,Newcastle United,NEW,None,None,None,None,2022-01-02 12:00:00
16547,False,72,Everton,EVE,75,Leicester,LEI,None,None,None,None,2022-01-11 20:00:00
16588,False,92,Burnley,BUR,75,Leicester,LEI,None,None,None,None,2022-01-15 13:00:00
16593,False,82,Tottenham,TOT,83,Arsenal,ARS,None,None,None,None,2022-01-16 14:30:00
16618,False,80,Chelsea,CHE,83,Arsenal,ARS,None,None,None,None,2022-02-12 15:00:00
16634,False,81,West Ham,WHU,86,Newcastle United,NEW,None,None,None,None,2022-02-19 12:30:00
16626,False,83,Arsenal,ARS,244,Brentford,BRE,None,None,None,None,2022-02-19 15:00:00
16627,False,71,Aston Villa,AVL,90,Watford,WAT,None,None,None,None,2022-02-19 15:00:00
16628,False,220,Brighton,BRI,92,Burnley,BUR,None,None,None,None,2022-02-19 15:00:00
16629,False,78,Crystal Palace,CRY,80,Chelsea,CHE,None,None,None,None,2022-02-19 15:00:00
16631,False,87,Liverpool,LIV,79,Norwich,NOR,None,None,None,None,2022-02-19 15:00:00
16633,False,74,Southampton,SOU,72,Everton,EVE,None,None,None,None,2022-02-19 15:00:00
16632,False,88,Manchester City,MCI,82,Tottenham,TOT,None,None,None,None,2022-02-19 17:30:00
16630,False,245,Leeds,LED,89,Manchester United,MUN,None,None,None,None,2022-02-20 14:00:00
16635,False,229,Wolverhampton Wanderers,WOL,75,Leicester,LEI,None,None,None,None,2022-02-20 16:30:00
16644,False,74,Southampton,SOU,79,Norwich,NOR,None,None,None,None,2022-02-25 20:00:00
16642,False,245,Leeds,LED,82,Tottenham,TOT,None,None,None,None,2022-02-26 12:30:00
16636,False,83,Arsenal,ARS,87,Liverpool,LIV,None,None,None,None,2022-02-26 15:00:00
16637,False,244,Brentford,BRE,86,Newcastle United,NEW,None,None,None,None,2022-02-26 15:00:00
16638,False,220,Brighton,BRI,71,Aston Villa,AVL,None,None,None,None,2022-02-26 15:00:00
16640,False,78,Crystal Palace,CRY,92,Burnley,BUR,None,None,None,None,2022-02-26 15:00:00
16643,False,89,Manchester United,MUN,90,Watford,WAT,None,None,None,None,2022-02-26 15:00:00
16641,False,72,Everton,EVE,88,Manchester City,MCI,None,None,None,None,2022-02-26 17:30:00
16639,False,80,Chelsea,CHE,75,Leicester,LEI,None,None,None,None,2022-02-27 14:00:00
16645,False,81,West Ham,WHU,229,Wolverhampton Wanderers,WOL,None,None,None,None,2022-02-27 14:00:00
16646,False,71,Aston Villa,AVL,74,Southampton,SOU,None,None,None,None,2022-03-05 01:00:00
16647,False,92,Burnley,BUR,80,Chelsea,CHE,None,None,None,None,2022-03-05 01:00:00
16648,False,75,Leicester,LEI,245,Leeds,LED,None,None,None,None,2022-03-05 01:00:00
16649,False,87,Liverpool,LIV,81,West Ham,WHU,None,None,None,None,2022-03-05 01:00:00
16650,False,88,Manchester City,MCI,89,Manchester United,MUN,None,None,None,None,2022-03-05 01:00:00
16651,False,86,Newcastle United,NEW,220,Brighton,BRI,None,None,None,None,2022-03-05 01:00:00
16652,False,79,Norwich,NOR,244,Brentford,BRE,None,None,None,None,2022-03-05 01:00:00
16653,False,82,Tottenham,TOT,72,Everton,EVE,None,None,None,None,2022-03-05 01:00:00
16654,False,90,Watford,WAT,83,Arsenal,ARS,None,None,None,None,2022-03-05 01:00:00
16655,False,229,Wolverhampton Wanderers,WOL,78,Crystal Palace,CRY,None,None,None,None,2022-03-05 01:00:00
16656,False,83,Arsenal,ARS,75,Leicester,LEI,None,None,None,None,2022-03-12 01:00:00
16657,False,244,Brentford,BRE,92,Burnley,BUR,None,None,None,None,2022-03-12 01:00:00
16658,False,220,Brighton,BRI,87,Liverpool,LIV,None,None,None,None,2022-03-12 01:00:00
16659,False,80,Chelsea,CHE,86,Newcastle United,NEW,None,None,None,None,2022-03-12 01:00:00
16660,False,78,Crystal Palace,CRY,88,Manchester City,MCI,None,None,None,None,2022-03-12 01:00:00
16661,False,72,Everton,EVE,229,Wolverhampton Wanderers,WOL,None,None,None,None,2022-03-12 01:00:00
16662,False,245,Leeds,LED,79,Norwich,NOR,None,None,None,None,2022-03-12 01:00:00
16663,False,89,Manchester United,MUN,82,Tottenham,TOT,None,None,None,None,2022-03-12 01:00:00
