id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime
18376,False,170,Nice,NIC,164,Marseille,MAR,None,None,None,None,2021-10-27 19:00:00
17955,False,178,Lyon,LYO,164,Marseille,MAR,0,0,0,0,2021-11-21 19:45:00
18029,False,175,Saint-Etienne,SEN,210,Lens,LEN,None,None,None,None,2022-01-15 16:00:00
18026,False,161,Paris Saint Germain,PSG,241,Brest,BRE,None,None,None,None,2022-01-15 20:00:00
18028,False,163,Rennes,REN,176,Bordeaux,BOR,None,None,None,None,2022-01-16 12:00:00
18022,False,179,Lorient,LOR,167,Angers,ANG,None,None,None,None,2022-01-16 14:00:00
18024,False,171,Monaco,MON,270,Clermont Foot,CLE,None,None,None,None,2022-01-16 14:00:00
18027,False,177,Reims,REI,180,Metz,MET,None,None,None,None,2022-01-16 14:00:00
18030,False,225,Strasbourg,STR,166,Montpellier,MPL,None,None,None,None,2022-01-16 14:00:00
18031,False,172,Troyes,TRO,178,Lyon,LYO,None,None,None,None,2022-01-16 16:05:00
18023,False,164,Marseille,MAR,160,Lille,LIL,None,None,None,None,2022-01-16 19:45:00
18003,False,270,Clermont Foot,CLE,225,Strasbourg,STR,None,None,None,None,2022-01-19 20:00:00
18013,False,166,Montpellier,MPL,172,Troyes,TRO,None,None,None,None,2022-01-19 20:00:00
18020,False,160,Lille,LIL,179,Lorient,LOR,None,None,None,None,2022-01-19 20:00:00
18037,False,178,Lyon,LYO,175,Saint-Etienne,SEN,None,None,None,None,2022-01-21 20:00:00
18034,False,241,Brest,BRE,160,Lille,LIL,None,None,None,None,2022-01-22 16:00:00
18036,False,210,Lens,LEN,164,Marseille,MAR,None,None,None,None,2022-01-22 20:00:00
18038,False,180,Metz,MET,170,Nice,NIC,None,None,None,None,2022-01-23 12:00:00
18032,False,167,Angers,ANG,172,Troyes,TRO,None,None,None,None,2022-01-23 14:00:00
18033,False,176,Bordeaux,BOR,225,Strasbourg,STR,None,None,None,None,2022-01-23 14:00:00
18035,False,270,Clermont Foot,CLE,163,Rennes,REN,None,None,None,None,2022-01-23 14:00:00
18040,False,168,Nantes,NAN,179,Lorient,LOR,None,None,None,None,2022-01-23 14:00:00
18039,False,166,Montpellier,MPL,171,Monaco,MON,None,None,None,None,2022-01-23 16:05:00
18041,False,161,Paris Saint Germain,PSG,177,Reims,REI,None,None,None,None,2022-01-23 19:45:00
18015,False,167,Angers,ANG,175,Saint-Etienne,SEN,None,None,None,None,2022-01-26 20:00:00
18042,False,225,Strasbourg,STR,168,Nantes,NAN,None,None,None,None,2022-02-06 00:00:00
18043,False,172,Troyes,TRO,180,Metz,MET,None,None,None,None,2022-02-06 00:00:00
18044,False,160,Lille,LIL,161,Paris Saint Germain,PSG,None,None,None,None,2022-02-06 00:00:00
18045,False,179,Lorient,LOR,210,Lens,LEN,None,None,None,None,2022-02-06 00:00:00
18046,False,164,Marseille,MAR,167,Angers,ANG,None,None,None,None,2022-02-06 00:00:00
18047,False,171,Monaco,MON,178,Lyon,LYO,None,None,None,None,2022-02-06 00:00:00
18048,False,170,Nice,NIC,270,Clermont Foot,CLE,None,None,None,None,2022-02-06 00:00:00
18049,False,177,Reims,REI,176,Bordeaux,BOR,None,None,None,None,2022-02-06 00:00:00
18050,False,163,Rennes,REN,241,Brest,BRE,None,None,None,None,2022-02-06 00:00:00
18051,False,175,Saint-Etienne,SEN,166,Montpellier,MPL,None,None,None,None,2022-02-06 00:00:00
18052,False,161,Paris Saint Germain,PSG,163,Rennes,REN,None,None,None,None,2022-02-13 00:00:00
18053,False,168,Nantes,NAN,177,Reims,REI,None,None,None,None,2022-02-13 00:00:00
18054,False,171,Monaco,MON,179,Lorient,LOR,None,None,None,None,2022-02-13 00:00:00
18055,False,166,Montpellier,MPL,160,Lille,LIL,None,None,None,None,2022-02-13 00:00:00
18056,False,167,Angers,ANG,225,Strasbourg,STR,None,None,None,None,2022-02-13 00:00:00
18057,False,241,Brest,BRE,172,Troyes,TRO,None,None,None,None,2022-02-13 00:00:00
18058,False,270,Clermont Foot,CLE,175,Saint-Etienne,SEN,None,None,None,None,2022-02-13 00:00:00
18059,False,210,Lens,LEN,176,Bordeaux,BOR,None,None,None,None,2022-02-13 00:00:00
18060,False,178,Lyon,LYO,170,Nice,NIC,None,None,None,None,2022-02-13 00:00:00
18061,False,180,Metz,MET,164,Marseille,MAR,None,None,None,None,2022-02-13 00:00:00
18062,False,175,Saint-Etienne,SEN,225,Strasbourg,STR,None,None,None,None,2022-02-20 00:00:00
18063,False,163,Rennes,REN,172,Troyes,TRO,None,None,None,None,2022-02-20 00:00:00
18064,False,177,Reims,REI,241,Brest,BRE,None,None,None,None,2022-02-20 00:00:00
18065,False,176,Bordeaux,BOR,171,Monaco,MON,None,None,None,None,2022-02-20 00:00:00
18066,False,179,Lorient,LOR,166,Montpellier,MPL,None,None,None,None,2022-02-20 00:00:00
18067,False,160,Lille,LIL,180,Metz,MET,None,None,None,None,2022-02-20 00:00:00
18068,False,210,Lens,LEN,178,Lyon,LYO,None,None,None,None,2022-02-20 00:00:00
18069,False,170,Nice,NIC,167,Angers,ANG,None,None,None,None,2022-02-20 00:00:00
18070,False,168,Nantes,NAN,161,Paris Saint Germain,PSG,None,None,None,None,2022-02-20 00:00:00
18071,False,164,Marseille,MAR,270,Clermont Foot,CLE,None,None,None,None,2022-02-20 00:00:00
18072,False,172,Troyes,TRO,164,Marseille,MAR,None,None,None,None,2022-02-27 00:00:00
18073,False,166,Montpellier,MPL,163,Rennes,REN,None,None,None,None,2022-02-27 00:00:00
18074,False,171,Monaco,MON,177,Reims,REI,None,None,None,None,2022-02-27 00:00:00
18075,False,161,Paris Saint Germain,PSG,175,Saint-Etienne,SEN,None,None,None,None,2022-02-27 00:00:00
18076,False,225,Strasbourg,STR,170,Nice,NIC,None,None,None,None,2022-02-27 00:00:00
18077,False,167,Angers,ANG,210,Lens,LEN,None,None,None,None,2022-02-27 00:00:00
18078,False,180,Metz,MET,168,Nantes,NAN,None,None,None,None,2022-02-27 00:00:00
18079,False,178,Lyon,LYO,160,Lille,LIL,None,None,None,None,2022-02-27 00:00:00
18080,False,270,Clermont Foot,CLE,176,Bordeaux,BOR,None,None,None,None,2022-02-27 00:00:00
18081,False,241,Brest,BRE,179,Lorient,LOR,None,None,None,None,2022-02-27 00:00:00
18082,False,177,Reims,REI,225,Strasbourg,STR,None,None,None,None,2022-03-06 00:00:00
18083,False,163,Rennes,REN,167,Angers,ANG,None,None,None,None,2022-03-06 00:00:00
18084,False,175,Saint-Etienne,SEN,180,Metz,MET,None,None,None,None,2022-03-06 00:00:00
18085,False,176,Bordeaux,BOR,172,Troyes,TRO,None,None,None,None,2022-03-06 00:00:00
18086,False,210,Lens,LEN,241,Brest,BRE,None,None,None,None,2022-03-06 00:00:00
18087,False,160,Lille,LIL,270,Clermont Foot,CLE,None,None,None,None,2022-03-06 00:00:00
18088,False,179,Lorient,LOR,178,Lyon,LYO,None,None,None,None,2022-03-06 00:00:00
18089,False,164,Marseille,MAR,171,Monaco,MON,None,None,None,None,2022-03-06 00:00:00
18090,False,168,Nantes,NAN,166,Montpellier,MPL,None,None,None,None,2022-03-06 00:00:00
18091,False,170,Nice,NIC,161,Paris Saint Germain,PSG,None,None,None,None,2022-03-06 00:00:00
18092,False,167,Angers,ANG,177,Reims,REI,None,None,None,None,2022-03-13 00:00:00
18093,False,241,Brest,BRE,164,Marseille,MAR,None,None,None,None,2022-03-13 00:00:00
18094,False,270,Clermont Foot,CLE,179,Lorient,LOR,None,None,None,None,2022-03-13 00:00:00
18095,False,160,Lille,LIL,175,Saint-Etienne,SEN,None,None,None,None,2022-03-13 00:00:00
18096,False,178,Lyon,LYO,163,Rennes,REN,None,None,None,None,2022-03-13 00:00:00
18097,False,180,Metz,MET,210,Lens,LEN,None,None,None,None,2022-03-13 00:00:00
18098,False,166,Montpellier,MPL,170,Nice,NIC,None,None,None,None,2022-03-13 00:00:00
18099,False,161,Paris Saint Germain,PSG,176,Bordeaux,BOR,None,None,None,None,2022-03-13 00:00:00
18100,False,225,Strasbourg,STR,171,Monaco,MON,None,None,None,None,2022-03-13 00:00:00
18101,False,172,Troyes,TRO,168,Nantes,NAN,None,None,None,None,2022-03-13 00:00:00
18102,False,167,Angers,ANG,241,Brest,BRE,None,None,None,None,2022-03-20 00:00:00
18103,False,176,Bordeaux,BOR,166,Montpellier,MPL,None,None,None,None,2022-03-20 00:00:00
18104,False,210,Lens,LEN,270,Clermont Foot,CLE,None,None,None,None,2022-03-20 00:00:00
18105,False,179,Lorient,LOR,225,Strasbourg,STR,None,None,None,None,2022-03-20 00:00:00
18106,False,164,Marseille,MAR,170,Nice,NIC,None,None,None,None,2022-03-20 00:00:00
18107,False,171,Monaco,MON,161,Paris Saint Germain,PSG,None,None,None,None,2022-03-20 00:00:00
18108,False,175,Saint-Etienne,SEN,172,Troyes,TRO,None,None,None,None,2022-03-20 00:00:00
18109,False,163,Rennes,REN,180,Metz,MET,None,None,None,None,2022-03-20 00:00:00
18110,False,177,Reims,REI,178,Lyon,LYO,None,None,None,None,2022-03-20 00:00:00
18111,False,168,Nantes,NAN,160,Lille,LIL,None,None,None,None,2022-03-20 00:00:00
18112,False,270,Clermont Foot,CLE,168,Nantes,NAN,None,None,None,None,2022-04-02 23:00:00
18113,False,160,Lille,LIL,176,Bordeaux,BOR,None,None,None,None,2022-04-02 23:00:00
18114,False,178,Lyon,LYO,167,Angers,ANG,None,None,None,None,2022-04-02 23:00:00
18115,False,180,Metz,MET,171,Monaco,MON,None,None,None,None,2022-04-02 23:00:00
18116,False,166,Montpellier,MPL,241,Brest,BRE,None,None,None,None,2022-04-02 23:00:00
18117,False,170,Nice,NIC,163,Rennes,REN,None,None,None,None,2022-04-02 23:00:00
18118,False,161,Paris Saint Germain,PSG,179,Lorient,LOR,None,None,None,None,2022-04-02 23:00:00
18119,False,175,Saint-Etienne,SEN,164,Marseille,MAR,None,None,None,None,2022-04-02 23:00:00
18120,False,225,Strasbourg,STR,210,Lens,LEN,None,None,None,None,2022-04-02 23:00:00
18121,False,172,Troyes,TRO,177,Reims,REI,None,None,None,None,2022-04-02 23:00:00
18122,False,167,Angers,ANG,160,Lille,LIL,None,None,None,None,2022-04-09 23:00:00
18123,False,176,Bordeaux,BOR,180,Metz,MET,None,None,None,None,2022-04-09 23:00:00
18124,False,241,Brest,BRE,168,Nantes,NAN,None,None,None,None,2022-04-09 23:00:00
18125,False,270,Clermont Foot,CLE,161,Paris Saint Germain,PSG,None,None,None,None,2022-04-09 23:00:00
18126,False,210,Lens,LEN,170,Nice,NIC,None,None,None,None,2022-04-09 23:00:00
18127,False,179,Lorient,LOR,175,Saint-Etienne,SEN,None,None,None,None,2022-04-09 23:00:00
18128,False,164,Marseille,MAR,166,Montpellier,MPL,None,None,None,None,2022-04-09 23:00:00
18129,False,171,Monaco,MON,172,Troyes,TRO,None,None,None,None,2022-04-09 23:00:00
18130,False,177,Reims,REI,163,Rennes,REN,None,None,None,None,2022-04-09 23:00:00
18131,False,225,Strasbourg,STR,178,Lyon,LYO,None,None,None,None,2022-04-09 23:00:00
18132,False,160,Lille,LIL,210,Lens,LEN,None,None,None,None,2022-04-16 23:00:00
18133,False,178,Lyon,LYO,176,Bordeaux,BOR,None,None,None,None,2022-04-16 23:00:00
18134,False,180,Metz,MET,270,Clermont Foot,CLE,None,None,None,None,2022-04-16 23:00:00
18135,False,166,Montpellier,MPL,177,Reims,REI,None,None,None,None,2022-04-16 23:00:00
18136,False,168,Nantes,NAN,167,Angers,ANG,None,None,None,None,2022-04-16 23:00:00
18137,False,170,Nice,NIC,179,Lorient,LOR,None,None,None,None,2022-04-16 23:00:00
18138,False,161,Paris Saint Germain,PSG,164,Marseille,MAR,None,None,None,None,2022-04-16 23:00:00
18139,False,163,Rennes,REN,171,Monaco,MON,None,None,None,None,2022-04-16 23:00:00
18140,False,175,Saint-Etienne,SEN,241,Brest,BRE,None,None,None,None,2022-04-16 23:00:00
18141,False,172,Troyes,TRO,225,Strasbourg,STR,None,None,None,None,2022-04-16 23:00:00
18142,False,167,Angers,ANG,161,Paris Saint Germain,PSG,None,None,None,None,2022-04-19 23:00:00
18143,False,176,Bordeaux,BOR,175,Saint-Etienne,SEN,None,None,None,None,2022-04-19 23:00:00
18144,False,241,Brest,BRE,178,Lyon,LYO,None,None,None,None,2022-04-19 23:00:00
18145,False,210,Lens,LEN,166,Montpellier,MPL,None,None,None,None,2022-04-19 23:00:00
18146,False,179,Lorient,LOR,180,Metz,MET,None,None,None,None,2022-04-19 23:00:00
18147,False,164,Marseille,MAR,168,Nantes,NAN,None,None,None,None,2022-04-19 23:00:00
18148,False,171,Monaco,MON,170,Nice,NIC,None,None,None,None,2022-04-19 23:00:00
18149,False,177,Reims,REI,160,Lille,LIL,None,None,None,None,2022-04-19 23:00:00
18150,False,225,Strasbourg,STR,163,Rennes,REN,None,None,None,None,2022-04-19 23:00:00
18151,False,172,Troyes,TRO,270,Clermont Foot,CLE,None,None,None,None,2022-04-19 23:00:00
18152,False,270,Clermont Foot,CLE,167,Angers,ANG,None,None,None,None,2022-04-23 23:00:00
18153,False,160,Lille,LIL,225,Strasbourg,STR,None,None,None,None,2022-04-23 23:00:00
18154,False,178,Lyon,LYO,166,Montpellier,MPL,None,None,None,None,2022-04-23 23:00:00
18155,False,180,Metz,MET,241,Brest,BRE,None,None,None,None,2022-04-23 23:00:00
18156,False,168,Nantes,NAN,176,Bordeaux,BOR,None,None,None,None,2022-04-23 23:00:00
18157,False,170,Nice,NIC,172,Troyes,TRO,None,None,None,None,2022-04-23 23:00:00
18158,False,161,Paris Saint Germain,PSG,210,Lens,LEN,None,None,None,None,2022-04-23 23:00:00
18159,False,177,Reims,REI,164,Marseille,MAR,None,None,None,None,2022-04-23 23:00:00
18160,False,163,Rennes,REN,179,Lorient,LOR,None,None,None,None,2022-04-23 23:00:00
18161,False,175,Saint-Etienne,SEN,171,Monaco,MON,None,None,None,None,2022-04-23 23:00:00
18162,False,210,Lens,LEN,168,Nantes,NAN,None,None,None,None,2022-04-30 23:00:00
18163,False,179,Lorient,LOR,177,Reims,REI,None,None,None,None,2022-04-30 23:00:00
18164,False,164,Marseille,MAR,178,Lyon,LYO,None,None,None,None,2022-04-30 23:00:00
18165,False,171,Monaco,MON,167,Angers,ANG,None,None,None,None,2022-04-30 23:00:00
18166,False,166,Montpellier,MPL,180,Metz,MET,None,None,None,None,2022-04-30 23:00:00
18167,False,163,Rennes,REN,175,Saint-Etienne,SEN,None,None,None,None,2022-04-30 23:00:00
18168,False,225,Strasbourg,STR,161,Paris Saint Germain,PSG,None,None,None,None,2022-04-30 23:00:00
18169,False,172,Troyes,TRO,160,Lille,LIL,None,None,None,None,2022-04-30 23:00:00
18170,False,176,Bordeaux,BOR,170,Nice,NIC,None,None,None,None,2022-04-30 23:00:00
18171,False,241,Brest,BRE,270,Clermont Foot,CLE,None,None,None,None,2022-04-30 23:00:00
18172,False,168,Nantes,NAN,163,Rennes,REN,None,None,None,None,2022-05-07 23:00:00
