Dátum,Meccs-Id,Hazai-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Hazai-PR,Ellenfél-PR,PR-diff,Hazai-xgPR,Ellenfél-xgPR,Hazai-Mixed-PR,Ellenfél-Mixed-PR,H%,D%,A%,ForeCast-W,ForeCast-D,ForeCast-A
2015-01-18 11:00:00,5667,Getafe,Real Madrid,0,3,0.544312,2.41204,9.0921,12.1751,-3.0830,9.0763,7.4898,12.3582,5.1104,,,,0.0338,0.1247,0.8415
2015-01-18 16:00:00,5668,Atletico Madrid,Granada,2,0,1.68927,0.129219,10.7791,9.0019,1.7772,10.4189,11.3847,6.3895,11.6189,,,,0.8624,0.1218,0.0158
2015-01-18 18:00:00,5669,Deportivo La Coruna,Barcelona,0,4,0.582376,2.25001,8.9723,12.3005,-3.3282,11.0352,11.4583,11.1591,3.3928,,,,0.0339,0.1414,0.8247
2015-01-18 20:00:00,5670,Elche,Levante,1,0,1.91784,1.0119,9.7633,9.3351,0.4282,11.3289,10.5509,12.4476,13.3694,,,,0.622,0.2598,0.1182
2015-01-18 20:00:00,5671,Sevilla,Malaga,2,0,1.94535,0.364,10.9173,9.8246,1.0927,10.2815,8.4616,8.3030,10.6876,,,,0.8161,0.1445,0.0394
2015-01-24 15:00:00,5672,Cordoba,Real Madrid,1,2,1.63834,1.99717,9.8809,11.9104,-2.0295,11.3516,7.0648,11.9103,4.7560,,,,0.2522,0.2814,0.4664
2015-01-24 17:00:00,5673,Elche,Barcelona,0,6,0.347795,3.51478,8.7726,13.2912,-4.5186,11.0465,11.7407,12.2486,3.5918,,,,0.0013,0.0171,0.9816
2015-01-24 19:00:00,5674,Atletico Madrid,Rayo Vallecano,3,1,1.4904,0.696507,10.8273,9.4239,1.4034,10.1656,10.9868,6.2393,11.6105,,,,0.598,0.2639,0.1381
2015-01-24 21:00:00,5675,Real Sociedad,Eibar,1,0,0.845464,0.511777,9.6748,9.8293,-0.1545,9.0617,7.6047,11.2880,12.5542,,,,0.4042,0.3901,0.2057
2015-01-24 21:00:00,5676,Villarreal,Levante,1,0,1.30052,1.02925,10.5308,9.5670,0.9638,10.5636,10.9650,6.4984,13.6691,,,,0.4282,0.3126,0.2592
2015-01-25 11:00:00,5677,Deportivo La Coruna,Granada,2,2,1.86738,0.264957,8.8547,9.1195,-0.2648,11.3182,11.1017,10.6409,12.1371,,,,0.8367,0.1352,0.0281
2015-01-25 16:00:00,5678,Athletic Club,Malaga,1,1,0.959466,1.25659,9.0585,9.7359,-0.6774,9.9914,8.4472,10.6252,10.5246,,,,0.2055,0.3587,0.4358
2015-01-25 18:00:00,5679,Espanyol,Almeria,3,0,2.44178,0.300551,10.2736,9.0429,1.2307,11.2270,10.5554,10.3204,11.5303,,,,0.8961,0.0851,0.0188
2015-01-25 20:00:00,5680,Valencia,Sevilla,3,1,2.66487,1.97883,11.1238,10.4862,0.6376,7.2012,10.1788,10.0462,8.0434,,,,0.5425,0.2444,0.2131
2015-01-26 19:45:00,5681,Getafe,Celta Vigo,2,1,2.05397,0.47185,9.3202,9.2765,0.0437,9.4500,9.9781,12.1908,9.5749,,,,0.8191,0.1415,0.0394
2015-01-30 19:45:00,5682,Rayo Vallecano,Deportivo La Coruna,1,2,1.31894,2.38957,8.9066,9.3720,-0.4654,10.4518,11.8532,11.3609,10.8905,,,,0.1336,0.2076,0.6588
2015-01-31 15:00:00,5683,Real Madrid,Real Sociedad,4,1,4.01477,1.0602,11.9765,9.6087,2.3678,7.1195,9.0070,4.0835,11.9605,,,,0.9239,0.0553,0.0208
2015-01-31 17:00:00,5684,Eibar,Atletico Madrid,1,3,1.16555,0.842025,9.4538,11.2028,-1.7490,7.8101,9.9602,12.0978,6.6957,,,,0.4533,0.3181,0.2286
2015-01-31 19:00:00,5685,Granada,Elche,1,0,1.51392,0.214841,9.1578,8.7343,0.4235,11.2147,10.9335,11.8506,12.5351,,,,0.7939,0.1762,0.0299
2015-01-31 21:00:00,5601,Celta Vigo,Cordoba,1,0,2.59613,0.402388,9.5526,9.6048,-0.0522,10.5526,10.7771,9.3026,12.1826,,,,0.8798,0.0949,0.0253
2015-02-01 11:00:00,5602,Levante,Athletic Club,0,2,1.0606,1.65235,8.8149,9.8106,-0.9957,10.5649,10.3915,13.0649,11.2294,,,,0.2119,0.2672,0.5209
2015-02-01 16:00:00,5603,Almeria,Getafe,1,0,1.93122,0.822826,9.2372,9.1259,0.1113,10.7768,9.2286,11.4475,12.2736,,,,0.6623,0.2241,0.1136
2015-02-01 18:00:00,5604,Sevilla,Espanyol,3,2,3.32956,0.904898,10.5580,10.2018,0.3562,10.6068,10.7990,7.5091,10.8547,,,,0.9024,0.073,0.0246
2015-02-01 20:00:00,5605,Barcelona,Villarreal,3,2,3.1169,0.958569,12.7261,11.0959,1.6302,11.4652,10.8391,2.4871,7.6031,,,,0.8806,0.0934,0.026
2015-02-02 19:45:00,5606,Malaga,Valencia,1,0,1.68775,0.656199,10.2079,10.6518,-0.4439,8.9271,6.7213,10.7387,9.8321,,,,0.6681,0.2233,0.1086
2015-02-04 19:45:00,5607,Real Madrid,Sevilla,2,1,2.44168,2.47777,11.7469,10.7876,0.9593,6.6309,11.0954,3.8629,7.7297,,,,0.3869,0.2286,0.3845
2015-02-06 19:45:00,5608,Deportivo La Coruna,Eibar,2,0,2.24001,0.0956199,9.7674,9.0584,0.7090,12.2847,7.3786,10.7499,12.2384,,,,0.9523,0.0451,0.0026
2015-02-07 15:00:00,5609,Atletico Madrid,Real Madrid,4,0,2.27475,0.102273,12.2138,10.7359,1.4779,10.5143,6.0768,7.1636,3.3950,,,,0.9531,0.0437,0.0032
2015-02-07 17:00:00,5610,Villarreal,Granada,2,0,1.54408,0.377127,10.9864,9.2673,1.7191,10.5213,11.5325,7.2018,12.2519,,,,0.7122,0.2167,0.0711
2015-02-07 19:00:00,5611,Levante,Malaga,4,1,3.08668,0.44907,9.7882,9.2346,0.5536,11.4476,8.0444,13.3787,10.4249,,,,0.9603,0.0346,0.0051
2015-02-07 21:00:00,5612,Real Sociedad,Celta Vigo,1,1,0.981892,0.574985,9.4697,9.6916,-0.2219,8.9697,10.5899,11.7197,9.5434,,,,0.4725,0.346,0.1815
2015-02-08 11:00:00,5613,Cordoba,Almeria,1,2,1.02973,1.37273,9.1379,9.7041,-0.5662,10.4745,11.0794,11.8015,11.8286,,,,0.2526,0.2867,0.4607
2015-02-08 16:00:00,5614,Getafe,Sevilla,2,1,3.04719,0.401739,9.6663,10.2472,-0.5809,10.1804,10.1436,12.1527,7.8506,,,,0.9492,0.0412,0.0096
2015-02-08 18:00:00,5615,Espanyol,Valencia,1,2,1.57927,1.49482,9.9393,10.9143,-0.9750,10.8076,6.7127,10.5711,10.1157,,,,0.3819,0.2788,0.3393
2015-02-08 20:00:00,5616,Athletic Club,Barcelona,2,5,1.8275,4.6084,9.6645,12.8722,-3.2077,10.3001,11.5566,11.7785,1.9380,,,,0.0345,0.065,0.9005
2015-02-09 19:45:00,5617,Elche,Rayo Vallecano,2,0,2.96514,0.406262,9.1524,8.4885,0.6639,11.4913,9.8940,12.3135,11.5825,,,,0.9223,0.0617,0.016
2015-02-13 19:45:00,5618,Almeria,Real Sociedad,2,2,1.1247,0.912368,9.5205,9.6533,-0.1328,10.9489,9.1002,11.5919,11.9564,,,,0.3797,0.395,0.2253
2015-02-14 15:00:00,5619,Sevilla,Cordoba,3,0,2.40554,0.320386,10.5949,8.7902,1.8047,10.2626,10.3555,7.6770,11.9751,,,,0.907,0.0763,0.0167
2015-02-14 17:00:00,5620,Real Madrid,Deportivo La Coruna,2,0,1.47812,0.618923,10.8688,9.6345,1.2343,5.9245,12.4370,3.3131,10.8318,,,,0.6,0.2566,0.1434
2015-02-14 19:00:00,5621,Granada,Athletic Club,0,0,0.476819,0.732856,9.2416,9.6902,-0.4486,11.4428,10.3898,12.2902,11.7402,,,,0.2119,0.4132,0.3749
2015-02-14 21:00:00,5622,Malaga,Espanyol,0,2,1.56057,0.6984,8.7858,10.3881,-1.6023,8.3111,10.5409,9.7605,11.2355,,,,0.6103,0.2645,0.1252
2015-02-15 11:00:00,5623,Valencia,Getafe,1,0,2.14598,0.649505,10.7273,9.8533,0.8740,6.6498,10.2433,9.5546,12.7138,,,,0.783,0.1601,0.0569
2015-02-15 16:00:00,5624,Barcelona,Levante,5,0,3.66014,0.247088,13.2262,9.4342,3.7920,11.5139,11.4903,1.4387,13.8780,,,,0.9798,0.0186,0.0016
2015-02-15 18:00:00,5625,Rayo Vallecano,Villarreal,2,0,1.25027,2.06078,9.4880,9.9869,-0.4989,10.1908,10.2245,12.7846,5.9997,,,,0.1713,0.2282,0.6005
2015-02-15 20:00:00,5626,Celta Vigo,Atletico Madrid,2,0,2.0703,0.549303,10.6972,11.2082,-0.5110,11.4757,9.6285,10.1687,6.5383,,,,0.7998,0.1499,0.0503
2015-02-16 19:45:00,5627,Eibar,Elche,0,1,0.932447,0.434956,8.7069,9.5039,-0.7970,7.4015,11.4684,11.7625,12.7894,,,,0.473,0.3723,0.1547
2015-02-20 19:45:00,5628,Getafe,Espanyol,2,1,1.43242,0.705886,10.1120,10.1294,-0.0174,10.4336,10.3506,12.7909,11.1584,,,,0.5855,0.2674,0.1471
2015-02-21 15:00:00,5629,Barcelona,Malaga,0,1,1.22195,1.63942,11.7411,10.2709,1.4702,10.1744,9.6506,0.0580,11.1412,,,,0.2161,0.3069,0.477
2015-02-21 17:00:00,5630,Cordoba,Valencia,1,2,1.08496,1.89163,8.8995,10.6180,-1.7185,10.5131,6.4922,12.2860,9.2437,,,,0.1691,0.2646,0.5663
2015-02-21 19:00:00,5631,Atletico Madrid,Almeria,3,0,1.7792,0.331948,11.4113,9.3174,2.0939,9.4434,11.1340,6.3796,11.7506,,,,0.8132,0.1501,0.0367
2015-02-21 21:00:00,5632,Deportivo La Coruna,Celta Vigo,0,2,1.08256,1.92739,9.2752,11.0565,-1.7813,12.3665,11.5462,10.6837,10.3168,,,,0.0769,0.2461,0.677
2015-02-22 11:00:00,5633,Real Sociedad,Sevilla,4,3,2.13723,2.49215,10.0137,10.2345,-0.2208,9.1219,10.2409,12.4055,7.2279,,,,0.2816,0.2447,0.4737
2015-02-22 16:00:00,5634,Athletic Club,Rayo Vallecano,1,0,1.93713,0.144942,9.7646,9.4136,0.3510,10.6623,9.9183,11.3666,13.1582,,,,0.8667,0.1186,0.0147
2015-02-22 18:00:00,5635,Villarreal,Eibar,1,0,1.86055,0.231931,9.7919,8.9019,0.8900,10.1867,7.4393,5.3975,12.3647,,,,0.82,0.1521,0.0279
2015-02-22 20:00:00,5636,Elche,Real Madrid,0,2,0.113848,1.93223,9.2201,11.1526,-1.9325,11.2300,6.1629,12.9602,3.1423,,,,0.0051,0.0717,0.9232
2015-02-23 19:45:00,5637,Levante,Granada,2,1,0.925939,1.58381,9.5110,9.1648,0.3462,11.1527,11.7804,14.1193,12.0489,,,,0.167,0.2754,0.5576
2015-02-27 19:45:00,5638,Espanyol,Cordoba,1,0,0.579128,1.14225,9.9469,9.0820,0.8649,9.7773,11.0864,11.1167,12.3277,,,,0.1711,0.3193,0.5096
2015-02-28 15:00:00,5639,Granada,Barcelona,1,3,1.05422,3.76412,9.1839,11.7220,-2.5381,11.6220,10.3328,12.7455,-0.6386,,,,0.016,0.0587,0.9253
2015-02-28 17:00:00,5640,Rayo Vallecano,Levante,4,2,2.10446,1.5619,9.8129,9.1117,0.7012,9.9533,11.1177,13.4219,13.8556,,,,0.5173,0.2647,0.218
2015-02-28 19:00:00,5641,Almeria,Deportivo La Coruna,0,0,0.385643,1.93328,9.1819,9.4107,-0.2288,10.6115,12.8890,12.0020,10.4323,,,,0.0552,0.1671,0.7777
2015-02-28 21:00:00,5565,Malaga,Getafe,3,2,1.61726,2.02132,10.3562,10.0267,0.3295,9.3849,10.6993,11.3275,12.6046,,,,0.2594,0.2605,0.4801
2015-03-01 11:00:00,5566,Valencia,Real Sociedad,2,0,1.34535,0.377908,10.8419,9.7898,1.0521,6.4580,9.1561,9.2258,12.4234,,,,0.6375,0.2676,0.0949
2015-03-01 16:00:00,5567,Eibar,Athletic Club,0,1,0.282177,1.81458,8.7426,9.9239,-1.1813,7.1469,10.9547,12.5885,11.1428,,,,0.032,0.148,0.82
2015-03-01 18:00:00,5568,Sevilla,Atletico Madrid,0,0,0.864001,0.387528,10.4037,11.2421,-0.8384,10.5292,9.1551,7.2780,6.3295,,,,0.4892,0.37,0.1408
2015-03-01 20:00:00,5569,Real Madrid,Villarreal,1,1,2.94269,0.830645,10.6874,10.2571,0.4303,6.2257,10.1239,2.1491,6.3907,,,,0.8537,0.1089,0.0374
2015-03-02 19:45:00,5570,Celta Vigo,Elche,1,1,1.3045,0.913534,10.4724,9.8042,0.6682,11.0598,11.7164,9.6350,13.6420,,,,0.4452,0.3517,0.2031
2015-03-06 19:45:00,5571,Levante,Eibar,2,1,0.968252,1.1246,9.1444,8.7099,0.4345,10.8613,7.4033,13.9274,12.5167,,,,0.2876,0.3314,0.381
2015-03-07 15:00:00,5572,Deportivo La Coruna,Sevilla,3,4,2.49167,3.0458,9.2840,10.5304,-1.2464,12.8737,10.5445,10.4441,7.2662,,,,0.2756,0.2176,0.5068
2015-03-07 17:00:00,5573,Athletic Club,Real Madrid,1,0,0.351052,0.880869,10.2398,10.3715,-0.1317,10.8881,6.2923,11.5911,1.7008,,,,0.1326,0.3819,0.4855
2015-03-07 19:00:00,5574,Elche,Almeria,1,0,1.87874,0.509389,9.7736,9.2125,0.5611,11.7782,10.5497,13.2691,12.3749,,,,0.754,0.1778,0.0682
2015-03-07 21:00:00,5575,Granada,Malaga,1,0,1.48614,0.108569,9.6020,9.9381,-0.3361,12.1345,8.8724,12.8192,11.2538,,,,0.788,0.1936,0.0184
2015-03-08 11:00:00,5576,Barcelona,Rayo Vallecano,6,1,5.199,0.955753,12.3697,9.1652,3.2045,10.7913,9.4948,-1.0517,13.8350,,,,0.9906,0.0076,0.0018
2015-03-08 16:00:00,5577,Real Sociedad,Espanyol,1,0,0.740356,0.445724,9.9541,9.7826,0.1715,9.1440,9.7894,12.5140,11.0261,,,,0.401,0.4129,0.1861
2015-03-08 18:00:00,5578,Villarreal,Celta Vigo,4,1,1.56688,0.979286,10.9359,9.7936,1.1423,10.1996,10.9841,6.9226,9.1031,,,,0.5168,0.2802,0.203
2015-03-08 20:00:00,5579,Atletico Madrid,Valencia,1,1,0.985146,0.555779,11.0171,11.0669,-0.0498,9.0374,6.5757,5.9971,9.5582,,,,0.4703,0.3752,0.1545
2015-03-09 19:45:00,5580,Cordoba,Getafe,1,2,1.134,0.757081,8.9432,10.1655,-1.2223,11.2918,10.4939,12.0946,12.8377,,,,0.444,0.3212,0.2348
2015-03-13 19:45:00,5581,Valencia,Deportivo La Coruna,2,0,2.87108,0.181554,10.9962,9.3547,1.6415,6.6774,12.7720,8.8151,11.1872,,,,0.9653,0.0319,0.0028
2015-03-14 15:00:00,5582,Espanyol,Atletico Madrid,0,0,0.197774,1.49831,9.9662,10.8335,-0.8673,9.6479,9.1789,11.5349,5.4883,,,,0.0275,0.173,0.7995
2015-03-14 17:00:00,5583,Eibar,Barcelona,0,2,0.714941,1.89195,8.9999,12.0797,-3.0798,7.8990,10.2956,13.1009,-1.6359,,,,0.0841,0.2142,0.7017
2015-03-14 19:00:00,5584,Rayo Vallecano,Granada,3,1,3.07872,1.13426,9.6494,9.1178,0.5316,9.9651,11.6642,13.8331,12.8211,,,,0.826,0.1159,0.0581
2015-03-14 21:00:00,5585,Celta Vigo,Athletic Club,1,2,1.93556,2.77225,9.5302,10.5032,-0.9730,10.7615,11.1107,9.0488,11.6454,,,,0.203,0.2103,0.5867
2015-03-15 11:00:00,5586,Almeria,Villarreal,0,0,1.3378,1.39493,9.5183,10.6301,-1.1118,10.8413,9.9080,12.6950,6.6025,,,,0.3522,0.2888,0.359
2015-03-15 16:00:00,5587,Malaga,Cordoba,2,0,1.64345,0.926039,10.0644,8.8169,1.2475,8.6780,11.4862,11.2007,12.1477,,,,0.5456,0.2757,0.1787
2015-03-15 18:00:00,5588,Sevilla,Elche,3,0,3.005,0.67376,10.9662,9.3378,1.6284,10.8131,11.5096,7.1192,13.4161,,,,0.9138,0.0638,0.0224
2015-03-15 20:00:00,5589,Real Madrid,Levante,2,0,2.53951,0.58311,10.4397,9.0762,1.3635,6.3496,10.8040,1.2799,14.3483,,,,0.858,0.1056,0.0364
2015-03-16 19:45:00,5590,Getafe,Real Sociedad,0,1,1.18559,0.440657,9.7377,10.3819,-0.6442,10.5023,9.1356,12.2236,13.1281,,,,0.6182,0.2785,0.1033
2015-03-20 19:45:00,5591,Elche,Valencia,0,4,0.247285,2.37545,8.6274,11.7066,-3.0792,11.2672,6.9198,13.2377,8.9935,,,,0.0123,0.072,0.9157
2015-03-21 15:00:00,5592,Atletico Madrid,Getafe,2,0,2.09938,0.255093,10.9345,9.6367,1.2978,9.2410,10.4402,5.1283,12.5836,,,,0.866,0.1149,0.0191
2015-03-21 17:00:00,5593,Rayo Vallecano,Malaga,1,0,0.578125,0.787002,9.8781,9.8357,0.0424,9.8916,8.7515,14.1141,10.9197,,,,0.2279,0.3732,0.3989
2015-03-21 19:00:00,5594,Levante,Celta Vigo,0,1,0.434826,2.92074,8.8147,9.7917,-0.9770,10.1710,11.3945,14.7083,8.6888,,,,0.0157,0.0628,0.9215
2015-03-21 21:00:00,5595,Athletic Club,Almeria,2,1,1.43356,0.341584,10.3820,9.6395,0.7425,11.0125,10.9395,11.2512,13.0892,,,,0.6611,0.2574,0.0815
2015-03-21 21:00:00,5596,Granada,Eibar,0,0,0.706268,0.288646,8.9633,9.1544,-0.1911,11.6141,7.9491,12.5622,13.3598,,,,0.4161,0.4529,0.131
2015-03-22 11:00:00,5597,Deportivo La Coruna,Espanyol,0,0,0.89593,1.551,9.3826,9.9383,-0.5557,12.6361,9.7838,11.3788,11.3433,,,,0.1611,0.2638,0.5751
2015-03-22 16:00:00,5598,Villarreal,Sevilla,0,2,1.9763,0.561801,10.0891,11.5072,-1.4181,10.2206,10.5005,5.7079,8.0138,,,,0.747,0.1743,0.0787
2015-03-22 18:00:00,5599,Real Sociedad,Cordoba,3,1,1.48367,0.6619,10.3657,8.8331,1.5326,8.8248,11.7970,12.9064,12.3694,,,,0.6015,0.2561,0.1424
2015-03-22 23:00:00,5600,Barcelona,Real Madrid,2,1,2.29612,1.69907,11.7947,10.7247,1.0700,9.9099,6.7353,-2.0702,1.7142,,,,0.5169,0.2336,0.2495
2015-04-03 19:45:00,5505,Eibar,Rayo Vallecano,1,2,1.32137,1.33096,8.9603,10.0722,-1.1119,8.0026,9.8381,13.1681,14.3058,,,,0.35,0.3106,0.3394
2015-04-04 15:00:00,5506,Sevilla,Athletic Club,2,0,1.36462,0.480128,11.6009,10.2883,1.3126,10.3153,11.1977,7.8864,11.3786,,,,0.6279,0.2598,0.1123
2015-04-04 17:00:00,5507,Cordoba,Atletico Madrid,0,2,0.477035,1.18641,8.7334,11.0342,-2.3008,12.0200,9.0180,12.4471,5.0506,,,,0.1285,0.3046,0.5669
2015-04-04 19:00:00,5508,Almeria,Levante,1,4,1.34021,2.45536,8.5583,9.8959,-1.3376,10.3295,10.7810,12.2868,15.5107,,,,0.1249,0.213,0.6621
2015-04-04 21:00:00,5509,Malaga,Real Sociedad,1,1,1.94239,0.432609,9.8432,10.3582,-0.5150,9.1364,8.4399,10.5498,13.2763,,,,0.8,0.1541,0.0459
2015-04-05 11:00:00,5510,Real Madrid,Granada,9,1,6.61091,0.602945,12.1593,7.5287,4.6306,7.6719,10.6775,1.6469,12.6295,,,,0.9986,0.0013,0.0001
2015-04-05 16:00:00,5511,Valencia,Villarreal,0,0,1.26916,0.278552,11.1772,10.6185,0.5587,6.6381,10.5023,8.2165,6.4849,,,,0.6748,0.2611,0.0641
2015-04-05 18:00:00,5512,Getafe,Deportivo La Coruna,2,1,1.29359,1.16571,9.6982,9.3211,0.3771,10.2836,12.7927,12.6131,11.3493,,,,0.3917,0.3034,0.3049
2015-04-05 20:00:00,5513,Celta Vigo,Barcelona,0,1,0.653911,1.93453,9.9175,11.6689,-1.7514,11.4501,9.8543,9.1347,-2.5161,,,,0.0719,0.1991,0.729
2015-04-06 19:00:00,5514,Espanyol,Elche,1,1,0.536142,0.496354,9.4856,9.0801,0.4055,9.3410,11.7100,10.8806,13.7004,,,,0.2942,0.4552,0.2506
2015-04-07 19:00:00,5515,Atletico Madrid,Real Sociedad,2,0,1.31813,0.436442,11.2402,10.1522,1.0880,8.9444,8.5135,5.0362,13.2907,,,,0.6385,0.2638,0.0977
2015-04-07 21:00:00,5516,Levante,Sevilla,1,2,1.66884,1.49345,9.9472,11.5496,-1.6024,11.1261,9.9702,15.5181,7.8790,,,,0.4159,0.273,0.3111
2015-04-07 21:00:00,5517,Eibar,Malaga,1,0,0.790085,0.428638,9.3060,9.4975,-0.1915,8.1887,8.9503,13.4235,10.2944,,,,0.4533,0.3821,0.1646
2015-04-08 19:00:00,5518,Barcelona,Almeria,4,0,1.71657,0.267948,11.7662,8.4610,3.3052,9.3138,10.8700,-2.7809,12.5516,,,,0.7926,0.1712,0.0362
2015-04-08 19:00:00,5519,Deportivo La Coruna,Cordoba,1,1,0.469966,1.36851,9.0492,9.0053,0.0439,12.2961,12.5166,11.3020,12.4944,,,,0.1098,0.2752,0.615
2015-04-08 21:00:00,5520,Granada,Celta Vigo,1,1,1.66481,1.04873,8.0009,9.4453,-1.4444,11.3037,10.8239,12.9477,8.8165,,,,0.5545,0.2908,0.1547
2015-04-08 21:00:00,5521,Rayo Vallecano,Real Madrid,0,2,1.19622,1.94497,9.9690,12.2625,-2.2935,10.0477,7.4623,14.3898,1.5629,,,,0.1998,0.2289,0.5713
2015-04-09 19:00:00,5522,Athletic Club,Valencia,1,1,1.30831,1.12945,10.3855,11.0800,-0.6945,11.3396,6.4962,11.4311,8.1640,,,,0.386,0.352,0.262
2015-04-09 21:00:00,5523,Elche,Getafe,0,1,0.552753,1.01048,8.8596,9.9187,-1.0591,11.6251,10.3685,13.5944,12.7191,,,,0.1787,0.3277,0.4936
2015-04-09 21:00:00,5524,Villarreal,Espanyol,0,3,0.259097,1.95758,9.4603,10.6438,-1.1835,9.6695,10.1738,5.7513,11.6142,,,,0.0156,0.0995,0.8849
2015-04-11 15:00:00,5525,Real Madrid,Eibar,3,0,2.99344,0.143497,12.1484,9.4201,2.7283,7.3107,8.3403,0.7363,14.2501,,,,0.958,0.0374,0.0046
2015-04-11 17:00:00,5526,Malaga,Atletico Madrid,2,2,0.670229,2.52542,9.8082,10.9295,-1.1213,8.7972,9.0975,11.0689,4.2617,,,,0.0294,0.106,0.8646
2015-04-11 19:00:00,5527,Sevilla,Barcelona,2,2,1.26597,1.76203,11.4787,11.8371,-0.3584,9.7753,9.5087,7.9322,-2.8341,,,,0.2308,0.2804,0.4888
2015-04-11 21:00:00,5528,Almeria,Granada,3,0,2.26761,1.66924,8.9710,7.4909,1.4801,10.7796,11.3941,12.9120,12.5873,,,,0.5311,0.2465,0.2224
2015-04-11 21:00:00,5529,Celta Vigo,Rayo Vallecano,6,1,6.56908,0.962212,10.7012,8.7131,1.9881,12.2315,8.6401,8.6707,14.5356,,,,0.9972,0.0026,0.0002
2015-04-12 11:00:00,5530,Getafe,Villarreal,1,1,1.41544,1.11289,9.6791,9.6999,-0.0208,10.2045,9.8335,12.4039,6.0665,,,,0.4248,0.3339,0.2413
2015-04-12 16:00:00,5531,Espanyol,Athletic Club,1,0,0.512811,0.269712,10.7042,10.3251,0.3791,10.0450,11.4684,11.6139,11.4314,,,,0.3579,0.5005,0.1416
2015-04-12 18:00:00,5532,Real Sociedad,Deportivo La Coruna,2,2,1.01446,1.50991,9.7515,9.4499,0.3016,7.9889,12.8207,13.0138,11.5789,,,,0.143,0.3863,0.4707
2015-04-12 20:00:00,5533,Cordoba,Elche,0,2,1.00055,1.18169,8.3439,9.5210,-1.1771,12.3099,11.8318,11.8783,14.2105,,,,0.2695,0.3026,0.4279
2015-04-13 19:30:00,5534,Valencia,Levante,3,0,0.822921,0.341912,11.4218,9.6054,1.8164,6.2083,11.4140,8.3855,15.2966,,,,0.4681,0.3944,0.1375
2015-04-17 19:45:00,5535,Levante,Espanyol,2,2,1.05378,1.71351,9.7551,10.5545,-0.7994,11.3988,10.0602,15.6112,11.2993,,,,0.206,0.2471,0.5469
2015-04-18 15:00:00,5536,Barcelona,Valencia,2,0,2.05137,1.3841,12.1083,11.1506,0.9577,9.4467,6.2703,-2.7297,8.2811,,,,0.5578,0.2541,0.1881
2015-04-18 17:00:00,5537,Deportivo La Coruna,Atletico Madrid,1,2,0.838632,1.51593,9.4448,10.9346,-1.4898,12.8963,9.0219,11.7431,4.0975,,,,0.146,0.2786,0.5754
2015-04-18 19:00:00,5538,Real Madrid,Malaga,3,1,3.03655,1.04346,11.9383,10.0183,1.9200,7.0989,9.0090,0.0280,11.7772,,,,0.8658,0.0986,0.0356
2015-04-18 21:00:00,5539,Athletic Club,Getafe,4,0,4.04338,0.0426725,11.0386,8.9656,2.0730,12.1821,9.4908,11.1447,12.6906,,,,0.9948,0.0052,0
2015-04-19 11:00:00,5540,Rayo Vallecano,Almeria,2,0,2.62824,0.372844,9.1526,8.5315,0.6211,9.1434,10.2763,14.4112,13.0364,,,,0.9378,0.0537,0.0085
2015-04-19 16:00:00,5541,Granada,Sevilla,1,1,0.31456,0.750507,8.3629,10.6067,-2.2438,12.1571,9.0123,13.5682,6.9513,,,,0.1403,0.423,0.4367
2015-04-19 18:00:00,5542,Villarreal,Cordoba,0,0,2.31812,0.270253,9.2359,8.8079,0.4280,9.8815,12.2619,5.0905,12.8543,,,,0.8622,0.1135,0.0243
2015-04-19 20:00:00,5543,Eibar,Celta Vigo,0,1,0.496233,2.19944,9.3654,10.7559,-1.3905,8.1098,12.4620,14.6212,8.2996,,,,0.0424,0.1388,0.8188
2015-04-20 19:45:00,5544,Elche,Real Sociedad,1,0,0.635837,0.240527,9.7036,9.5689,0.1347,11.8633,7.9574,14.2943,12.9300,,,,0.4234,0.4595,0.1171
2015-04-24 19:45:00,5545,Cordoba,Athletic Club,0,1,2.18715,1.4308,8.9906,10.8559,-1.8653,12.8837,11.5603,12.8479,11.1511,,,,0.5595,0.2261,0.2144
2015-04-25 15:00:00,5546,Espanyol,Barcelona,0,2,1.00138,3.49523,10.3179,12.3449,-2.0270,9.7002,9.8067,11.6862,-3.1166,,,,0.0288,0.0822,0.889
2015-04-25 17:00:00,5547,Atletico Madrid,Elche,3,0,2.30439,1.10245,11.2519,9.3863,1.8656,8.8896,11.9956,4.1143,14.2775,,,,0.6702,0.1983,0.1315
2015-04-25 19:00:00,5548,Getafe,Levante,0,1,0.827697,0.371997,8.7880,9.9327,-1.1447,9.6771,11.2125,12.3991,15.9027,,,,0.4722,0.3837,0.1441
2015-04-25 21:00:00,5549,Real Sociedad,Villarreal,0,0,0.648718,1.91558,9.3607,9.4441,-0.0834,7.4324,10.4065,13.0385,4.9820,,,,0.1001,0.1953,0.7046
2015-04-26 11:00:00,5550,Malaga,Deportivo La Coruna,1,1,1.32081,1.16186,9.7499,9.7132,0.0367,8.7804,13.1249,11.4691,12.0512,,,,0.3938,0.2995,0.3067
2015-04-26 16:00:00,5551,Almeria,Eibar,2,0,1.6408,0.325557,9.1150,8.7819,0.3331,10.6886,7.6975,13.2911,14.3665,,,,0.7851,0.1708,0.0441
2015-04-26 18:00:00,5552,Sevilla,Rayo Vallecano,2,0,3.21575,1.37722,10.6182,9.1411,1.4771,8.9834,9.1723,6.5031,14.8594,,,,0.7874,0.1302,0.0824
