Dátum,Meccs-Id,Hazai-Csapat,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-XG,Ellenfél-XG,Hazai-PR,Ellenfél-PR,PR-diff,Hazai-xgPR,Ellenfél-xgPR,Hazai-Mixed-PR,Ellenfél-Mixed-PR,H%,D%,A%,ForeCast-W,ForeCast-D,ForeCast-A
2016-08-21 22:45:00,935,Pescara,Napoli,2,2,1.08269,1.41716,9.8750,10.1250,-0.2500,9.7914,10.2086,9.9586,10.0414,,,,0.261,0.2988,0.4402
2016-08-21 22:45:00,936,Atalanta,Lazio,3,4,1.54669,1.80658,9.9701,10.7311,-0.7610,10.4556,13.4540,15.9841,7.7573,,,,0.2829,0.2712,0.4459
2016-08-21 22:45:00,937,Bologna,Crotone,1,0,1.73535,0.38438,10.1250,9.8750,0.2500,10.2127,9.7873,9.7873,10.2127,,,,0.7436,0.1942,0.0622
2016-08-21 22:45:00,938,Chievo,Inter,2,0,0.778083,1.01715,10.0133,9.4061,0.6072,6.5863,9.9390,16.6900,3.6230,,,,0.2581,0.3366,0.4053
2016-08-21 22:45:00,939,Empoli,Sampdoria,0,1,0.934821,1.04646,9.1560,9.0544,0.1016,12.2702,5.6656,10.0420,15.4438,,,,0.3074,0.3325,0.3601
2016-08-21 22:45:00,940,Genoa,Cagliari,3,1,1.52666,0.912546,10.2824,9.4943,0.7881,5.3371,14.7782,11.7269,9.7105,,,,0.5158,0.2761,0.2081
2016-08-27 20:00:00,941,Lazio,Juventus,0,1,0.16672,0.614088,10.5917,11.8130,-1.2213,13.4528,3.4891,7.7298,-6.1121,,,,0.0878,0.4965,0.4157
2016-08-27 22:45:00,942,Napoli,AC Milan,4,2,2.78103,0.804413,10.4290,9.5369,0.8921,10.5067,8.0251,9.8512,8.2990,,,,0.8796,0.0929,0.0275
2016-08-28 20:00:00,943,Inter,Palermo,1,1,1.94441,0.544244,9.4311,9.9811,-0.5500,10.3140,13.2152,3.2980,14.2472,,,,0.7401,0.1886,0.0713
2016-08-28 22:45:00,944,Sampdoria,Atalanta,2,1,0.933904,0.314303,9.4083,9.6162,-0.2079,5.9244,10.1968,15.6428,15.7851,,,,0.6014,0.3189,0.0797
2016-08-28 22:45:00,945,Sassuolo,Pescara,2,1,0.54343,1.45854,10.8102,10.0201,0.7901,8.1939,10.4153,12.6770,9.8749,,,,0.0793,0.2373,0.6834
2016-08-28 22:45:00,946,Torino,Bologna,5,1,4.22894,0.532401,10.8300,9.1933,1.6367,13.5736,9.3569,8.0868,9.7798,,,,0.9775,0.0184,0.0041
2016-08-28 22:45:00,947,Udinese,Empoli,2,0,0.912097,1.18302,9.2991,8.7037,0.5954,11.6706,12.3856,16.9270,9.5220,,,,0.2623,0.3153,0.4224
2016-08-28 22:45:00,948,Cagliari,Roma,2,2,1.76368,2.92514,9.9793,11.4492,-1.4699,14.9728,5.4729,10.4858,0.1762,,,,0.1564,0.1909,0.6527
2016-08-28 22:45:00,949,Crotone,Genoa,1,3,1.02444,2.39624,9.3519,10.8055,-1.4536,9.4212,5.7032,10.0325,11.9071,,,,0.0806,0.1828,0.7366
2016-08-28 22:45:00,950,Fiorentina,Chievo,1,0,0.763552,0.795506,10.9302,10.1523,0.7779,9.6294,6.9833,3.9815,16.8210,,,,0.2908,0.3594,0.3498
2016-09-10 20:00:00,951,Juventus,Sassuolo,3,1,3.29973,0.835114,11.9373,10.6859,1.2514,3.7296,7.9534,-6.6040,13.1689,,,,0.8991,0.0737,0.0272
2016-09-10 22:45:00,952,Palermo,Napoli,0,3,0.58528,1.89333,9.2181,11.1920,-1.9739,12.8752,10.8467,13.8112,10.2872,,,,0.0758,0.1983,0.7259
2016-09-11 14:30:00,953,Bologna,Cagliari,2,1,1.75506,0.916015,9.5148,9.6578,-0.1430,9.6382,14.6915,9.8915,10.3741,,,,0.6061,0.2472,0.1467
2016-09-11 17:00:00,954,Chievo,Lazio,1,1,2.00749,0.74614,10.1371,10.6069,-0.4698,7.2835,13.1526,16.4905,8.0603,,,,0.7243,0.1838,0.0919
2016-09-11 17:00:00,955,AC Milan,Udinese,0,1,0.959858,0.507771,9.1024,9.7336,-0.6312,7.9537,11.7420,7.7515,17.4745,,,,0.4859,0.3471,0.167
2016-09-11 17:00:00,956,Roma,Sampdoria,3,2,3.61418,1.23572,11.0640,9.7935,1.2705,5.4323,5.9650,-0.8036,16.6226,,,,0.8604,0.0967,0.0429
2016-09-11 17:00:00,957,Atalanta,Torino,2,1,2.47685,0.648686,10.0447,10.4015,-0.3568,10.8323,12.9381,15.7565,8.1154,,,,0.8274,0.1199,0.0527
2016-09-11 22:45:00,958,Pescara,Inter,1,2,1.52585,1.70313,9.4979,9.9533,-0.4554,10.0987,10.6306,9.3970,3.7759,,,,0.3417,0.248,0.4103
2016-09-12 22:45:00,959,Empoli,Crotone,2,1,0.636904,0.521587,8.9908,9.0648,-0.0740,12.4515,9.3553,9.7802,9.7743,,,,0.3243,0.4175,0.2582
2016-09-16 22:45:00,960,Sampdoria,AC Milan,0,1,0.594515,0.782456,9.2457,9.6502,-0.4045,5.6202,8.2985,16.1218,8.2523,,,,0.2333,0.3774,0.3893
2016-09-17 20:00:00,961,Lazio,Pescara,3,0,3.04807,1.21293,10.9547,9.1501,1.8046,13.2091,10.0422,7.9493,9.5080,,,,0.8015,0.1346,0.0639
2016-09-17 22:45:00,962,Napoli,Bologna,3,1,1.47652,0.312903,11.1477,9.5591,1.5886,10.5933,9.8916,9.9520,10.2267,,,,0.6968,0.2324,0.0708
2016-09-18 14:30:00,963,Udinese,Chievo,1,2,0.753743,2.50145,9.4595,10.4112,-0.9517,11.2809,7.7446,17.6373,16.3277,,,,0.0492,0.1365,0.8143
2016-09-18 17:00:00,964,Sassuolo,Genoa,2,0,2.29731,1.40462,11.0908,10.4006,0.6902,8.0815,5.5751,13.3506,11.7254,,,,0.6381,0.237,0.1249
2016-09-18 17:00:00,965,Torino,Empoli,0,0,0.718392,0.184549,9.9238,9.4685,0.4553,12.5939,12.7957,7.5043,10.3913,,,,0.4829,0.4378,0.0793
2016-09-18 17:00:00,966,Cagliari,Atalanta,3,0,1.03866,1.02015,10.3795,9.3230,1.0565,14.6679,10.8559,11.0912,15.0394,,,,0.3063,0.3419,0.3518
2016-09-18 17:00:00,967,Crotone,Palermo,1,1,1.13821,0.612635,8.9781,9.3048,-0.3267,9.4000,12.8305,9.5562,14.0293,,,,0.5118,0.3088,0.1794
2016-09-18 20:00:00,968,Inter,Juventus,2,1,0.746577,1.24154,10.5743,11.3163,-0.7420,10.8779,3.4823,4.5206,-7.3487,,,,0.1907,0.2998,0.5095
2016-09-18 22:45:00,969,Fiorentina,Roma,1,0,0.737697,1.02389,11.0887,10.9055,0.1832,9.4663,5.5954,4.2115,-1.0336,,,,0.2489,0.3385,0.4126
2016-09-20 22:45:00,970,AC Milan,Lazio,2,0,2.62568,0.701969,10.3513,10.2536,0.0977,8.9806,12.5270,8.4725,7.7291,,,,0.8418,0.1152,0.043
2016-09-21 20:30:00,971,Bologna,Sampdoria,2,0,1.04424,0.902754,9.8557,8.9491,0.9066,9.7236,5.7882,10.4880,15.8605,,,,0.3674,0.343,0.2896
2016-09-21 22:45:00,972,Chievo,Sassuolo,2,1,0.195009,0.435427,10.7061,10.7959,-0.0898,7.7294,8.0967,16.6827,12.9956,,,,0.1161,0.5575,0.3264
2016-09-21 22:45:00,973,Empoli,Inter,0,2,0.437207,1.89478,9.1199,10.9229,-1.8030,12.5828,11.0908,10.4071,4.5048,,,,0.0537,0.1695,0.7768
2016-09-21 22:45:00,974,Genoa,Napoli,0,0,0.838569,0.928776,10.4624,11.0859,-0.6235,5.6143,10.5541,11.8097,9.8677,,,,0.306,0.342,0.352
2016-09-21 22:45:00,975,Juventus,Cagliari,4,0,3.23331,0.0712181,11.9571,9.7387,2.2184,3.9136,14.2366,-7.4984,11.2409,,,,0.9773,0.0214,0.0013
2016-09-21 22:45:00,976,Pescara,Torino,0,0,0.988465,0.628442,9.2185,9.8554,-0.6369,10.2006,12.4355,9.4864,7.5259,,,,0.4285,0.3536,0.2179
2016-09-21 22:45:00,977,Roma,Crotone,4,0,2.21659,1.20964,11.2986,8.5850,2.7136,5.2403,9.7551,-0.8922,9.4148,,,,0.6222,0.2285,0.1493
2016-09-21 22:45:00,978,Udinese,Fiorentina,2,2,1.89441,1.08173,9.7418,10.8064,-1.0646,11.7664,8.9808,17.7164,4.1324,,,,0.5814,0.2653,0.1533
2016-09-21 22:45:00,979,Atalanta,Palermo,0,1,1.6265,1.04637,8.9434,9.6844,-0.7410,10.8714,12.8150,14.5148,14.5539,,,,0.5086,0.2913,0.2001
2016-09-24 20:00:00,980,Palermo,Juventus,0,1,0.115058,1.22962,9.8776,11.7639,-1.8863,12.9795,3.7491,15.0257,-7.9702,,,,0.0272,0.2612,0.7116
2016-09-24 22:45:00,981,Napoli,Chievo,2,0,0.644091,0.41855,11.3659,10.4261,0.9398,10.3905,7.8930,10.0914,16.4590,,,,0.3457,0.452,0.2023
2016-09-25 14:30:00,982,Torino,Roma,3,1,2.48231,2.97512,10.5912,10.5628,0.0284,12.5481,5.1277,8.3849,-1.7512,,,,0.2922,0.2204,0.4874
2016-09-25 17:00:00,983,Sassuolo,Udinese,1,0,1.51059,0.611892,10.6574,9.8803,0.7771,7.9328,11.9303,12.6324,18.0796,,,,0.6478,0.2418,0.1104
2016-09-25 17:00:00,984,Genoa,Pescara,1,1,0.507435,1.09165,10.0264,9.6545,0.3719,5.0323,10.7826,11.5198,9.7763,,,,0.1384,0.3101,0.5515
2016-09-25 17:00:00,985,Inter,Bologna,1,1,1.37159,0.551483,10.5311,10.2475,0.2836,10.9040,9.9104,3.9080,11.0848,,,,0.5846,0.283,0.1324
2016-09-25 17:00:00,986,Lazio,Empoli,2,0,1.91368,1.03563,10.3452,9.0283,1.3169,12.3381,12.7717,7.6012,10.5350,,,,0.6018,0.2399,0.1583
2016-09-25 22:45:00,987,Fiorentina,AC Milan,0,0,1.54079,0.710461,10.5676,10.5901,-0.0225,8.9496,9.0118,3.6860,8.9189,,,,0.6151,0.2524,0.1325
2016-09-26 21:00:00,988,Crotone,Atalanta,1,3,0.659193,2.1441,8.0496,9.4788,-1.4292,9.3485,11.2780,9.2506,14.6790,,,,0.0541,0.1533,0.7926
2016-09-26 23:00:00,989,Cagliari,Sampdoria,2,1,1.33563,1.13075,9.6663,9.0215,0.6448,13.9654,6.0594,11.1173,15.9841,,,,0.4192,0.2893,0.2915
2016-10-01 20:00:00,990,Pescara,Chievo,0,2,0.518031,1.81437,9.2224,10.8582,-1.6358,10.5264,8.1492,9.6683,16.5670,,,,0.0775,0.1928,0.7297
2016-10-01 22:45:00,991,Udinese,Lazio,0,3,1.05481,1.29748,9.1215,11.1040,-1.9825,11.8609,12.4075,17.3815,8.2993,,,,0.2904,0.2951,0.4145
2016-10-02 14:30:00,992,Empoli,Juventus,0,3,0.310516,4.15533,8.8372,11.9550,-3.1178,12.3694,4.1514,11.3051,-8.7403,,,,0.0015,0.0101,0.9884
2016-10-02 17:00:00,993,Sampdoria,Palermo,1,1,1.44665,0.514686,9.1105,9.7886,-0.6781,6.3814,12.6575,15.8401,15.1697,,,,0.6136,0.2727,0.1137
2016-10-02 17:00:00,994,Atalanta,Napoli,1,0,1.57211,0.559123,10.0756,10.7691,-0.6935,11.8780,9.7905,15.0225,9.7479,,,,0.6715,0.2265,0.102
2016-10-02 17:00:00,995,Bologna,Genoa,0,1,0.1582,1.19687,9.8172,10.4567,-0.6395,9.4705,5.4722,10.9142,11.6904,,,,0.0343,0.2382,0.7275
2016-10-02 17:00:00,996,Cagliari,Crotone,2,1,0.586739,1.25433,9.3871,8.3288,1.0583,13.2693,10.0446,11.0050,9.3629,,,,0.1664,0.2891,0.5445
2016-10-02 20:00:00,997,Torino,Fiorentina,2,1,0.934719,1.4493,10.7103,10.4485,0.2618,12.2886,9.2091,8.6326,3.4383,,,,0.2177,0.2761,0.5062
2016-10-02 20:00:00,998,AC Milan,Sassuolo,4,3,1.41957,1.17991,10.7319,10.5156,0.2163,8.9635,7.9811,9.0008,12.5505,,,,0.4175,0.3153,0.2672
2016-10-02 22:45:00,999,Roma,Inter,2,1,2.39527,1.17527,10.6799,10.4140,0.2659,5.2998,10.7319,-1.9391,4.0959,,,,0.6738,0.1871,0.1391
2016-10-15 17:00:00,1000,Napoli,Roma,1,3,1.65517,1.81758,10.1218,11.3272,-1.2054,9.6026,5.4877,9.1412,-1.3324,,,,0.3336,0.2516,0.4148
2016-10-15 20:00:00,1001,Pescara,Sampdoria,1,1,1.69154,1.6457,9.0694,9.2635,-0.1941,10.3849,6.5229,9.5039,16.0045,,,,0.3932,0.266,0.3408
2016-10-15 22:45:00,1002,Juventus,Udinese,2,1,2.46977,0.257762,11.3716,9.7049,1.6667,3.8710,12.1413,-9.8767,18.5179,,,,0.9308,0.0585,0.0107
2016-10-16 14:30:00,1003,Fiorentina,Atalanta,0,0,1.36172,0.93609,10.2303,10.2938,-0.0635,9.0973,11.9898,3.1137,15.3471,,,,0.4633,0.3067,0.23
2016-10-16 17:00:00,1004,Genoa,Empoli,0,0,0.287766,0.0947143,9.9268,9.3671,0.5597,4.9906,12.8510,11.1123,11.8832,,,,0.2317,0.7027,0.0656
2016-10-16 17:00:00,1005,Inter,Cagliari,1,2,2.61615,1.4579,9.7823,10.0188,-0.2365,10.6397,13.3615,3.1746,11.9263,,,,0.6907,0.1912,0.1181
2016-10-16 17:00:00,1006,Lazio,Bologna,1,1,2.91842,1.04123,10.6573,10.2639,0.3934,12.4301,9.4479,7.3833,11.8302,,,,0.81,0.1326,0.0574
2016-10-16 17:00:00,1007,Sassuolo,Crotone,2,1,2.05142,0.634162,10.0939,8.7505,1.3434,7.6637,10.3620,11.7745,10.1389,,,,0.7474,0.1792,0.0734
2016-10-16 22:45:00,1008,Chievo,AC Milan,1,3,0.253892,1.59791,10.2016,11.3885,-1.1869,7.6566,9.4561,16.2464,9.3214,,,,0.033,0.1689,0.7981
2016-10-17 22:45:00,1009,Palermo,Torino,1,4,0.865751,1.20703,9.1440,11.3549,-2.2109,12.6776,12.2685,14.6104,9.1919,,,,0.2523,0.296,0.4517
2016-10-22 20:00:00,1010,Sampdoria,Genoa,2,1,2.08079,1.0875,9.5543,9.6360,-0.0817,6.8120,4.7015,16.0470,11.0698,,,,0.6432,0.2361,0.1207
2016-10-22 22:45:00,1011,AC Milan,Juventus,1,0,0.254814,0.731154,11.5093,11.2508,0.2585,9.2078,4.1193,9.5613,-10.1166,,,,0.1178,0.4441,0.4381
2016-10-23 14:30:00,1012,Udinese,Pescara,3,1,2.33345,0.694512,9.9210,8.8533,1.0677,12.2672,10.2590,18.3243,9.6975,,,,0.8299,0.1271,0.043
2016-10-23 17:00:00,1013,Torino,Lazio,2,2,1.66152,1.31796,11.0555,10.9567,0.0988,12.0550,12.6436,8.8066,7.7686,,,,0.4609,0.277,0.2621
2016-10-23 17:00:00,1014,Cagliari,Fiorentina,3,5,1.30024,2.22004,9.4467,10.8024,-1.3557,13.0594,9.3994,11.5841,3.4559,,,,0.1737,0.2154,0.6109
2016-10-23 17:00:00,1015,Crotone,Napoli,1,2,1.78468,2.32041,8.7183,10.1540,-1.4357,10.4459,9.5187,10.2407,9.0394,,,,0.2324,0.2548,0.5128
2016-10-23 17:00:00,1016,Empoli,Chievo,0,0,0.445783,1.014,9.4507,10.1180,-0.6673,12.7926,7.7150,12.1089,16.0207,,,,0.1445,0.3373,0.5182
2016-10-23 17:00:00,1017,Atalanta,Inter,2,1,2.3909,0.235632,10.2909,9.7852,0.5057,12.2757,10.3538,14.8054,3.7163,,,,0.9422,0.0522,0.0056
2016-10-23 20:00:00,1018,Bologna,Sassuolo,1,1,1.39945,0.638691,10.0964,10.2614,-0.1650,9.4706,7.6410,11.4725,12.1322,,,,0.5783,0.2864,0.1353
2016-10-23 22:45:00,1019,Roma,Palermo,4,1,2.48508,0.435093,11.4064,9.0648,2.3416,5.3294,12.8359,-1.7657,15.0437,,,,0.8699,0.1037,0.0264
2016-10-25 22:45:00,1020,Genoa,AC Milan,3,0,0.918374,0.437331,10.7293,10.4160,0.3133,5.1651,8.7442,12.0429,8.5882,,,,0.4891,0.3526,0.1583
2016-10-26 22:45:00,3281,Inter,Torino,2,1,2.39829,0.547634,10.2278,10.6129,-0.3851,11.0090,11.3998,3.6962,8.8267,,,,0.8561,0.1185,0.0254
2016-10-26 22:45:00,3282,Juventus,Sampdoria,4,1,2.13285,0.347792,11.4517,9.3534,2.0983,4.0164,6.9149,-10.3620,16.2924,,,,0.8497,0.1231,0.0272
2016-10-26 22:45:00,3283,Lazio,Cagliari,4,1,3.41279,1.28037,11.2042,9.1992,2.0050,12.6742,13.0288,7.4830,11.8697,,,,0.838,0.1128,0.0492
2016-10-26 22:45:00,3284,Napoli,Empoli,2,0,3.89995,0.29497,10.3532,9.2515,1.1017,10.1191,12.1922,8.3373,12.8110,,,,0.9871,0.0113,0.0016
2016-10-26 22:45:00,3285,Chievo,Bologna,1,1,1.00976,0.201128,9.9876,10.2268,-0.2392,7.7868,9.3988,15.6881,11.8051,,,,0.6106,0.3287,0.0607
2016-10-26 22:45:00,3286,Fiorentina,Crotone,1,1,1.41393,0.725924,10.1564,9.3643,0.7921,8.9254,10.9199,2.6379,11.0587,,,,0.5365,0.3133,0.1502
2016-10-26 22:45:00,3287,Pescara,Atalanta,0,1,0.22903,0.665026,8.8377,10.3065,-1.4688,10.3844,12.1503,9.7909,14.7120,,,,0.1093,0.4534,0.4373
2016-10-26 22:45:00,3288,Sassuolo,Roma,1,3,1.00699,2.21845,9.9226,11.7452,-1.8226,7.4994,5.4710,12.0963,-1.7298,,,,0.1123,0.1827,0.705
2016-10-27 22:45:00,3289,Palermo,Udinese,1,3,0.59003,0.990877,8.6538,10.3320,-1.6782,12.8247,12.2784,14.7330,18.6350,,,,0.1988,0.3455,0.4557
2016-10-29 20:00:00,3290,Bologna,Fiorentina,0,1,0.225855,1.71314,9.8342,10.5490,-0.7148,8.8844,9.4398,11.7843,2.6587,,,,0.0255,0.1452,0.8293
2016-10-29 22:45:00,3291,Juventus,Napoli,2,1,0.49027,0.904839,11.3021,10.5028,0.7993,3.5131,10.6224,-10.4080,8.3833,,,,0.172,0.3572,0.4708
2016-10-30 15:30:00,3292,Atalanta,Genoa,3,0,1.30193,0.801499,11.0372,9.9986,1.0386,12.2561,5.0593,15.3176,11.4373,,,,0.4881,0.3065,0.2054
2016-10-30 18:00:00,3293,Lazio,Sassuolo,2,1,1.78915,1.2589,11.0088,10.1180,0.8908,12.3614,7.8122,7.1550,12.4243,,,,0.5252,0.2638,0.211
2016-10-30 18:00:00,3294,AC Milan,Pescara,1,0,1.74004,0.736729,10.1464,9.1073,1.0391,8.4755,10.6531,8.0678,10.3113,,,,0.6428,0.2309,0.1263
2016-10-30 18:00:00,3295,Crotone,Chievo,2,0,1.72351,0.659158,9.8951,9.4568,0.4383,11.2168,7.4899,11.3234,15.4234,,,,0.7033,0.2045,0.0922
2016-10-30 18:00:00,3296,Empoli,Roma,0,0,0.326558,1.44104,9.7499,11.2468,-1.4969,12.4120,5.2512,13.5880,-2.5068,,,,0.0738,0.2502,0.676
2016-10-30 23:45:00,3297,Sampdoria,Inter,1,0,0.821852,2.47165,9.6970,9.8842,-0.1872,6.5961,11.3278,17.0484,2.9402,,,,0.0633,0.145,0.7917
2016-10-31 22:00:00,3298,Udinese,Torino,2,2,2.11839,1.18042,10.2772,10.6677,-0.3905,12.4581,11.2201,18.3457,9.1160,,,,0.6217,0.2366,0.1417
2016-11-01 00:00:00,2745,Cagliari,Palermo,2,1,0.672437,0.701202,9.1879,8.6651,0.5228,12.7603,13.0932,11.8655,14.7372,,,,0.2997,0.392,0.3083
2016-11-05 21:00:00,2746,Torino,Cagliari,5,1,2.84168,0.46731,11.1728,8.6828,2.4900,11.3187,12.6617,9.0275,11.9540,,,,0.9128,0.0692,0.018
2016-11-05 23:45:00,2747,Napoli,Lazio,1,1,0.713297,0.414383,10.5043,11.0073,-0.5030,10.6986,12.2852,8.3101,7.2282,,,,0.3794,0.4271,0.1935
2016-11-06 15:30:00,2748,Pescara,Empoli,0,4,2.53565,2.50908,8.1429,10.7143,-2.5714,10.6954,12.3697,9.3403,14.5590,,,,0.3889,0.2291,0.382
2016-11-06 18:00:00,2749,Palermo,AC Milan,1,2,1.03556,1.03836,8.6604,10.1511,-1.4907,13.3378,8.2309,14.7332,8.0718,,,,0.3391,0.322,0.3389
2016-11-06 18:00:00,2750,Chievo,Juventus,1,2,1.10586,2.13748,9.5431,11.2158,-1.6727,7.5683,3.4347,15.7676,-10.7522,,,,0.1378,0.2352,0.627
2016-11-06 18:00:00,2751,Genoa,Udinese,1,1,1.32186,0.870902,9.9433,10.3325,-0.3892,5.1167,12.4007,11.2692,18.5138,,,,0.4692,0.299,0.2318
2016-11-06 18:00:00,2752,Sassuolo,Atalanta,0,3,1.04128,1.3028,9.4728,11.6824,-2.2096,7.8516,12.2167,11.8445,15.8974,,,,0.2344,0.3525,0.4131
2016-11-06 21:00:00,2753,Inter,Crotone,3,0,2.49682,0.248518,10.5119,9.2674,1.2445,11.7676,10.7770,3.0058,11.2578,,,,0.9209,0.0693,0.0098
2016-11-06 21:00:00,2754,Fiorentina,Sampdoria,1,1,1.57162,0.799869,10.2110,10.0350,0.1760,9.2947,6.7412,2.1278,17.5793,,,,0.5715,0.2543,0.1742
2016-11-06 23:45:00,2755,Roma,Bologna,3,0,3.45114,0.78738,11.5186,9.5624,1.9562,5.4390,8.6966,-2.9009,12.1784,,,,0.9035,0.0707,0.0258
2016-11-19 18:00:00,2756,Chievo,Cagliari,1,0,1.20696,0.319548,9.4530,8.7729,0.6801,7.4501,12.7799,15.4557,12.2659,,,,0.63,0.2856,0.0844
2016-11-19 21:00:00,2757,Udinese,Napoli,1,2,0.336535,1.77046,10.0005,10.8363,-0.8358,11.9602,11.1391,18.5402,8.2837,,,,0.0369,0.1538,0.8093
2016-11-19 23:45:00,2758,Juventus,Pescara,3,0,1.75422,0.895007,11.0726,8.2861,2.7865,2.7563,11.3738,-11.1102,9.6983,,,,0.6186,0.2501,0.1313
2016-11-20 15:30:00,2759,Sampdoria,Sassuolo,3,2,2.54447,1.14682,10.0194,9.4884,0.5310,6.8251,7.7677,17.2143,12.2095,,,,0.7301,0.1788,0.0911
2016-11-20 18:00:00,2760,Lazio,Genoa,3,1,1.79807,0.644182,11.1163,9.8343,1.2820,12.1827,5.2192,7.0487,11.4487,,,,0.7064,0.2057,0.0879
2016-11-20 18:00:00,2761,Crotone,Torino,0,2,1.36886,1.0138,9.1188,11.3214,-2.2026,11.2171,10.8786,11.0204,9.2649,,,,0.4476,0.2852,0.2672
2016-11-20 18:00:00,2762,Empoli,Fiorentina,0,4,0.773104,3.89131,9.4635,11.4618,-1.9983,11.3393,10.3251,14.0877,2.5991,,,,0.0124,0.041,0.9466
2016-11-20 18:00:00,2763,Atalanta,Roma,2,1,1.6764,1.54094,11.7664,11.4346,0.3318,12.0846,5.5711,15.9476,-2.9511,,,,0.3816,0.301,0.3174
2016-11-20 18:00:00,2764,Bologna,Palermo,3,1,0.604632,1.36701,9.7119,8.5109,1.2010,8.1555,13.8789,12.5185,14.3931,,,,0.1223,0.2842,0.5935
2016-11-20 23:45:00,2765,AC Milan,Inter,2,2,0.652106,1.59912,10.1163,10.5467,-0.4304,7.9593,12.0392,8.2738,2.8038,,,,0.1235,0.2481,0.6284
2016-11-26 21:00:00,2766,Torino,Chievo,2,1,1.0585,0.902262,10.9793,9.7951,1.1842,10.3256,8.0031,8.8837,15.8369,,,,0.3838,0.3184,0.2978
2016-11-26 23:45:00,2767,Empoli,AC Milan,1,4,1.52699,0.781264,8.7517,10.8281,-2.0764,11.5639,7.7347,13.1895,9.1720,,,,0.5763,0.2548,0.1689
2016-11-27 15:30:00,2768,Palermo,Lazio,0,1,0.704882,1.51663,8.7873,10.8399,-2.0526,14.2023,11.8593,14.8724,6.5694,,,,0.1578,0.2602,0.582
2016-11-27 18:00:00,2769,Cagliari,Udinese,2,1,2.05523,0.920373,9.2048,9.5686,-0.3638,13.2455,11.4946,12.4141,18.3920,,,,0.7111,0.1827,0.1062
2016-11-27 18:00:00,2770,Crotone,Sampdoria,1,1,0.573257,1.42112,9.2189,9.9193,-0.7004,11.1053,6.9369,11.3325,16.9022,,,,0.1119,0.2573,0.6308
2016-11-27 18:00:00,2771,Genoa,Juventus,3,1,3.14346,1.35797,10.5189,10.3880,0.1309,5.8501,2.1254,11.6869,-11.3484,,,,0.7892,0.1303,0.0805
2016-11-27 18:00:00,2772,Bologna,Atalanta,0,2,0.272072,1.31773,9.6005,11.8778,-2.2773,8.2827,11.9574,12.6685,15.7976,,,,0.0623,0.2595,0.6782
2016-11-27 23:45:00,2773,Roma,Pescara,3,2,3.03686,1.20343,10.7725,8.9482,1.8243,5.1173,11.8276,-4.0716,10.8188,,,,0.8014,0.1311,0.0675
2016-11-28 22:00:00,2774,Napoli,Sassuolo,1,1,1.23939,0.520212,10.3743,9.9504,0.4239,10.8569,8.0499,7.6419,12.8513,,,,0.5755,0.299,0.1255
2016-11-29 00:00:00,2775,Inter,Fiorentina,4,2,3.58331,0.819314,11.1505,10.8580,0.2925,12.8340,9.5303,2.7166,2.6863,,,,0.9183,0.0597,0.022
2016-12-02 23:45:00,3066,Napoli,Inter,3,0,1.76933,1.12104,11.1933,10.3315,0.8618,11.0880,12.6029,8.2989,2.0596,,,,0.5353,0.2458,0.2189
2016-12-03 23:45:00,3067,Juventus,Atalanta,3,1,1.01442,0.345085,11.1355,11.1303,0.0052,2.5402,11.5426,-10.7683,15.2175,,,,0.5629,0.3311,0.106
2016-12-04 15:30:00,3068,AC Milan,Crotone,2,1,1.58497,0.765682,10.5508,9.4962,1.0546,7.4122,11.4278,8.6899,11.8146,,,,0.6134,0.2793,0.1073
2016-12-04 18:00:00,3069,Lazio,Roma,0,2,0.575784,0.995438,10.1981,11.4143,-1.2162,11.6125,5.3641,6.0325,-3.5347,,,,0.186,0.334,0.48
2016-12-04 18:00:00,3070,Pescara,Cagliari,1,1,1.43265,0.350794,8.8874,9.2656,-0.3782,12.0372,13.0359,10.4875,12.7454,,,,0.6902,0.2353,0.0745
2016-12-04 18:00:00,3071,Sampdoria,Torino,2,0,0.945158,0.733393,10.5593,10.3393,0.2200,7.1298,10.1327,17.4893,8.2966,,,,0.3932,0.339,0.2678
2016-12-04 18:00:00,3072,Sassuolo,Empoli,3,0,2.75094,1.20881,10.2757,8.4264,1.8493,8.0108,11.6030,12.7911,13.2497,,,,0.7986,0.1387,0.0627
2016-12-04 23:45:00,3073,Fiorentina,Palermo,2,1,1.89636,0.395672,10.4653,9.1800,1.2853,9.2628,14.4698,1.9185,15.6402,,,,0.7976,0.1572,0.0452
2016-12-05 22:00:00,3074,Chievo,Genoa,0,0,1.0191,0.493735,9.8511,10.4629,-0.6118,8.1904,5.6628,15.7615,11.7623,,,,0.5498,0.3274,0.1228
2016-12-06 00:00:00,3075,Udinese,Bologna,1,0,1.30253,0.595072,9.7016,9.4675,0.2341,11.5544,8.2229,18.3481,12.7124,,,,0.5391,0.3075,0.1534
2016-12-10 21:00:00,3076,Crotone,Pescara,2,1,1.27078,1.0284,9.4690,8.9146,0.5544,11.2112,12.2538,11.7268,10.5753,,,,0.3724,0.4059,0.2217
2016-12-10 23:45:00,3077,Sampdoria,Lazio,1,2,0.524617,2.12265,10.0940,10.6634,-0.5694,6.5150,12.2273,17.4235,6.0983,,,,0.0532,0.1471,0.7997
