Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-23 14:30:00,5452,134,FC Cologne,118,Hamburger SV,0,0,,,0.522276,0.913337
2014-08-30 14:30:00,5458,134,FC Cologne,133,VfB Stuttgart,2,0,,,1.2983,0.722885
2014-09-13 14:30:00,5416,134,FC Cologne,205,Paderborn,0,0,,,0.386458,0.327136
2014-09-21 16:30:00,5428,134,FC Cologne,130,Borussia M.Gladbach,0,0,,,0.551855,0.772177
2014-09-24 19:00:00,5436,134,FC Cologne,128,Hannover 96,0,1,,,0.695122,0.408032
2014-09-27 14:30:00,5442,134,FC Cologne,117,Bayern Munich,0,2,,,0.821798,3.46966
2014-10-04 17:30:00,5389,134,FC Cologne,132,Eintracht Frankfurt,2,3,,,1.12408,2.49948
2014-10-18 14:30:00,5397,134,FC Cologne,129,Borussia Dortmund,2,1,,,0.904346,0.825853
2014-10-24 19:30:00,5401,134,FC Cologne,123,Werder Bremen,1,0,,,0.519282,0.514564
2014-11-02 16:30:00,5354,134,FC Cologne,135,Freiburg,0,1,,,0.375065,1.46003
2014-11-08 14:30:00,5358,134,FC Cologne,120,Hoffenheim,4,3,,,1.30702,1.19994
2014-11-22 17:30:00,5371,134,FC Cologne,122,Hertha Berlin,1,2,,,1.12625,0.473541
2014-11-29 14:30:00,5377,134,FC Cologne,119,Bayer Leverkusen,1,5,,,0.950144,2.37812
2014-12-06 14:30:00,5317,134,FC Cologne,121,Augsburg,1,2,,,1.19112,1.35221
2014-12-13 14:30:00,5325,134,FC Cologne,124,Schalke 04,2,1,,,1.14183,1.20569
2014-12-16 19:00:00,5332,134,FC Cologne,125,Mainz 05,0,0,,,0.541438,0.482622
2014-12-20 17:30:00,5345,134,FC Cologne,131,Wolfsburg,1,2,,,0.401914,0.527607
2015-01-31 14:30:00,5309,134,FC Cologne,118,Hamburger SV,2,0,,,1.16042,0.601293
2015-02-04 19:00:00,5267,134,FC Cologne,133,VfB Stuttgart,0,0,,,0.310801,0.621159
2015-02-07 14:30:00,5272,134,FC Cologne,205,Paderborn,0,0,,,1.03792,0.58064
2015-02-14 14:30:00,5281,134,FC Cologne,130,Borussia M.Gladbach,0,1,,,0.390044,0.795179
2015-02-21 17:30:00,5295,134,FC Cologne,128,Hannover 96,1,1,,,1.54226,0.979608
2015-02-27 19:30:00,5298,134,FC Cologne,117,Bayern Munich,1,4,,,0.494166,3.92268
2015-03-08 14:30:00,5240,134,FC Cologne,132,Eintracht Frankfurt,4,2,,,1.74567,1.89213
2015-03-14 17:30:00,5248,134,FC Cologne,129,Borussia Dortmund,0,0,,,0.938097,0.5365
2015-03-21 14:30:00,5252,134,FC Cologne,123,Werder Bremen,1,1,,,1.76655,0.570166
2015-04-04 14:30:00,5197,134,FC Cologne,135,Freiburg,0,1,,,0.844825,0.504147
2015-04-12 14:30:00,5211,134,FC Cologne,120,Hoffenheim,3,2,,,2.55523,2.32029
2015-04-18 14:30:00,5216,134,FC Cologne,122,Hertha Berlin,0,0,,,0.54042,1.06799
2015-04-25 14:30:00,5226,134,FC Cologne,119,Bayer Leverkusen,1,1,,,1.30026,1.19204
2015-05-02 14:30:00,5161,134,FC Cologne,121,Augsburg,0,0,,,0.292827,1.43037
2015-05-10 16:30:00,5176,134,FC Cologne,124,Schalke 04,2,0,,,1.52646,0.236428
2015-05-16 14:30:00,5181,134,FC Cologne,125,Mainz 05,0,2,,,1.01035,1.67686
2015-05-23 14:30:00,5186,134,FC Cologne,131,Wolfsburg,2,2,,,0.909494,2.05941
