Dátum,Meccs-Id,Hazai-Id,Hazai Csapat,Ellenfél-Id,Ellenfél,Hazai Gól,Ellenfél Gól,Hazai_PR,Ellenfél_PR,Hazai XG,Ellenfél XG
2014-08-23 14:30:00,5448,121,Augsburg,120,Hoffenheim,0,2,,,0.280777,1.52873
2014-08-29 19:30:00,5456,121,Augsburg,129,Borussia Dortmund,2,3,,,1.00422,2.30342
2014-09-14 14:30:00,5418,121,Augsburg,132,Eintracht Frankfurt,1,0,,,1.00028,0.845902
2014-09-20 14:30:00,5425,121,Augsburg,123,Werder Bremen,4,2,,,2.91201,2.02462
2014-09-24 19:00:00,5434,121,Augsburg,119,Bayer Leverkusen,0,1,,,0.571159,1.65235
2014-09-28 14:30:00,5445,121,Augsburg,122,Hertha Berlin,1,0,,,1.25743,0.283655
2014-10-05 14:30:00,5390,121,Augsburg,131,Wolfsburg,0,1,,,0.666035,0.684001
2014-10-18 14:30:00,5393,121,Augsburg,125,Mainz 05,1,2,,,1.03873,1.06245
2014-10-25 14:30:00,5403,121,Augsburg,135,Freiburg,2,0,,,2.2412,0.909372
2014-10-31 19:30:00,5410,121,Augsburg,124,Schalke 04,0,1,,,0.688487,1.71186
2014-11-08 14:30:00,5357,121,Augsburg,205,Paderborn,3,0,,,1.66135,0.968616
2014-11-23 16:30:00,5373,121,Augsburg,133,VfB Stuttgart,1,0,,,2.06226,0.382848
2014-11-29 14:30:00,5375,121,Augsburg,118,Hamburger SV,3,1,,,2.79213,1.12309
2014-12-06 14:30:00,5317,121,Augsburg,134,FC Cologne,2,1,,,1.35221,1.19112
2014-12-13 14:30:00,5324,121,Augsburg,117,Bayern Munich,0,4,,,0.286173,2.21868
2014-12-16 19:00:00,5330,121,Augsburg,128,Hannover 96,0,2,,,0.693534,1.33926
2014-12-20 14:30:00,5340,121,Augsburg,130,Borussia M.Gladbach,2,1,,,1.65561,2.17588
2015-02-01 16:30:00,5261,121,Augsburg,120,Hoffenheim,3,1,,,2.39464,0.609254
2015-02-04 19:00:00,5266,121,Augsburg,129,Borussia Dortmund,1,0,,,1.04603,0.943193
2015-02-08 16:30:00,5279,121,Augsburg,132,Eintracht Frankfurt,2,2,,,1.76193,2.01179
2015-02-14 14:30:00,5284,121,Augsburg,123,Werder Bremen,2,3,,,0.585109,2.62945
2015-02-21 14:30:00,5291,121,Augsburg,119,Bayer Leverkusen,2,2,,,1.92692,1.93428
2015-02-28 14:30:00,5303,121,Augsburg,122,Hertha Berlin,0,1,,,0.663246,1.26944
2015-03-07 14:30:00,5235,121,Augsburg,131,Wolfsburg,1,0,,,1.44291,0.390951
2015-03-14 14:30:00,5243,121,Augsburg,125,Mainz 05,0,2,,,0.94984,1.62842
2015-03-21 14:30:00,5255,121,Augsburg,135,Freiburg,0,2,,,1.10909,2.10189
2015-04-05 14:30:00,5202,121,Augsburg,124,Schalke 04,0,0,,,0.927284,0.933294
2015-04-11 14:30:00,5209,121,Augsburg,205,Paderborn,1,2,,,0.637449,2.35597
2015-04-18 17:30:00,5219,121,Augsburg,133,VfB Stuttgart,2,1,,,1.14401,2.41152
2015-04-25 14:30:00,5225,121,Augsburg,118,Hamburger SV,2,3,,,1.44372,1.7695
2015-05-02 14:30:00,5161,121,Augsburg,134,FC Cologne,0,0,,,1.43037,0.292827
2015-05-09 14:30:00,5169,121,Augsburg,117,Bayern Munich,1,0,,,2.58299,1.17797
2015-05-16 14:30:00,5180,121,Augsburg,128,Hannover 96,1,2,,,1.03797,0.466165
2015-05-23 14:30:00,5191,121,Augsburg,130,Borussia M.Gladbach,3,1,,,0.664595,1.32784
