Dátum,Meccs-Id,Hazai-Id,Hazai Csapat,Ellenfél-Id,Ellenfél,Hazai Gól,Ellenfél Gól,Hazai_PR,Ellenfél_PR,Hazai XG,Ellenfél XG
2014-08-23 14:30:00,5450,122,Hertha Berlin,123,Werder Bremen,2,2,,,1.75585,1.19453
2014-08-30 14:30:00,5460,122,Hertha Berlin,119,Bayer Leverkusen,2,4,,,0.712547,2.53036
2014-09-13 14:30:00,5415,122,Hertha Berlin,125,Mainz 05,1,3,,,1.71631,2.36643
2014-09-19 19:30:00,5420,122,Hertha Berlin,135,Freiburg,2,2,,,0.285542,0.869782
2014-09-24 19:00:00,5437,122,Hertha Berlin,131,Wolfsburg,1,0,,,0.428365,0.855691
2014-09-28 14:30:00,5445,122,Hertha Berlin,121,Augsburg,0,1,,,0.283655,1.25743
2014-10-03 19:30:00,5383,122,Hertha Berlin,133,VfB Stuttgart,3,2,,,2.36582,1.42919
2014-10-18 17:30:00,5398,122,Hertha Berlin,124,Schalke 04,0,2,,,0.848507,0.80457
2014-10-25 14:30:00,5405,122,Hertha Berlin,118,Hamburger SV,3,0,,,2.51297,0.784655
2014-11-02 16:30:00,5355,122,Hertha Berlin,205,Paderborn,1,3,,,0.925677,1.96835
2014-11-07 19:30:00,5356,122,Hertha Berlin,128,Hannover 96,0,2,,,0.363993,1.09164
2014-11-22 17:30:00,5371,122,Hertha Berlin,134,FC Cologne,2,1,,,0.473541,1.12625
2014-11-29 14:30:00,5378,122,Hertha Berlin,117,Bayern Munich,0,1,,,0.25622,1.94047
2014-12-06 14:30:00,5313,122,Hertha Berlin,130,Borussia M.Gladbach,2,3,,,1.42138,1.82786
2014-12-13 14:30:00,5322,122,Hertha Berlin,129,Borussia Dortmund,1,0,,,0.764752,0.842366
2014-12-17 19:00:00,5334,122,Hertha Berlin,132,Eintracht Frankfurt,4,4,,,2.04957,2.73817
2014-12-21 14:30:00,5346,122,Hertha Berlin,120,Hoffenheim,0,5,,,0.706377,3.62858
2015-02-01 14:30:00,5260,122,Hertha Berlin,123,Werder Bremen,0,2,,,0.0990819,0.839904
2015-02-04 19:00:00,5269,122,Hertha Berlin,119,Bayer Leverkusen,0,1,,,0.531751,1.06863
2015-02-07 14:30:00,5275,122,Hertha Berlin,125,Mainz 05,2,0,,,1.77083,1.5201
2015-02-15 14:30:00,5287,122,Hertha Berlin,135,Freiburg,0,2,,,0.491416,0.927697
2015-02-22 16:30:00,5297,122,Hertha Berlin,131,Wolfsburg,1,2,,,0.563215,1.77626
2015-02-28 14:30:00,5303,122,Hertha Berlin,121,Augsburg,1,0,,,1.26944,0.663246
2015-03-06 19:30:00,5233,122,Hertha Berlin,133,VfB Stuttgart,0,0,,,0.682492,1.07906
2015-03-14 14:30:00,5245,122,Hertha Berlin,124,Schalke 04,2,2,,,1.64453,1.99192
2015-03-20 19:30:00,5251,122,Hertha Berlin,118,Hamburger SV,1,0,,,0.7084,0.482112
2015-04-05 16:30:00,5203,122,Hertha Berlin,205,Paderborn,2,0,,,1.84498,0.563136
2015-04-10 19:30:00,5204,122,Hertha Berlin,128,Hannover 96,1,1,,,0.358149,1.67956
2015-04-18 14:30:00,5216,122,Hertha Berlin,134,FC Cologne,0,0,,,1.06799,0.54042
2015-04-25 17:30:00,5228,122,Hertha Berlin,117,Bayern Munich,0,1,,,0.951998,0.896545
2015-05-03 16:30:00,5167,122,Hertha Berlin,130,Borussia M.Gladbach,1,2,,,1.09646,2.19034
2015-05-09 14:30:00,5170,122,Hertha Berlin,129,Borussia Dortmund,0,2,,,0.135418,1.78902
2015-05-16 14:30:00,5183,122,Hertha Berlin,132,Eintracht Frankfurt,0,0,,,1.08366,0.0408065
2015-05-23 14:30:00,5190,122,Hertha Berlin,120,Hoffenheim,1,2,,,0.485545,0.893112
