Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-23 14:30:00,5452,118,Hamburger SV,134,FC Cologne,0,0,,,0.913337,0.522276
2014-08-30 14:30:00,5459,118,Hamburger SV,205,Paderborn,0,3,,,1.14049,2.37004
2014-09-14 16:30:00,5419,118,Hamburger SV,128,Hannover 96,0,2,,,0.976735,2.22631
2014-09-20 14:30:00,5422,118,Hamburger SV,117,Bayern Munich,0,0,,,0.203118,1.03519
2014-09-24 19:00:00,5435,118,Hamburger SV,130,Borussia M.Gladbach,0,1,,,0.560569,2.38906
2014-09-28 16:30:00,5446,118,Hamburger SV,132,Eintracht Frankfurt,1,2,,,1.09327,0.232889
2014-10-04 14:30:00,5386,118,Hamburger SV,129,Borussia Dortmund,1,0,,,1.42953,1.20017
2014-10-19 14:30:00,5399,118,Hamburger SV,120,Hoffenheim,1,1,,,1.82378,1.55868
2014-10-25 14:30:00,5405,118,Hamburger SV,122,Hertha Berlin,0,3,,,0.784655,2.51297
2014-11-01 14:30:00,5351,118,Hamburger SV,119,Bayer Leverkusen,1,0,,,1.33863,0.426376
2014-11-09 14:30:00,5363,118,Hamburger SV,131,Wolfsburg,0,2,,,0.488693,1.95442
2014-11-23 14:30:00,5372,118,Hamburger SV,123,Werder Bremen,2,0,,,2.60596,1.14769
2014-11-29 14:30:00,5375,118,Hamburger SV,121,Augsburg,1,3,,,1.12309,2.79213
2014-12-07 14:30:00,5319,118,Hamburger SV,125,Mainz 05,2,1,,,2.03325,1.02472
2014-12-13 14:30:00,5326,118,Hamburger SV,135,Freiburg,0,0,,,0.518828,1.46439
2014-12-16 19:00:00,5331,118,Hamburger SV,133,VfB Stuttgart,0,1,,,0.436429,1.36453
2014-12-20 14:30:00,5342,118,Hamburger SV,124,Schalke 04,0,0,,,1.3688,1.52587
2015-01-31 14:30:00,5309,118,Hamburger SV,134,FC Cologne,0,2,,,0.601293,1.16042
2015-02-04 19:00:00,5268,118,Hamburger SV,205,Paderborn,3,0,,,2.21275,0.81246
2015-02-07 17:30:00,5277,118,Hamburger SV,128,Hannover 96,2,1,,,0.674771,2.24545
2015-02-14 14:30:00,5285,118,Hamburger SV,117,Bayern Munich,0,8,,,0.230619,4.17851
2015-02-22 14:30:00,5296,118,Hamburger SV,130,Borussia M.Gladbach,1,1,,,1.04376,0.657812
2015-02-28 17:30:00,5304,118,Hamburger SV,132,Eintracht Frankfurt,1,2,,,1.43145,2.21323
2015-03-07 14:30:00,5234,118,Hamburger SV,129,Borussia Dortmund,0,0,,,0.735406,0.505015
2015-03-14 14:30:00,5244,118,Hamburger SV,120,Hoffenheim,0,3,,,0.438761,2.66878
2015-03-20 19:30:00,5251,118,Hamburger SV,122,Hertha Berlin,0,1,,,0.482112,0.7084
2015-04-04 14:30:00,5199,118,Hamburger SV,119,Bayer Leverkusen,0,4,,,0.35348,3.81979
2015-04-11 17:30:00,5210,118,Hamburger SV,131,Wolfsburg,0,2,,,0.141435,2.16383
2015-04-19 14:30:00,5220,118,Hamburger SV,123,Werder Bremen,0,1,,,0.433841,1.3478
2015-04-25 14:30:00,5225,118,Hamburger SV,121,Augsburg,3,2,,,1.7695,1.44372
2015-05-03 14:30:00,5166,118,Hamburger SV,125,Mainz 05,2,1,,,0.602455,0.667039
2015-05-08 19:30:00,5168,118,Hamburger SV,135,Freiburg,1,1,,,1.56791,1.88887
2015-05-16 14:30:00,5184,118,Hamburger SV,133,VfB Stuttgart,1,2,,,0.197392,2.50374
2015-05-23 14:30:00,5187,118,Hamburger SV,124,Schalke 04,2,0,,,1.10308,1.09683
