Dátum,Meccs-Id,Hazai-Id,Hazai-Csapat,Ellenfél-Id,Ellenfél-Csapat,Hazai-Gól,Ellenfél-Gól,Hazai-PR,Ellenfél-PR,Hazai-XG,Ellenfél-XG
2014-08-24 14:30:00,5454,205,Paderborn,125,Mainz 05,2,2,,,0.35254,1.84123
2014-08-30 14:30:00,5459,205,Paderborn,118,Hamburger SV,3,0,,,2.37004,1.14049
2014-09-13 14:30:00,5416,205,Paderborn,134,FC Cologne,0,0,,,0.327136,0.386458
2014-09-20 14:30:00,5424,205,Paderborn,128,Hannover 96,2,0,,,2.05175,0.550873
2014-09-23 19:00:00,5430,205,Paderborn,117,Bayern Munich,0,4,,,0.402844,3.48286
2014-09-27 14:30:00,5443,205,Paderborn,130,Borussia M.Gladbach,1,2,,,1.5747,1.43504
2014-10-04 14:30:00,5387,205,Paderborn,119,Bayer Leverkusen,2,2,,,1.12552,1.60118
2014-10-19 16:30:00,5400,205,Paderborn,132,Eintracht Frankfurt,3,1,,,2.37575,0.558647
2014-10-25 14:30:00,5404,205,Paderborn,120,Hoffenheim,0,1,,,0.673226,1.5035
2014-11-02 16:30:00,5355,205,Paderborn,122,Hertha Berlin,3,1,,,1.96835,0.925677
2014-11-08 14:30:00,5357,205,Paderborn,121,Augsburg,0,3,,,0.968616,1.66135
2014-11-22 14:30:00,5370,205,Paderborn,129,Borussia Dortmund,2,2,,,0.638364,1.92358
2014-11-29 14:30:00,5379,205,Paderborn,123,Werder Bremen,0,4,,,0.839366,4.47976
2014-12-06 14:30:00,5316,205,Paderborn,135,Freiburg,1,1,,,1.38276,0.883469
2014-12-14 16:30:00,5329,205,Paderborn,131,Wolfsburg,1,1,,,0.996117,3.22294
2014-12-17 19:00:00,5338,205,Paderborn,124,Schalke 04,1,2,,,1.41446,1.14959
2014-12-20 14:30:00,5344,205,Paderborn,133,VfB Stuttgart,0,0,,,0.933283,0.772123
2015-01-31 14:30:00,5306,205,Paderborn,125,Mainz 05,0,5,,,0.717538,2.8788
2015-02-04 19:00:00,5268,205,Paderborn,118,Hamburger SV,0,3,,,0.81246,2.21275
2015-02-07 14:30:00,5272,205,Paderborn,134,FC Cologne,0,0,,,0.58064,1.03792
2015-02-15 16:30:00,5288,205,Paderborn,128,Hannover 96,2,1,,,0.98493,0.858803
2015-02-21 14:30:00,5294,205,Paderborn,117,Bayern Munich,0,6,,,0.380499,3.12815
2015-03-01 14:30:00,5231,205,Paderborn,130,Borussia M.Gladbach,0,2,,,0.746314,1.43897
2015-03-08 16:30:00,5241,205,Paderborn,119,Bayer Leverkusen,0,3,,,0.755297,1.17926
2015-03-14 14:30:00,5247,205,Paderborn,132,Eintracht Frankfurt,0,4,,,0.634028,1.726
2015-03-21 14:30:00,5253,205,Paderborn,120,Hoffenheim,0,0,,,1.07174,0.267507
2015-04-05 16:30:00,5203,205,Paderborn,122,Hertha Berlin,0,2,,,0.563136,1.84498
2015-04-11 14:30:00,5209,205,Paderborn,121,Augsburg,2,1,,,2.35597,0.637449
2015-04-18 14:30:00,5217,205,Paderborn,129,Borussia Dortmund,0,3,,,0.123904,3.20767
2015-04-26 14:30:00,5229,205,Paderborn,123,Werder Bremen,2,2,,,1.96537,0.959164
2015-05-02 14:30:00,5164,205,Paderborn,135,Freiburg,2,1,,,1.3154,1.70774
2015-05-10 14:30:00,5175,205,Paderborn,131,Wolfsburg,1,3,,,1.26876,1.68486
2015-05-16 14:30:00,5177,205,Paderborn,124,Schalke 04,0,1,,,0.87016,1.05307
2015-05-23 14:30:00,5194,205,Paderborn,133,VfB Stuttgart,1,2,,,0.538797,2.42856
