Dátum,Meccs-Id,Hazai-Id,Hazai Csapat,Ellenfél-Id,Ellenfél,Hazai Gól,Ellenfél Gól,Hazai_PR,Ellenfél_PR,Hazai XG,Ellenfél XG
2014-08-22 19:30:00,5447,131,Wolfsburg,117,Bayern Munich,1,2,,,1.19842,2.57012
2014-08-30 14:30:00,5461,131,Wolfsburg,132,Eintracht Frankfurt,2,2,,,1.00484,1.59633
2014-09-13 14:30:00,5412,131,Wolfsburg,120,Hoffenheim,1,1,,,1.63553,1.15845
2014-09-21 14:30:00,5427,131,Wolfsburg,119,Bayer Leverkusen,4,1,,,1.55879,0.616799
2014-09-24 19:00:00,5437,131,Wolfsburg,122,Hertha Berlin,0,1,,,0.855691,0.428365
2014-09-27 17:30:00,5444,131,Wolfsburg,123,Werder Bremen,2,1,,,1.24302,0.32535
2014-10-05 14:30:00,5390,131,Wolfsburg,121,Augsburg,1,0,,,0.684001,0.666035
2014-10-18 14:30:00,5395,131,Wolfsburg,135,Freiburg,2,1,,,1.45969,1.00939
2014-10-26 14:30:00,5408,131,Wolfsburg,125,Mainz 05,3,0,,,4.06466,1.6222
2014-11-01 14:30:00,5350,131,Wolfsburg,133,VfB Stuttgart,4,0,,,2.69946,0.924949
2014-11-09 14:30:00,5363,131,Wolfsburg,118,Hamburger SV,2,0,,,1.95442,0.488693
2014-11-22 14:30:00,5366,131,Wolfsburg,124,Schalke 04,2,3,,,1.23361,1.12048
2014-11-30 14:30:00,5381,131,Wolfsburg,130,Borussia M.Gladbach,1,0,,,1.69265,0.606945
2014-12-06 14:30:00,5314,131,Wolfsburg,128,Hannover 96,3,1,,,1.85576,1.6788
2014-12-14 16:30:00,5329,131,Wolfsburg,205,Paderborn,1,1,,,3.22294,0.996117
2014-12-17 19:00:00,5335,131,Wolfsburg,129,Borussia Dortmund,2,2,,,1.38959,1.30339
2014-12-20 17:30:00,5345,131,Wolfsburg,134,FC Cologne,2,1,,,0.527607,0.401914
2015-01-30 19:30:00,5305,131,Wolfsburg,117,Bayern Munich,4,1,,,2.18248,1.91633
2015-02-03 19:00:00,5263,131,Wolfsburg,132,Eintracht Frankfurt,1,1,,,1.8612,0.948078
2015-02-07 14:30:00,5276,131,Wolfsburg,120,Hoffenheim,3,0,,,1.37453,1.39639
2015-02-14 14:30:00,5282,131,Wolfsburg,119,Bayer Leverkusen,5,4,,,2.08631,1.98748
2015-02-22 16:30:00,5297,131,Wolfsburg,122,Hertha Berlin,2,1,,,1.77626,0.563215
2015-03-01 16:30:00,5232,131,Wolfsburg,123,Werder Bremen,5,3,,,2.5513,1.44281
2015-03-07 14:30:00,5235,131,Wolfsburg,121,Augsburg,0,1,,,0.390951,1.44291
2015-03-15 14:30:00,5249,131,Wolfsburg,135,Freiburg,3,0,,,2.68949,1.21009
2015-03-22 14:30:00,5258,131,Wolfsburg,125,Mainz 05,1,1,,,0.811129,1.02675
2015-04-04 14:30:00,5200,131,Wolfsburg,133,VfB Stuttgart,3,1,,,3.74206,1.92469
2015-04-11 17:30:00,5210,131,Wolfsburg,118,Hamburger SV,2,0,,,2.16383,0.141435
2015-04-19 16:30:00,5221,131,Wolfsburg,124,Schalke 04,1,1,,,1.08185,0.285232
2015-04-26 16:30:00,5230,131,Wolfsburg,130,Borussia M.Gladbach,0,1,,,0.422562,1.65493
2015-05-02 14:30:00,5160,131,Wolfsburg,128,Hannover 96,2,2,,,1.52891,1.41691
2015-05-10 14:30:00,5175,131,Wolfsburg,205,Paderborn,3,1,,,1.68486,1.26876
2015-05-16 14:30:00,5179,131,Wolfsburg,129,Borussia Dortmund,2,1,,,1.65992,1.77219
2015-05-23 14:30:00,5186,131,Wolfsburg,134,FC Cologne,2,2,,,2.05941,0.909494
