2014-08-31 16:30:00,5464,135,Freiburg,130,Borussia M.Gladbach,0,0,1.30113,0.321709
2014-09-13 14:30:00,5414,135,Freiburg,129,Borussia Dortmund,1,3,0.261915,1.71642
2014-09-19 19:30:00,5420,135,Freiburg,122,Hertha Berlin,2,2,0.869782,0.285542
2014-09-23 19:00:00,5429,135,Freiburg,120,Hoffenheim,3,3,2.44871,1.81502
2014-09-27 14:30:00,5439,135,Freiburg,119,Bayer Leverkusen,0,0,0.722358,1.17679
2014-10-04 14:30:00,5384,135,Freiburg,123,Werder Bremen,1,1,1.03746,1.21503
2014-10-18 14:30:00,5395,135,Freiburg,131,Wolfsburg,1,2,1.00939,1.45969
2014-10-25 14:30:00,5403,135,Freiburg,121,Augsburg,0,2,0.909372,2.2412
2014-11-02 16:30:00,5354,135,Freiburg,134,FC Cologne,1,0,1.46003,0.375065
2014-11-08 14:30:00,5361,135,Freiburg,124,Schalke 04,2,0,1.62257,0.526997
2014-11-22 14:30:00,5368,135,Freiburg,125,Mainz 05,2,2,0.691191,1.79109
2014-11-28 19:30:00,5374,135,Freiburg,133,VfB Stuttgart,1,4,1.49535,3.36392
2014-12-06 14:30:00,5316,135,Freiburg,205,Paderborn,1,1,0.883469,1.38276
2014-12-13 14:30:00,5326,135,Freiburg,118,Hamburger SV,0,0,1.46439,0.518828
2014-12-16 19:00:00,5333,135,Freiburg,117,Bayern Munich,0,2,0.0497566,2.98351
2014-12-21 16:30:00,5347,135,Freiburg,128,Hannover 96,2,2,1.28555,1.52484
2015-01-31 14:30:00,5307,135,Freiburg,132,Eintracht Frankfurt,4,1,3.19272,1.11886
2015-02-03 19:00:00,5265,135,Freiburg,130,Borussia M.Gladbach,0,1,0.884382,1.28927
2015-02-07 14:30:00,5273,135,Freiburg,129,Borussia Dortmund,0,3,0.159475,2.1517
2015-02-15 14:30:00,5287,135,Freiburg,122,Hertha Berlin,2,0,0.927697,0.491416
2015-02-21 14:30:00,5290,135,Freiburg,120,Hoffenheim,1,1,0.600548,0.565627
2015-02-28 14:30:00,5300,135,Freiburg,119,Bayer Leverkusen,0,1,0.271169,0.57152
2015-03-07 14:30:00,5237,135,Freiburg,123,Werder Bremen,0,1,0.430875,0.649704
2015-03-15 14:30:00,5249,135,Freiburg,131,Wolfsburg,0,3,1.21009,2.68949
2015-03-21 14:30:00,5255,135,Freiburg,121,Augsburg,2,0,2.10189,1.10909
2015-04-04 14:30:00,5197,135,Freiburg,134,FC Cologne,1,0,0.504147,0.844825
2015-04-11 14:30:00,5206,135,Freiburg,124,Schalke 04,0,0,1.26863,1.06643
2015-04-18 14:30:00,5214,135,Freiburg,125,Mainz 05,2,3,1.28235,2.30496
2015-04-25 14:30:00,5224,135,Freiburg,133,VfB Stuttgart,2,2,2.04706,1.20966
2015-05-02 14:30:00,5164,135,Freiburg,205,Paderborn,1,2,1.70774,1.3154
2015-05-08 19:30:00,5168,135,Freiburg,118,Hamburger SV,1,1,1.88887,1.56791
2015-05-16 14:30:00,5185,135,Freiburg,117,Bayern Munich,2,1,0.656099,1.91964
2015-05-23 14:30:00,5189,135,Freiburg,128,Hannover 96,1,2,0.661015,0.593454
2014-08-23 14:30:00,5451,135,Freiburg,132,Eintracht Frankfurt,0,1,1.38084,1.75331
