id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
183640,58,MissedShots,0.7269999694824218,0.27700000762939453,0.014688670635223389,Anwar El Ghazi,h,5612,OpenPlay,2017,RightFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Yassine Benzia,Pass
183641,65,MissedShots,0.7580000305175781,0.5179999923706055,0.026057008653879166,Yassine Benzia,h,3366,OpenPlay,2017,LeftFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Thiago Mendes,Pass
183642,66,Goal,0.9519999694824218,0.5520000076293945,0.5804195404052734,Anwar El Ghazi,h,5612,OpenPlay,2017,LeftFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Ezequiel Ponce,Pass
183643,80,BlockedShot,0.8,0.5879999923706055,0.11360372602939606,Yassine Benzia,h,3366,DirectFreekick,2017,RightFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,,Standard
183644,81,MissedShots,0.7769999694824219,0.4159999847412109,0.021114034578204155,Yves Bissouma,h,5609,FromCorner,2017,RightFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,,None
183632,9,MissedShots,0.9569999694824218,0.375,0.023920806124806404,Allan Saint-Maximin,a,101,FromCorner,2017,Head,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Jean Michael Seri,Cross
183633,12,MissedShots,0.775,0.2929999923706055,0.01771342195570469,Pierre Lees-Melou,a,5619,OpenPlay,2017,RightFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,,BallRecovery
183634,21,SavedShot,0.7440000152587891,0.4490000152587891,0.020816264674067497,Bassem Srarfi,a,5651,OpenPlay,2017,LeftFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Arnaud Souquet,Pass
183635,37,Goal,0.76,0.49599998474121093,0.029227973893284798,Bassem Srarfi,a,5651,OpenPlay,2017,LeftFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Jean Michael Seri,TakeOn
183636,43,SavedShot,0.7819999694824219,0.5609999847412109,0.0361732617020607,Jean Michael Seri,a,3312,OpenPlay,2017,RightFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Pierre Lees-Melou,Pass
183637,43,BlockedShot,0.8930000305175781,0.4779999923706055,0.054666776210069656,Alassane Pléa,a,3310,FromCorner,2017,Head,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Jean Michael Seri,Cross
183638,43,BlockedShot,0.855,0.44099998474121094,0.05128951743245125,Dante,a,148,FromCorner,2017,RightFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,Alassane Pléa,BallTouch
183639,50,MissedShots,0.7240000152587891,0.5179999923706055,0.017073750495910645,Bassem Srarfi,a,5651,FromCorner,2017,LeftFoot,8751,Lille,Nice,1,1,2017-12-20 19:50:00,,Dispossessed
