id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
427383,3,Goal,0.9169999694824219,0.7040000152587891,0.05446791276335716,Filippo Bandinelli,h,9850,OpenPlay,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Nedim Bajrami,Pass
427386,12,MissedShots,0.860999984741211,0.5509999847412109,0.3099666237831116,Leonardo Mancuso,h,9852,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Petar Stojanovic,Throughball
427387,21,SavedShot,0.8619999694824219,0.62,0.04973454028367996,Leonardo Mancuso,h,9852,FromCorner,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,,None
427388,23,ShotOnPost,0.8090000152587891,0.565,0.04467473924160004,Filippo Bandinelli,h,9850,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Leonardo Mancuso,Pass
427392,46,BlockedShot,0.840999984741211,0.6659999847412109,0.05144752189517021,Filippo Bandinelli,h,9850,OpenPlay,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Nedim Bajrami,Pass
427393,49,MissedShots,0.9180000305175782,0.5659999847412109,0.06668873131275177,Simone Romagnoli,h,1971,FromCorner,2021,Head,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Nedim Bajrami,Cross
427394,50,MissedShots,0.845,0.6780000305175782,0.048966921865940094,Riccardo Marchizza,h,1601,OpenPlay,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Nedim Bajrami,Pass
427395,54,SavedShot,0.8580000305175781,0.5879999923706055,0.04916230961680412,Filippo Bandinelli,h,9850,OpenPlay,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Leonardo Mancuso,Chipped
427396,54,BlockedShot,0.855,0.5070000076293946,0.06093555688858032,Nedim Bajrami,h,9851,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,,Rebound
427397,58,MissedShots,0.93,0.649000015258789,0.09252993017435074,Patrick Cutrone,h,4918,OpenPlay,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Riccardo Marchizza,Pass
427398,60,BlockedShot,0.7480000305175781,0.4759999847412109,0.03367852792143822,Nedim Bajrami,h,9851,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,,None
427402,83,BlockedShot,0.924000015258789,0.41900001525878905,0.12483573704957962,Giovanni Crociata,h,6169,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Riccardo Fiamozzi,Pass
427403,84,BlockedShot,0.749000015258789,0.4,0.018441447988152504,Szymon Zurkowski,h,7910,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Samuele Ricci,Pass
427404,90,BlockedShot,0.8569999694824219,0.610999984741211,0.048431992530822754,Liam Henderson,h,7925,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,,None
427405,92,ShotOnPost,0.8859999847412109,0.8090000152587891,0.020372023805975914,Nedim Bajrami,h,9851,FromCorner,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Liam Henderson,Pass
427406,92,MissedShots,0.8580000305175781,0.555,0.06301774084568024,Riccardo Marchizza,h,1601,FromCorner,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,,None
427384,5,Goal,0.9740000152587891,0.44599998474121094,0.47741493582725525,Sergej Milinkovic-Savic,a,1543,FromCorner,2021,Head,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Felipe Anderson,Aerial
427385,11,BlockedShot,0.8580000305175781,0.7240000152587891,0.03308701515197754,Felipe Anderson,a,1208,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Sergej Milinkovic-Savic,Pass
427389,27,MissedShots,0.925,0.6630000305175782,0.032642513513565063,Ciro Immobile,a,1209,SetPiece,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Manuel Lazzari,Cross
427390,30,Goal,0.8909999847412109,0.3509999847412109,0.12200998514890671,Manuel Lazzari,a,6180,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Sergej Milinkovic-Savic,Throughball
427391,40,Goal,0.885,0.5,0.7612988352775574,Ciro Immobile,a,1209,Penalty,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,,Standard
427399,62,MissedShots,0.8569999694824219,0.5520000076293945,0.12043062597513199,Sergej Milinkovic-Savic,a,1543,OpenPlay,2021,LeftFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Ciro Immobile,Pass
427400,73,MissedShots,0.9630000305175781,0.345,0.1357075423002243,André Anderson,a,7941,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Ciro Immobile,Throughball
427401,77,SavedShot,0.860999984741211,0.645,0.09893260896205902,Elseid Hysaj,a,1375,OpenPlay,2021,RightFoot,16759,Empoli,Lazio,1,3,2021-08-21 18:45:00,Francesco Acerbi,Chipped
