id,isResult,h_id,h_title,h_short_title,a_id,a_title,a_short_title,goals_h,goals_a,xG_h,xG_a,datetime,forecast_w,forecast_d,forecast_l
2589,True,189,Zenit St. Petersburg,ZEN,192,Lokomotiv Moscow,LOK,0,0,1.11666,0.15657,2016-07-30 18:30:00,0.6328,0.3211,0.0461
2590,True,193,Anzhi Makhachkala,ANZ,185,CSKA Moscow,CSK,0,0,0.198839,1.18828,2016-07-30 21:00:00,0.0503,0.2792,0.6705
2591,True,187,FC Rostov,ROS,199,FC Orenburg,ORE,1,0,0.842313,0.301348,2016-07-30 22:30:00,0.4801,0.396,0.1239
2592,True,198,Ural,URA,184,FC Ufa,UFA,2,0,1.07459,0.802206,2016-07-31 16:30:00,0.4315,0.3251,0.2434
2593,True,183,Spartak Moscow,SPA,200,Arsenal Tula,ARS,4,0,1.96655,0.801512,2016-07-31 19:00:00,0.6823,0.2043,0.1134
2594,True,188,FK Akhmat,AKH,194,Krylya Sovetov Samara,KSS,1,0,1.38884,0.290146,2016-07-31 21:30:00,0.7481,0.2064,0.0455
2595,True,186,Rubin Kazan,RUB,195,Amkar,AMK,0,0,0.396474,0.336863,2016-08-01 20:30:00,0.2588,0.5371,0.2041
2596,True,196,FC Krasnodar,KRA,201,Tom Tomsk,TOM,3,0,1.98579,0.158377,2016-08-01 20:30:00,0.8783,0.1075,0.0142
2597,True,184,FC Ufa,UFA,189,Zenit St. Petersburg,ZEN,0,0,0.377741,1.00697,2016-08-06 18:00:00,0.1201,0.3298,0.5501
2598,True,200,Arsenal Tula,ARS,186,Rubin Kazan,RUB,1,0,1.5312,0.767945,2016-08-06 20:30:00,0.5755,0.277,0.1475
2599,True,199,FC Orenburg,ORE,185,CSKA Moscow,CSK,0,1,0.59396,0.905738,2016-08-07 17:00:00,0.2253,0.3723,0.4024
2600,True,195,Amkar,AMK,193,Anzhi Makhachkala,ANZ,2,0,2.1208,0.279843,2016-08-07 17:30:00,0.8835,0.0981,0.0184
2601,True,192,Lokomotiv Moscow,LOK,201,Tom Tomsk,TOM,2,2,2.63734,0.499815,2016-08-07 20:00:00,0.9051,0.0765,0.0184
2602,True,187,FC Rostov,ROS,198,Ural,URA,0,0,0.608329,0.357706,2016-08-07 22:30:00,0.3651,0.4617,0.1732
2603,True,196,FC Krasnodar,KRA,188,FK Akhmat,AKH,4,0,1.78248,0.381362,2016-08-08 20:30:00,0.82,0.1469,0.0331
2604,True,183,Spartak Moscow,SPA,194,Krylya Sovetov Samara,KSS,1,0,2.29214,0.212558,2016-08-08 20:30:00,0.9121,0.0767,0.0112
2605,True,189,Zenit St. Petersburg,ZEN,187,FC Rostov,ROS,3,2,1.52554,1.63295,2016-08-12 20:30:00,0.2749,0.3475,0.3776
2606,True,198,Ural,URA,185,CSKA Moscow,CSK,0,1,0.245084,0.762471,2016-08-13 16:30:00,0.1167,0.4282,0.4551
2607,True,194,Krylya Sovetov Samara,KSS,196,FC Krasnodar,KRA,1,1,0.729801,0.665069,2016-08-13 19:00:00,0.3371,0.3867,0.2762
2608,True,186,Rubin Kazan,RUB,183,Spartak Moscow,SPA,1,1,0.824549,0.436448,2016-08-13 21:30:00,0.4442,0.3803,0.1755
2609,True,201,Tom Tomsk,TOM,184,FC Ufa,UFA,1,0,0.523871,0.444804,2016-08-14 16:30:00,0.2951,0.4735,0.2314
2610,True,193,Anzhi Makhachkala,ANZ,200,Arsenal Tula,ARS,1,0,0.574041,1.02833,2016-08-14 21:00:00,0.1558,0.3299,0.5143
2611,True,188,FK Akhmat,AKH,192,Lokomotiv Moscow,LOK,1,1,1.13773,0.356966,2016-08-14 21:30:00,0.6102,0.2918,0.098
2612,True,199,FC Orenburg,ORE,195,Amkar,AMK,0,0,0.471337,0.0428303,2016-08-15 18:30:00,0.3706,0.6034,0.026
2613,True,186,Rubin Kazan,RUB,193,Anzhi Makhachkala,ANZ,1,2,1.74836,0.968127,2016-08-19 20:30:00,0.591,0.2537,0.1553
2614,True,184,FC Ufa,UFA,188,FK Akhmat,AKH,1,3,0.45471,0.964337,2016-08-20 15:30:00,0.1593,0.3481,0.4926
2615,True,189,Zenit St. Petersburg,ZEN,185,CSKA Moscow,CSK,1,1,0.775779,0.960765,2016-08-20 18:00:00,0.2671,0.3358,0.3971
2616,True,187,FC Rostov,ROS,201,Tom Tomsk,TOM,3,0,1.50381,0.824801,2016-08-20 22:30:00,0.5606,0.2666,0.1728
2617,True,195,Amkar,AMK,198,Ural,URA,1,0,0.962276,0.490173,2016-08-21 16:30:00,0.5097,0.3426,0.1477
2618,True,183,Spartak Moscow,SPA,196,FC Krasnodar,KRA,2,0,1.52985,0.615712,2016-08-21 19:00:00,0.6222,0.2626,0.1152
2619,True,192,Lokomotiv Moscow,LOK,194,Krylya Sovetov Samara,KSS,0,0,1.52731,1.03253,2016-08-21 21:30:00,0.4943,0.3089,0.1968
2620,True,200,Arsenal Tula,ARS,199,FC Orenburg,ORE,0,0,0.315147,0.493975,2016-08-22 20:30:00,0.1733,0.5135,0.3132
2621,True,194,Krylya Sovetov Samara,KSS,184,FC Ufa,UFA,0,1,0.302113,0.901865,2016-08-26 19:30:00,0.0799,0.3201,0.6
2622,True,199,FC Orenburg,ORE,186,Rubin Kazan,RUB,1,1,0.332097,1.4484,2016-08-27 14:00:00,0.0671,0.2401,0.6928
2623,True,201,Tom Tomsk,TOM,185,CSKA Moscow,CSK,0,1,0.410996,0.641557,2016-08-27 16:30:00,0.2116,0.4369,0.3515
2624,True,189,Zenit St. Petersburg,ZEN,195,Amkar,AMK,3,0,1.4381,0.066087,2016-08-27 19:00:00,0.7776,0.2094,0.013
2625,True,198,Ural,URA,200,Arsenal Tula,ARS,1,1,1.51667,0.496236,2016-08-28 18:00:00,0.6664,0.2434,0.0902
2626,True,188,FK Akhmat,AKH,187,FC Rostov,ROS,2,1,1.36067,0.204316,2016-08-28 20:15:00,0.7267,0.2288,0.0445
2627,True,196,FC Krasnodar,KRA,192,Lokomotiv Moscow,LOK,1,2,1.22349,1.563,2016-08-28 20:15:00,0.2314,0.329,0.4396
2628,True,193,Anzhi Makhachkala,ANZ,183,Spartak Moscow,SPA,0,2,1.10356,1.94536,2016-08-28 22:30:00,0.181,0.2357,0.5833
2629,True,187,FC Rostov,ROS,194,Krylya Sovetov Samara,KSS,2,1,0.692426,0.767088,2016-09-09 21:00:00,0.2885,0.3798,0.3317
2630,True,195,Amkar,AMK,201,Tom Tomsk,TOM,1,0,0.319588,0.487281,2016-09-10 16:30:00,0.1859,0.5165,0.2976
2631,True,199,FC Orenburg,ORE,193,Anzhi Makhachkala,ANZ,0,0,0.30175,0.576329,2016-09-10 19:00:00,0.1564,0.4785,0.3651
2632,True,185,CSKA Moscow,CSK,188,FK Akhmat,AKH,3,0,1.69365,0.29312,2016-09-10 21:30:00,0.7868,0.1755,0.0377
2633,True,184,FC Ufa,UFA,196,FC Krasnodar,KRA,0,0,0.0843245,0.377297,2016-09-11 15:00:00,0.0551,0.6464,0.2985
2634,True,183,Spartak Moscow,SPA,192,Lokomotiv Moscow,LOK,1,0,0.694676,0.552429,2016-09-11 17:30:00,0.3414,0.4053,0.2533
2635,True,200,Arsenal Tula,ARS,189,Zenit St. Petersburg,ZEN,0,5,0.474489,2.28845,2016-09-11 20:00:00,0.0347,0.1181,0.8472
2636,True,186,Rubin Kazan,RUB,198,Ural,URA,3,1,2.52178,0.233805,2016-09-12 20:30:00,0.9325,0.0575,0.01
2637,True,199,FC Orenburg,ORE,183,Spartak Moscow,SPA,1,3,1.13048,0.733279,2016-09-16 18:00:00,0.4685,0.346,0.1855
